"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","latitude","longitude","Ungefähre_Adresse.x","coordinates"
"Psychiatrische Tagesklinik, Neumünster gGmbH, NA, NA","Parkstr. 17, 24534 Neumünster",2018,"01","004","000","2","2",54.0754737,9.987023,NA,NA
"Psychiatrisches Behandlungs-, zentrum Hahnknüll, NA, NA","Hahnknüll 58, 24537 Neumünster",2018,"01","004","000","2","2",54.0988053,9.9468383,NA,NA
"Westküstenklinik Brunsbüttel, NA, NA, NA","Delbrückstr. 2, 25541 Brunsbüttel",2018,"01","051","011","1","2",53.8999702,9.14625576084319,NA,NA
"Psychiatrische Tagesklinik, Heide, NA, NA","Neue Anlage 18, 25746 Heide",2018,"01","051","044","2","2",54.19227425,9.09390738815868,NA,NA
"Westküstenklinikum Heide, NA, NA, NA","Esmarchstr. 50, 25746 Heide",2018,"01","051","044","1","2",54.1991651,9.0810799,NA,NA
"Johanniter Geriatrie, und Seniorenzentrum, Geesthacht GmbH, Geesthacht GmbH","Johannes-Ritter-Str. 100, 21502 Geesthacht",2018,"01","053","032","2","2",53.4230122,10.3865191450163,NA,NA
"Johanniter-Krankenhaus Geesthacht, NA, NA, NA","Am Runden Berge 3, 21502 Geesthacht",2018,"01","053","032","2","2",53.431594,10.3853648,NA,NA
"VAMED Klinik Geesthacht, NA, NA, NA","Johannes-Ritter-Straße 100, 21502 Geesthacht",2018,"01","053","032","3","2",53.4230122,10.3865191450163,NA,NA
"DRK-Krankenhaus Mölln-Ratzeburg, NA, NA, NA","Röpersberg 2, 23909 Ratzeburg",2018,"01","053","090","2","2",53.69006115,10.7791545197873,NA,NA
"AMEOS Klinik für Geriatrie, Ratzeburg, NA, NA","Röpersberg 47, 23909 Ratzeburg",2018,"01","053","100","3","2",53.6825424,10.7681318537821,NA,NA
"DIAKO Fachklinik Nordfriesland, gGmbH, NA, NA","Gammteltoft 8-15, 25821 Breklum",2018,"01","054","019","2","2",54.6163735476603,8.98456496880462,"Gammteltoft , 25821 Breklum","54.61637354766032, 8.984564968804616"
"Klinik Dr. Winkler, NA, NA, NA","Brinckmannstr. 6, 25813 Husum",2018,"01","054","056","3","2",54.48005585,9.05584614735384,NA,NA
"Klinikum Nordfriesland gGmbH, Klinik Husum, NA, NA","Erichsenweg 16, 25813 Husum",2018,"01","054","056","1","2",54.4833008,9.05020024308603,NA,NA
"Klinikum Nordfriesland gGmbH, Klinik Niebüll, NA, NA","Gather Landstr. 75, 25899 Niebüll",2018,"01","054","088","1","2",54.7930609,8.84367546156678,NA,NA
"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum, NA, NA","Rebbelstieg 24, 25938 Wyk auf Föhr",2018,"01","054","164","1","2",54.6853714,8.56429667729401,NA,NA
"Asklepios Nordseeklinik, Westerland GmbH, NA, NA","Norderstraße 81, 25980 Westerland",2018,"01","054","168","3","2",54.92546875,8.31328515406595,NA,NA
"HELIOS, Agnes Karll Krankenhaus, Bad Schwartau, Bad Schwartau","Am Hochkamp 21, 23611 Bad Schwartau",2018,"01","055","004","3","2",53.9224163,10.6938415312307,NA,NA
"Sana Klinik Eutin, NA, Entwöhnung, Entwöhnung","Hospitalstraße 22, 23701 Eutin",2018,"01","055","012","3","2",54.1326685,10.6022612,NA,NA
"St. Elisabeth Krankenhaus Eutin, GmbH, NA, NA","Plöner Str. 42, 23701 Eutin",2018,"01","055","012","2","2",54.1378212,10.6114716,NA,NA
"AMEOS KHG Holstein mbH Klinikum, Heiligenhafen, NA, NA","Friedr.-Ebert-Str. 100, 23774 Heiligenhafen",2018,"01","055","021","3","2",54.3731514669433,10.9635467687908,"Friedr.-Ebert-Str. , 23774 Heiligenhafen","54.373151466943334, 10.963546768790753"
"August-Bier-Klinik, Fachklinik für Neurologie,, Neurotraumatologie und, Neurotraumatologie und","Diekseepromenade 7-11, 23714 Bad Malente-Gremsmühlen",2018,"01","055","028","2","3",54.1640738,10.5478425,NA,NA
"Curtius-Klinik GmbH & Co. KG, Fachklinik für Psychosomatik, und Psychotherapie, und Psychotherapie","Neue Kampstraße 2, 23714 Bad Malente-Gremsmühlen",2018,"01","055","028","3","2",54.17188075,10.5661184831268,NA,NA
"Ameos Tagesklinik Ostholstein, Neustadt, NA, NA","Rettiner Weg 30, 23730 Neustadt/Holst.",2018,"01","055","032","3","2",54.1040752,10.8304066,"Rettiner Weg , 23730 Neustadt",NA
"Caritashaus St. Walburg gGmbH, Klinikum Neustadt und TK Eutin, NA, NA","Wiesenhof, 23730 Neustadt i. Holstein",2018,"01","055","032","3","2",54.1042906,10.7945201,NA,NA
"Kinderzentrum Pelzerhaken gGmbH, NA, NA, NA","Zum Leuchtturm 4, 23730 Neustadt in Holstein",2018,"01","055","032","2","2",54.088556,10.8630895676541,NA,NA
"Schön Klinik Neustadt, Akutklinik, NA, NA","Am Kiebitzberg 10, 23730 Neustadt in Holstein",2018,"01","055","032","3","2",54.0908337,10.8287757385621,NA,NA
"Sana Klinik Oldenburg, NA, NA, NA","Mühlenkamp 5, 23758 Oldenburg in Holstein",2018,"01","055","033","3","2",54.29005115,10.8799957381353,NA,NA
"Sana Klinik Middelburg, NA, NA, NA","Middelburger Str. 1, 23701 Middelburg",2018,"01","055","041","3","2",54.0818987,10.6837497776154,NA,NA
"Curschmann-Klinik, NA, NA, NA","Saunaring 6, 23669 Timmendorfer Strand",2018,"01","055","042","3","3",53.9976313,10.7832228,NA,NA
"Sana Inselklinik Fehmarn, NA, NA, NA","Bürgermeister-Lafrenz-Str. 4, 23769 Burg auf Fehmarn",2018,"01","055","046","3","2",54.4430736,11.2019312,NA,NA
"Fachklinik Bokholt, NA, NA, NA","Hanredder 30-32, 25335 Bokholt-Hanredder",2018,"01","056","008","2","3",53.7911825,9.7283298,NA,NA
"Paracelsus-Nordseeklinik, Helgoland, NA, NA","Invasorenpfad, 27498 Helgoland",2018,"01","056","025","3","2",54.1788074,7.8870919,NA,NA
"Regio Klinik Elmshorn, NA, NA, NA","Ramskamp 71-75, 25337 Elmshorn",2018,"01","056","049","3","2",53.7413579,9.6996117,NA,NA
"Fachklinik, Freudenholm-Ruhleben, NA, NA","Missionsweg 3, 24306 Plön",2018,"01","057","057","2","2",54.1372198,10.4457013809603,NA,NA
"Ameos Klinikum Preetz, NA, NA, NA","Am Krankenhaus 5, 24211 Preetz",2018,"01","057","062","3","2",54.2389114,10.2787865,NA,NA
"Klinik Preetz, Kreiskrankenhaus des Kreises, Plön, Plön","Am Krankenhaus 5, 24211 Preetz",2018,"01","057","062","1","2",54.2389114,10.2787865,NA,NA
"Psychiatrische Tagesklinik Preetz, NA, NA, NA","Wakendorfer Str. 18, 24211 Preetz",2018,"01","057","062","2","2",54.2362381,10.2863615,NA,NA
"Norddeutsches Epilepsiezentrum, für Kinder und Jugendliche, NA, NA","Henry-Dunant-Straße, 24223 Schwentinental",2018,"01","057","091","2","2",54.2876865,10.2113659,NA,NA
"Fachklinik Aukrug, der Deutschen Rentenversicherung, Nord, Nord","Tönsheide, 24613 Aukrug",2018,"01","058","009","1","3",54.0595344,9.7664919,NA,NA
"VAMED Ostseeklinik Damp, NA, NA, NA","Seute-Deern-Ring 20, 24349 Damp",2018,"01","058","040","3","2",54.5853915,10.0216914,NA,NA
"imland Klinik Eckernförde, NA, NA, NA","Schleswiger Str. 114 - 116, 24340 Eckernförde",2018,"01","058","043","1","2",54.4831791,9.8159273,NA,NA
"Praxisklinik Kronshagen, NA, NA, NA","Eichkoppelweg 74, 24119 Kronshagen",2018,"01","058","092","3","2",54.3375374,10.097904,NA,NA
"imland Klinik Rendsburg, NA, NA, NA","Lilienstr. 20 - 28, 24768 Rendsburg",2018,"01","058","135","1","2",54.2972385,9.6578832629107,NA,NA
"Margarethen-Klinik Kappeln, NA, NA, NA","Konsul-Lorentzen-Str. 3, 24376 Kappeln",2018,"01","059","045","2","2",54.6587119,9.9244447,NA,NA
"Fachkrankenhaus, für Psychiatrie u. Psychotherapie, NA, NA","Johannesallee, 24848 Kropp",2018,"01","059","053","2","2",54.4102438,9.5146921,NA,NA
"Helios Klinik Schleswig, NA, NA, NA","St. Jürgener Str. 1-3, 24837 Schleswig",2018,"01","059","075","3","2",54.52509015,9.56582826617449,NA,NA
"Helios Klinikum Schleswig, NA, NA, NA","Am Damm 1, 24837 Schleswig",2018,"01","059","075","3","2",54.52436275,9.56449471472268,NA,NA
"Klinikum Bad Bramstedt GmbH, NA, NA, NA","Oskar-Alexander-Strasse 26, 24576 Bad Bramstedt",2018,"01","060","004","1","2",53.903627,9.8932571,NA,NA
"Psychiatrische Tagesklinik, Kaltenkirchen, NA, NA","Am Flottkamp 15, 24568 Kaltenkirchen",2018,"01","060","004","2","2",53.8317878,9.9506921,"Am Flottkamp , 24568 Kaltenkirchen",NA
"Schön Klinik, Bad Bramstedt, NA, NA","Birkenweg 10, 24576 Bad Bramstedt",2018,"01","060","004","3","2",53.90416005,9.88824902590278,NA,NA
"AK Segeberger Kliniken, NA, NA, NA","Krankenhausstr. 2, 23795 Bad Segeberg",2018,"01","060","005","3","2",53.94114855,10.3094989628405,NA,NA
"Medizinische Klinik Borstel, NA, NA, NA","Parkallee 35, 23845 Borstel",2018,"01","060","013","2","2",53.8215743,10.1935771,NA,NA
"Paracelsus Klinik, Henstedt-Ulzburg GmbH, NA, NA","Wilstedter Str. 134, 24558 Henstedt-Ulzburg",2018,"01","060","044","3","2",53.7488114,10.0063370057609,NA,NA
"Kardiologische Klinik Norderstedt, NA, NA, NA","Heidbergstraße 98, 22846 Norderstedt",2018,"01","060","063","3","2",53.70453445,9.99448834612227,NA,NA
"Psychiatrisches Krankenhaus, Rickling, NA, NA","Daldorfer Strasse 2-6, 24635 Rickling",2018,"01","060","068","2","2",54.0019262,10.1804754,NA,NA
"Klinikum und Seniorenzentrum, Itzehoe, NA, NA","Robert-Koch-Str. 2, 25524 Itzehoe",2018,"01","061","046","1","2",53.9417141,9.50301128557182,NA,NA
"Psych. Tagesklinik, Ahrensburg, NA, NA","Carl-Barckmann-Str. 5, 22926 Ahrensburg",2018,"01","062","001","2","2",53.6721114,10.2419076,NA,NA
"Asklepios Klinik, Bad Oldesloe, NA, NA","Schützenstr. 55, 23843 Bad Oldesloe",2018,"01","062","004","3","2",53.8120025,10.3645034,NA,NA
"Heinrich-Sengelmann-Krankenhaus, NA, NA, NA","Kayhuder Str. 65, 23863 Bargfeld-Stegen",2018,"01","062","005","2","2",53.7570308,10.152048,NA,NA
"LungenClinic Großhansdorf, NA, NA, NA","Woehrendamm 80, 22927 Großhansdorf",2018,"01","062","023","1","2",53.66047545,10.2810919223336,NA,NA
"Park-Klinik Manhagen, Orthopädische Fachklinik, NA, NA","Sieker Landstr.19, 22927 Großhansdorf",2018,"01","062","023","3","2",53.66307105,10.2572130998559,NA,NA
"Krankenhaus Reinbek, St. Adolf-Stift, NA, NA","Hamburger Str. 41, 21465 Reinbek",2018,"01","062","060","2","2",53.5098825,10.2408676248981,NA,NA
"EuroEyes ALZ City Hamburg, NA, NA, NA","Valentinskamp 89-90, 20355 Hamburg",2018,"02","000","108","3","4",53.5556461,9.9831295,NA,NA
"Psychiatrische Tagesklinik, Hamburg-Mitte, NA, NA","Budapester Straße 38, 20359 Hamburg",2018,"02","000","111","1","2",53.55446825,9.96438213627476,NA,NA
"Asklepios Klinik, St. Georg, NA, NA","Lohmühlenstr. 5, 20099 Hamburg",2018,"02","000","113","3","2",53.55924495,10.0174314380478,NA,NA
"Praxisklinik Mümmelmannsberg, Klinikgruppe Dr. Guth, GmbH & Co. KG, GmbH & Co. KG","Oskar-Schlemmer-Straße 9-17, 22115 Hamburg",2018,"02","000","130","3","2",53.5296762,10.1475017,NA,NA
"Wilhelmsburger Krankenhaus, Groß Sand, NA, NA","Groß-Sand 3, 21107 Hamburg",2018,"02","000","137","2","2",53.5035218,9.9856532,NA,NA
"HELIOS Endo-Klinik Hamburg, NA, NA, NA","Holstenstraße 2, 22767 Hamburg",2018,"02","000","205","3","2",53.5509665,9.9551452,NA,NA
"AKK Altonaer Kinderkrankenhaus, gGmbH, NA, NA","Bleickenallee 38, 22763 Hamburg",2018,"02","000","212","2","2",53.55193335,9.91321603396298,NA,NA
"Asklepios Klinik Altona, NA, NA, NA","Paul-Ehrlich-Str. 1, 22763 Hamburg",2018,"02","000","219","3","2",53.5547348,9.8989244,NA,NA
"Privita-Komfortklinik, in der Asklepios Klinik Altona, NA, NA","Paul-Ehrlich-Straße 1, 22457 Hamburg",2018,"02","000","219","3","4",53.5547348,9.8989244,NA,NA
"Klinikgruppe Dr. Guth, NA, NA, NA","Jürgensallee 46-48, 22609 Hamburg",2018,"02","000","222","3","2",53.55658625,9.85385959992675,NA,NA
"Krankenhaus Tabea, im Artemed-Klinikverbund, NA, NA","Kösterbergstraße 32, 22587 Hamburg",2018,"02","000","223","3","2",53.5641314,9.79164085899845,NA,NA
"Asklepios Westklinikum, Hamburg, NA, NA","Suurheid 20, 22559 Hamburg",2018,"02","000","227","3","2",53.5815945,9.78022815527386,NA,NA
"Agaplesion Diakonie Hamburg gGmbH, Betriebsteil: Krankenhaus Elim, Betriebsteil: Bethanien-Krankenha, Betriebsteil: Bethanien-Krankenha","Hohe Weide 17, 20259 Hamburg",2018,"02","000","308","2","2",53.5717926,9.96590102486016,NA,NA
"Krankenhaus Jerusalem, NA, NA, NA","Moorkamp 2-6, 20357 Hamburg",2018,"02","000","309","3","3",53.569189,9.9661319,NA,NA
"Alster-Klinik Hamburg GmbH, Privatklinik für plastische und, ästhetische Chirurgie, ästhetische Chirurgie","Rothenbaumchaussee 7, 20148 Hamburg",2018,"02","000","312","3","4",53.5647198,9.9886664,NA,NA
"Praxisklinik am Rothenbaum GmbH, NA, NA, NA","HeimhuderStr. 38, 20148 Hamburg",2018,"02","000","312","3","4",53.5669031,9.99307297826753,NA,NA
"Albertinen-Krankenhaus, Ein Haus der Albertinen-Gruppe, NA, NA","Süntelstraße 11a, 22457 Hamburg",2018,"02","000","319","2","2",53.6313633,9.9043219,NA,NA
"Klinik in Pöseldorf GmbH, Ästhetisch-kosmetisches Zentrum, NA, NA","Lehmweg 17, 1.OG, 20251 Hamburg",2018,"02","000","401","3","4",53.5846171,9.9808147,"Lehmweg , 20251 Hamburg",NA
"BG Klinikum Hamburg, Ambulantes Operationszentrum GmbH, NA, NA","Falkenried 88, 20251 Hamburg",2018,"02","000","402","3","4",53.585414,9.971827,NA,NA
"Facharztklinik Hamburg, Betriebsteil ""Michaelis"", Betriebsteil ""Andreasbrunnen"", Betriebsteil ""Andreasbrunnen""","Martinistraße 78, 20251 Hamburg",2018,"02","000","403","2","2",53.5883283,9.9727691,NA,NA
"Martini-Klinik am UKE GmbH, NA, NA, NA","Martinistraße 52 (Gebäude 046), 20249 Hamburg",2018,"02","000","403","1","4",53.59243,9.9879649,"Martinistraße , 20249 Hamburg",NA
"Universitäre Herzzentrum GmbH, am Universitätsklinikum, Hamburg-Eppendorf, Hamburg-Eppendorf","Martinistrasse 52, 20246 Hamburg",2018,"02","000","403","1","1",53.5889172,9.9731298,NA,NA
"Universitätsklinikum, Hamburg-Eppendorf, Zentrales Controlling, Zentrales Controlling","Martinistraße 52, 20251 Hamburg",2018,"02","000","403","1","1",53.5889172,9.9731298,NA,NA
"Evangelisches Krankenhaus, Alsterdorf, NA, NA","Elisabeth-Flügge-Straße 1, 22337 Hamburg",2018,"02","000","407","2","2",53.6139975,10.0247985,NA,NA
"Kath. Marienkrankenhaus gGmbH, NA, NA, NA","Alfredstraße 9, 22087 Hamburg",2018,"02","000","417","2","2",53.5593252,10.0316524,NA,NA
"Schön Klinik Hamburg Eilbek, SE & Co. KG, NA, NA","Dehnhaide 120, 22081 Hamburg",2018,"02","000","423","3","2",53.57839555,10.0521605798647,NA,NA
"Asklepios Klinik Barmbek, NA, NA, NA","Rübenkamp 220, 22307 Hamburg",2018,"02","000","429","3","2",53.6055507,10.0362847,NA,NA
"Asklepios Klinik Nord, Betriebsteil Heidberg, Betriebsteil Ochsenzoll, Betriebsteil Ochsenzoll","Langenhorner Chaussee 560, 22419 Hamburg",2018,"02","000","432","3","2",53.6732122,10.0076089,NA,NA
"Bundeswehrkrankenhaus, Hamburg, NA, NA","Lesserstraße 180, 22049 Hamburg",2018,"02","000","509","1","5",53.59640325,10.078144245014,NA,NA
"Asklepios Kliniken Hamburg GmbH, Klinik Wandsbek, NA, NA","Alphonsstraße 14, 22043 Hamburg",2018,"02","000","511","3","2",53.5701303,10.0881901281197,NA,NA
"Evangelisches Amalie-, Sieveking-Krankenhaus gGmbH, NA, NA","Haselkamp 33, 22359 Hamburg",2018,"02","000","525","2","2",53.6411202,10.1518477562054,NA,NA
"Kath. Kinderkrankenhaus, Wilhelmstift, NA, NA","Liliencronstraße 130, 22149 Hamburg",2018,"02","000","526","2","2",53.5865317,10.1646216256713,NA,NA
"BG Klinikum Hamburg gGmbH, Unfallkrankenhaus Hamburg, NA, NA","Bergedorfer Straße 10, 21033 Hamburg",2018,"02","000","601","2","2",53.5084532,10.1734798,NA,NA
"Praxis-Klinik, Bergedorf GmbH, NA, NA","Alte Holstenstr.2, 21031 Hamburg",2018,"02","000","601","3","2",53.4940787,10.2066606,NA,NA
"Bethesda  Krankenhaus Bergedorf, gGmbH, NA, NA","Glindersweg 80, 21029 Hamburg",2018,"02","000","603","2","2",53.48594205,10.2359981193044,NA,NA
"Asklepios Klinik Harburg, NA, NA, NA","Eißendorfer Pferdeweg 52, 21075 Hamburg",2018,"02","000","711","3","2",53.4608163,9.9504397,NA,NA
"Krankenhaus Mariahilf, NA, NA, NA","Stader Straße 203c, 21075 Hamburg",2018,"02","000","711","3","2",53.4692505,9.93849797059925,NA,NA
"Augenklinik, Dr. Hoffmann, NA, NA","Wolfenbütteler Straße 82, 38102 Braunschweig",2018,"03","101","000","3","2",52.25555225,10.5276404222313,NA,NA
"Ev.-luth. Diakonissenanstalt, Marienstift, NA, NA","Helmstedter Straße 35, 38102 Braunschweig",2018,"03","101","000","2","2",52.25865765,10.5458152341531,NA,NA
"Herzogin-Elisabeth-Hospital, NA, NA, NA","Leipziger Straße 24, 38124 Braunschweig",2018,"03","101","000","2","2",52.2329469,10.5262768547436,NA,NA
"Klinik am Zuckerberg GmbH, NA, NA, NA","Zuckerbergweg 2, 38124 Braunschweig",2018,"03","101","000","3","4",52.24194745,10.5294898507218,NA,NA
"Städtisches Klinikum Braunschweig, NA, NA, NA","Freisestraße 9/10, 38118 Braunschweig",2018,"03","101","000","1","2",52.2686395,10.5108866,NA,NA
"Venenzentrum Braunschweig, NA, NA, NA","Kastanienallee 18-19, 38102 Braunschweig",2018,"03","101","000","3","2",52.2627754,10.5419656,NA,NA
"HELIOS Klinikum Salzgitter GmbH, NA, NA, NA","Kattowitzer Straße 191, 38226 Salzgitter",2018,"03","102","000","3","2",52.1547473,10.3189944,NA,NA
"St. Elisabeth-Krankenhaus, Salzgitter gemeinützige, Gesellschaft mbH, Gesellschaft mbH","Liebenhaller Straße 20, 38259 Salzgitter",2018,"03","102","000","2","2",52.0454249,10.3718545038085,NA,NA
"Klinikum Wolfsburg, NA, NA, NA","Sauerbruchstraße 7, 38440 Wolfsburg",2018,"03","103","000","1","2",52.4136733,10.7685966708363,NA,NA
"HELIOS Klinikum Gifhorn GmbH, NA, NA, NA","Campus 6, 38518 Gifhorn",2018,"03","151","009","3","2",52.4971131,10.5482638400103,NA,NA
"HELIOS Klinik, Wittingen GmbH, NA, NA","Gustav-Dobberkau-Straße 5, 29378 Wittingen",2018,"03","151","040","3","2",52.7301646,10.7402494883005,NA,NA
"Asklepios Harzklinik, Bad Harzburg, NA, NA","Ilsenburger Straße 95, 38667 Bad Harzburg",2018,"03","153","002","3","3",51.8857325,10.5759978351065,NA,NA
"Privat-Nervenklinik, Dr. med. Fontheim, NA, NA","Lindenstraße 15, 38704 Liebenburg",2018,"03","153","008","3","2",52.022791,10.4317624934409,NA,NA
"Asklepios Kliniken, Schildautal Seesen, NA, NA","Karl-Herold-Straße 1, 38723 Seesen",2018,"03","153","012","3","2",51.88302835,10.2160449651832,NA,NA
"Klinik Dr. Barner, Fachklinik für Psychosomatische, und Psychotherapeutischen, und Psychotherapeutischen","Dr.-Barner-Straße 1, 38700 Braunlage",2018,"03","153","016","3","4",51.7294291,10.6175824741081,NA,NA
"Asklepios Harzklinik Goslar, NA, NA, NA","Kösliner Straße 12, 38642 Goslar",2018,"03","153","017","3","3",51.928666,10.4423336,NA,NA
"Asklepios Harzklinik, Clausthal-Zellerfeld, NA, NA","Windmühlenstraße 1, 38678 Clausthal-Zellerfeld",2018,"03","153","018","3","3",51.8075417,10.3340286859339,NA,NA
"HELIOS St. Marienberg, Klinik Helmstedt, NA, NA","Conringstraße 26, 38350 Helmstedt",2018,"03","154","010","3","2",52.2322152,11.0001268,NA,NA
"AWO Psychiatriezentrum, NA, NA, NA","Vor dem Kaiserdom 10, 38154 Königslutter",2018,"03","154","013","2","2",52.2440165,10.8156269,NA,NA
"HELIOS Klinik, Bad Gandersheim GmbH, NA, NA","Albert-Rohloff-Straße 2, 37581 Bad Gandersheim",2018,"03","155","001","3","2",51.8732272,10.0281509,NA,NA
"Helios Albert-Schweitzer-, Klinik Northeim, NA, NA","Albert-Schweitzer-Weg 1, 37154 Northeim",2018,"03","155","011","3","2",51.7295168,9.9784532,NA,NA
"Einbecker Bürgerspital, GmbH, NA, NA","Andershäuser Straße 8, 37574 Einbeck",2018,"03","155","013","3","2",51.8339028,9.86869629174252,NA,NA
"Klinikum Peine gGmbH, NA, NA, NA","Virchowstraße 8h, 31226 Peine",2018,"03","157","006","2","2",52.3015987,10.2377914730525,NA,NA
"Städtisches Klinikum, Wolfenbüttel gGmbH, NA, NA","Alter Weg 80, 38302 Wolfenbüttel",2018,"03","158","037","1","2",52.17989785,10.5332468272227,NA,NA
"Diabeteszentrum Bad Lauterberg, Fachklinik für Diabetes und, Stoffwechselkrankheiten, Stoffwechselkrankheiten","Kirchberg 21, 37431 Bad Lauterberg im Harz",2018,"03","159","003","2","2",51.62774475,10.4722140904018,NA,NA
"Fachklinik für Orthopädie, und Rheumatologie, Dr. Muschinsky, Dr. Muschinsky","Wiesenbek 7-10, 37431 Bad Lauterberg im Harz",2018,"03","159","003","3","2",51.623677,10.4688028,NA,NA
"Kirchberg Klinik, NA, NA, NA","Kirchberg 7-11, 37431 Bad Lauterberg im Harz",2018,"03","159","003","3","3",51.6258869,10.4680911,NA,NA
"St. Martini gGmbH, NA, NA, NA","Göttinger Straße 34, 37115 Duderstadt",2018,"03","159","010","2","2",51.5167006,10.246757054097,NA,NA
"AGAPLESION Krankenhaus, Neu-Bethlehem gGmbH, NA, NA","Humboldtallee 8, 37073 Göttingen",2018,"03","159","016","2","2",51.54076285,9.94311966546304,NA,NA
"Asklepios Fachklinikum, Göttingen, NA, NA","Rosdorfer Weg 70, 37081 Göttingen",2018,"03","159","016","3","2",51.5254175,9.9189477,NA,NA
"Ev. Krankenhaus Göttingen, Weende gGmbH, Standort Neu-Mariahilf, Standort Neu-Mariahilf","Humboldtallee 10-12, 37073 Göttingen",2018,"03","159","016","2","2",51.5398074,9.942127,NA,NA
