"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","latitude","longitude","Ungefähre_Adresse.x","coordinates"
"Kosmed-Klinik, Kosmed Klinik","Eckernförder Straße, 219, 24119, Kiel",2020,"01","002","000","3","4",54.3389564,10.1044102,NA,NA
"Lubinus-Stiftung, Sankt Elisabeth Krankenhaus Kiel","Königsweg, 8, 24103, Kiel",2020,"01","002","000","2","2",54.31697985,10.1270012527034,NA,NA
"Lubinus-Stiftung, Lubinus Clinicum","Steenbeker Weg, 25, 24106, Kiel",2020,"01","002","000","2","2",54.3537152,10.117189,NA,NA
"nordBLICK Augenklinik Bellevue GmbH, nordBLICK Augenklinik Bellevue GmbH","Lindenallee, 21-23, 24105, Kiel",2020,"01","002","000","3","2",54.3456265,10.1492353,NA,NA
"Park-Klinik GmbH Kiel, Park-Klinik GmbH Kiel","Goethestraße, 11, 24116, Kiel",2020,"01","002","000","3","2",54.3266908,10.125726447159,NA,NA
"Psychiatrische Tagesklinik ""Kieler Fenster"", Psychiatrische Tagesklinik ""Kieler Fenster""","Alte Lübecker Chaussee, 1, 24114, Kiel",2020,"01","002","000","2","4",54.30851005,10.1263000231187,NA,NA
"Schmerzklinik Kiel GmbH & Co. KG, Schmerzklinik Kiel GmbH & Co. KG","Heikendorfer Weg, 9-27, 24149, Kiel",2020,"01","002","000","3","2",54.32889415,10.1838106936938,NA,NA
"Städtisches Krankenhaus Kiel GmbH, Städtisches Krankenhaus Kiel GmbH","Chemnitzstraße, 33, 24116, Kiel",2020,"01","002","000","1","2",54.3228203,10.1163370634907,NA,NA
"Universitätsklinikum Schleswig-Holstein, Universitätsklinikum Schleswig-Holstein Campus Kiel","Arnold-Heller-Straße, 3, 24105, Kiel",2020,"01","002","000","1","1",54.3292804,10.1406004,NA,NA
"Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Kiel, Zentrum für Integrative Psychiatrie Kiel - Ostufer","Karlstal, 34a, 24143, Kiel",2020,"01","002","000","1","2",54.3108076,10.1440022,NA,NA
"Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Kiel, Zentrum für Integrative Psychiatrie Kiel -Niemannsweg/Klaus-Groth-Platz","Niemannsweg, 147, 24105, Kiel",2020,"01","002","000","1","2",54.3432302,10.1450510530265,NA,NA
"AMEOS Klinika Neustadt, Lübeck und Eutin, AMEOS Klinikum Lübeck","Kahlhorststraße, 33, 23562, Lübeck",2020,"01","003","000","3","2",53.8500071,10.691318853313,NA,NA
"AMEOS Klinikum Lübeck, AMEOS Klinikum Lübeck","Weidenweg, 9, 23562, Lübeck",2020,"01","003","000","3","2",53.8485616,10.6901916097782,NA,NA
"Augenklinik am Klingenberg, Augenklinik am Klingenberg","Marlesgrube, 1, 23552, Lübeck",2020,"01","003","000","3","4",53.86414765,10.6847650419559,NA,NA
"Hanse-Klinik GmbH, Hanse-Klinik GmbH","St.-Jürgen Ring, 66, 23564, Lübeck",2020,"01","003","000","3","4",53.85123995,10.6949486249391,NA,NA
"Holstentor-Privatklinik für Ästhetisch-Plastische Chirurgie, Holstentor-Privatklinik für Ästhetisch-Plastische Chirurgie","Untertrave, NA, 23552, Lübeck",2020,"01","003","000","3","4",53.8698068,10.6800254,NA,NA
"Katholisches Marien-Krankenhaus Lübeck gGmbH, Katholisches Marien-Krankenhaus Lübeck gGmbH","Parade, 3, 23552, Lübeck",2020,"01","003","000","2","2",53.86203225,10.6852475571023,NA,NA
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Krankenhaus Rotes Kreuz Lübeck - EGH II","Erika-Gerstung-Straße, 1, 23568, Lübeck",2020,"01","003","000","2","2",53.8759232,10.707798,NA,NA
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Krankenhaus Rotes Kreuz Lübeck - Haus an der Wakenitz","Marlistraße, 10, 23566, Lübeck",2020,"01","003","000","2","2",53.873042,10.7086068,NA,NA
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Krankenhaus Rotes Kreuz Lübeck - Haus am Stadtpark","Rabenhorst, 1, 23568, Lübeck",2020,"01","003","000","2","2",53.87556855,10.7054807631097,NA,NA
"Sana Kliniken Lübeck GmbH, Sana Klinik Lübeck Süd","Kronsforder Allee, 71-73, 23560, Lübeck",2020,"01","003","000","3","2",53.8489421,10.686887,NA,NA
"Sana Kliniken Lübeck GmbH, Sana Praxisklinik Travemünde","Am Dreilingsberg, 7, 23570, Lübeck",2020,"01","003","000","3","2",53.96236525,10.8572882071314,NA,NA
"Tagesklinik für Psychiatrie und Psychotherapie der BRÜCKE, Tagesklinik für Psychiatrie und Psychotherapie der BRÜCKE","Spillerstraße, 2a-b, 23564, Lübeck",2020,"01","003","000","2","2",53.8610985,10.6962132,NA,NA
"Universitätsklinikum Schleswig-Holstein, Universitätsklinikum Schleswig-Holstein Campus Lübeck","Ratzeburger Allee, 160, 23562, Lübeck",2020,"01","003","000","1","1",53.8338371,10.7035939,NA,NA
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik, Fachklinik für Kinder- und Jugendpsychiatrie","Triftstraße, 139, 23554, Lübeck",2020,"01","003","000","2","2",53.8937633,10.6801113,NA,NA
"Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Lübeck, Zentrum für Integrative Psychiatrie ZIP gGmbH - Lübeck","Ratzeburger Allee, 160, 23554, Lübeck",2020,"01","003","000","1","2",53.838645,10.7045237,NA,NA
"DRK-Fachklinik Hahnknüll gGmbH, DRK-Fachklinik Hahnknüll gGmbH","Hahnknüll, 58, 24537, Neumünster",2020,"01","004","000","2","2",54.0988053,9.9468383,NA,NA
"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH, FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH","Friesenstraße, 11, 24534, Neumünster",2020,"01","004","000","1","2",54.06526655,9.99298980040623,NA,NA
"Klinik Klosterstraße GmbH, Klinik Klosterstraße GmbH","Klosterstraße, 63-65, 24536, Neumünster",2020,"01","004","000","3","2",54.0787453,9.9948417,NA,NA
"Psychiatrische Tagesklinik Neumünster gGmbH, Psychiatrische Tagesklinik Neumünster gGmbH","Parkstraße, 17, 24534, Neumünster",2020,"01","004","000","2","2",54.0754737,9.987023,NA,NA
"Westküstenkliniken Brunsbüttel und Heide gGmbH, Standort Brunsbüttel","Delbrückstraße, 2, 25541, Brunsbüttel",2020,"01","051","011","1","2",53.8999702,9.14625576084319,NA,NA
"Psychiatrische Tagesklinik Heide, Psychiatrische Tagesklinik Heide","Neue Anlage, 18, 25746, Heide",2020,"01","051","044","2","3",54.19227425,9.09390738815868,NA,NA
"Universitätsklinikum Schleswig-Holstein, UKSH Kooperation am WWK Heide","Esmarchstraße, 50, 25746, Heide",2020,"01","051","044","1","1",54.20029455,9.08200933434243,NA,NA
"Westküstenkliniken Brunsbüttel und Heide gGmbH, Standort Heide","Esmarchstraße, 50, 25746, Heide",2020,"01","051","044","1","2",54.20029455,9.08200933434243,NA,NA
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik, Tagesklinik am Rosenweg","Lauenburger Straße, 39, 21514, Büchen",2020,"01","053","020","2","2",53.47251875,10.6228899399958,NA,NA
"Johanniter - Klinik für Geriatrie Geesthacht, Johanniter - Klinik für Geriatrie Geesthacht","Johannes-Ritter-Straße, 100, 21502, Geesthacht",2020,"01","053","032","2","2",53.4230122,10.3865191450163,NA,NA
"Johanniter-Krankenhaus Geesthacht, Johanniter-Krankenhaus Geesthacht","Am Runden Berge, 3, 21502, Geesthacht",2020,"01","053","032","3","2",53.43156995,10.3858057074041,NA,NA
"VAMED Klinik Geesthacht, VAMED Klinik Geesthacht","Johannes-Ritter-Straße, 100, 21502, Geesthacht",2020,"01","053","032","3","2",53.4230122,10.3865191450163,NA,NA
"Johanniter-Krankenhaus Geesthacht, Tagesklinik Mölln","Wasserkrüger Weg, 7, 23879, Mölln",2020,"01","053","090","3","2",53.62583755,10.6860945899586,NA,NA
"DRK-Krankenhaus Mölln-Ratzeburg, DRK-Krankenhaus Mölln-Ratzeburg","Röpersberg, 2, 23909, Ratzeburg",2020,"01","053","100","2","2",53.69006115,10.7791545197873,NA,NA
"Klinik für Geriatrie Ratzeburg, Klinik für Geriatrie Ratzeburg","Röpersberg, 47, 23909, Ratzeburg",2020,"01","053","100","3","2",53.6825424,10.7681318537821,NA,NA
"Johanniter-Krankenhaus Geesthacht, Tagesklinik Schwarzenbek","Körnerplatz, 6, 21493, Schwarzenbek",2020,"01","053","116","3","2",53.50575205,10.4786606904694,NA,NA
"DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik, DIAKO Fachklinik für Psychiatrie und Psychosomatik","Gammeltoft, 8-15, 25821, Breklum",2020,"01","054","020","2","2",54.61718215,8.98488661164034,NA,NA
"DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik, DIAKO Tagesklinik Breklum","Kirchenstraße, 7, 25821, Breklum",2020,"01","054","020","2","2",54.60694525,8.98261968591736,NA,NA
"DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik, DIAKO Tagesklinik Husum","Theodor-Schäfer-Straße, 1b, 25813, Husum",2020,"01","054","056","2","2",54.4867074,9.0487163,NA,NA
"Helios Fachklinik Schleswig GmbH, Tagesklinik Kinder und Jugend Psychiatrie Husum","Theodor-Schäfer-Straße, 1a, 25813, Husum",2020,"01","054","056","3","2",54.4867074,9.0487163,NA,NA
"Klinik Dr. Winkler, Klinik Dr. Winkler","Brinckmannstraße, 6, 25813, Husum",2020,"01","054","056","3","2",54.48005585,9.05584614735384,NA,NA
"Klinikum Nordfriesland gGmbH - Klinik Husum und Klinik Niebüll, Klinikum Nordfriesland gGmbH - Klinik Husum","Erichsenweg, 16, 25813, Husum",2020,"01","054","056","1","2",54.4833008,9.05020024308603,NA,NA
"DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik, DIAKO Tagesklinik Niebüll","Bahnhofstraße, 24a, 25899, Niebüll",2020,"01","054","088","2","2",54.787484,8.8329455,NA,NA
"Klinikum Nordfriesland gGmbH - Klinik Husum und Klinik Niebüll, Klinikum Nordfriesland gGmbH - Klinik Niebüll","Gather Landstraße, 75, 25899, Niebüll",2020,"01","054","088","1","2",54.7930609,8.84367546156678,NA,NA
"Klinikum Nordfriesland gGmbH - Inselklinik Föhr-Amrum, Klinikum Nordfriesland gGmbH - Inselklinik Föhr-Amrum","Rebbelstieg, 24, 25938, Wyk auf Föhr",2020,"01","054","164","1","2",54.6853714,8.56429667729401,NA,NA
"Asklepios Nordseeklinik Westerland GmbH, Asklepios Nordseeklinik Westerland GmbH","Norderstraße, 81, 25980, Westerland",2020,"01","054","168","3","2",54.92546875,8.31328515406595,NA,NA
"Helios Agnes Karll Krankenhaus, Helios Agnes Karll Krankenhaus","Am Hochkamp, 21, 23611, Bad Schwartau",2020,"01","055","004","3","2",53.9224163,10.6938415312307,NA,NA
"Ostsee-Klinik - Bad Schwartau, Ostsee-Klinik - Bad Schwartau","Anton-Baumann-Straße, 1, 23611, Bad Schwartau",2020,"01","055","004","3","4",53.91541885,10.6977644480876,NA,NA
"AMEOS Klinika Neustadt, Lübeck und Eutin, AMEOS Klinikum Eutin","Janusstraße, 5, 23701, Eutin",2020,"01","055","012","3","2",54.1352005,10.6069695,NA,NA
"Sana Kliniken Ostholstein GmbH, Sana Klinik Eutin","Hospitalstraße, 22, 23701, Eutin",2020,"01","055","012","3","2",54.1326685,10.6022612,NA,NA
"Sankt Elisabeth Krankenhaus Eutin GmbH, Sankt Elisabeth Krankenhaus Eutin GmbH","Plöner Straße, 42, 23701, Eutin",2020,"01","055","012","2","2",54.1378212,10.6114716,NA,NA
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik, Tagesklinik am Kleinen See","Hospitalstraße, 22, 23701, Eutin",2020,"01","055","012","2","2",54.1326685,10.6022612,NA,NA
"AMEOS Klinika Heiligenhafen, Kiel, Oldenburg i.H., Preetz, AMEOS Klinikum Heiligenhafen","Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen",2020,"01","055","021","3","2",54.3744364,10.9583151744126,NA,NA
"August-Bier-Klinik, August-Bier-Klinik","Diekseepromenade, 7-11, 23714, Bad Malente-Gremsmühlen",2020,"01","055","028","2","3",54.1640738,10.5478425,NA,NA
"Curtius Klinik GmbH & Co. KG Fachklinik für Psychosomatik und Psychotherapeutische Medizin, Curtius Klinik GmbH & Co. KG","Neue Kampstraße, 2, 23714, Bad Malente-Gremsmühlen",2020,"01","055","028","3","2",54.17188075,10.5661184831268,NA,NA
"AMEOS Klinika Neustadt, Lübeck und Eutin, AMEOS Klinikum Neustadt","Wiesenhof, NA, 23730, Neustadt in Holstein",2020,"01","055","032","3","2",54.1042906,10.7945201,NA,NA
"Kinderzentrum Pelzerhaken gGmbH, Kinderzentrum Pelzerhaken gGmbH","Zum Leuchtturm, 4, 23730, Neustadt in Holstein",2020,"01","055","032","2","2",54.088556,10.8630895676541,NA,NA
"Schön Klinik Neustadt, Schön Klinik Neustadt","Am Kiebitzberg, 10, 23730, Neustadt in Holstein",2020,"01","055","032","3","2",54.0908337,10.8287757385621,NA,NA
"Schön Klinik Neustadt Privatpatientenklinik, Schön Klinik Neustadt Privatpatientenklinik","Am Kiebitzberg, 10, 23730, Neustadt",2020,"01","055","032","3","4",54.0908337,10.8287757385621,NA,NA
"Tagesklinik Ostholstein gGmbH, Tagesklinik Ostholstein gGmbH","Rettiner Weg, 30, 23730, Neustadt in Holstein",2020,"01","055","032","3","2",54.10524815,10.8232412741643,NA,NA
"AMEOS Klinika Heiligenhafen, Kiel, Oldenburg i.H., Preetz, AMEOS Klinikum Oldenburg (Neurologie)","Mühlenkamp, 5, 23758, Oldenburg in Holstein",2020,"01","055","033","3","2",54.29005115,10.8799957381353,NA,NA
"AMEOS Klinika Heiligenhafen, Kiel, Oldenburg i.H., Preetz, AMEOS Klinikum Oldenburg (Psychiatrie)","Hoheluftstraße, 10, 23758, Oldenburg in Holstein",2020,"01","055","033","3","2",54.2922513,10.8807176026316,NA,NA
"Sana Kliniken Ostholstein GmbH, Sana Klinik Oldenburg","Mühlenkamp, 5, 23758, Oldenburg in Holstein",2020,"01","055","033","3","2",54.29005115,10.8799957381353,NA,NA
"Sana Kliniken Ostholstein GmbH, Sana Klinik Middelburg","Middelburger Straße, 1, 23701, Süsel",2020,"01","055","041","3","2",54.0818987,10.6837497776154,NA,NA
"Curschmann-Klinik, Curschmann-Klinik","Saunaring, 6, 23669, Timmendorfer Strand",2020,"01","055","042","3","3",53.9976313,10.7832228,NA,NA
"Sana Kliniken Ostholstein GmbH, Sana Inselklinik Fehmarn","Mummendorfer Weg, 12, 23769, Fehmarn",2020,"01","055","046","3","2",54.4428266,11.1774254016498,NA,NA
"Fachklinik Bokholt, Fachklinik Bokholt","Hanredder, 30-32, 25335, Bokholt-Hanredder",2020,"01","056","008","2","2",53.7911825,9.7283298,NA,NA
"Regio Kliniken GmbH, Regio Klinikum Elmshorn","Agnes-Karll-Allee, 17, 25337, Elmshorn",2020,"01","056","015","3","2",53.75249345,9.68169776709125,NA,NA
"Paracelsus-Nordseeklinik Helgoland, Paracelsus-Nordsee-Klinik Helgoland","Invasorenpfad, NA, 27498, Helgoland",2020,"01","056","025","3","2",54.1788074,7.8870919,NA,NA
"Regio Kliniken GmbH, Regio Tagesklinik Pinneberg","Fahltskamp, 70, 25421, Pinneberg",2020,"01","056","039","3","2",53.6555722,9.81084405,NA,NA
"Regio Kliniken GmbH, Regio Klinikum Pinneberg","Fahltskamp, 74, 25421, Pinneberg",2020,"01","056","039","3","2",53.6544627,9.81132182695904,NA,NA
"Regio Kliniken GmbH, Regio Klinikum Wedel","Holmer Straße, 155, 22880, Wedel",2020,"01","056","050","3","2",53.60245945,9.67378816954436,NA,NA
"Fachklinik Freudenholm-Ruhleben, Fachklinik Freudenholm-Ruhleben","Missionsweg, 3, 24306, Plön",2020,"01","057","009","2","2",54.1372198,10.4457013809603,NA,NA
"Psychiatrische Tagesklinik Plön, Psychiatrische Tagesklinik Plön","Rodomstorstraße, 30, 24306, Plön",2020,"01","057","057","2","2",54.1636073,10.4184749,NA,NA
"AMEOS Klinika Heiligenhafen, Kiel, Oldenburg i.H., Preetz, AMEOS Klinikum Preetz","Am Krankenhaus, 5a, 24211, Preetz",2020,"01","057","062","3","2",54.23862975,10.2765159406498,NA,NA
"Klinik Preetz, Klinik Preetz","Am Krankenhaus, 5, 24211, Preetz",2020,"01","057","062","1","2",54.2389114,10.2787865,NA,NA
"Psychiatrische Tagesklinik Preetz, Psychiatrische Tagesklinik Preetz","Wakendorfer Straße, 18, 24211, Preetz",2020,"01","057","062","2","2",54.2362381,10.2863615,NA,NA
"Privatklinik Blomenburg, Privatklinik Blomenburg","Burgstraße, 1, 24238, Selent",2020,"01","057","077","3","4",54.28493425,10.4319088058647,NA,NA
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche, Norddeutsches Epilepsiezentrum für Kinder und Jugendliche","Henry-Dunant-Straße, 6-10, 24223, Schwentinental",2020,"01","057","091","2","2",54.28719735,10.2107560650856,NA,NA
"Fachklinik Aukrug, Fachklinik Aukrug","Tönsheide, NA, 24613, Aukrug",2020,"01","058","009","1","3",54.0595344,9.7664919,NA,NA
"VAMED Ostseeklinik Damp, VAMED Ostseeklinik Damp","Seute-Deern-Ring, 20, 24351, Damp",2020,"01","058","040","3","2",54.5853915,10.0216914,NA,NA
"imland gGmbH, imland Klinik Eckernförde","Schleswiger Straße, 114, 24340, Eckernförde",2020,"01","058","043","1","2",54.4823114,9.8182677,NA,NA
"Mare Klinikum GmbH & Co. KG, Mare Klinikum GmbH & Co. KG","Eckernförder Straße, 219, 24119, Kronshagen",2020,"01","058","092","3","4",54.3387665,10.1041368,NA,NA
"Praxisklinik Kronshagen, Praxisklinik Kronshagen","Eichkoppelweg, 74, 24119, Kronshagen",2020,"01","058","092","3","2",54.3375374,10.097904,NA,NA
"Augenklinik Rendsburg GmbH, Augenklinik Rendsburg GmbH","Jungfernstieg, 25, 24768, Rendsburg",2020,"01","058","135","3","2",54.3005913,9.6659579,NA,NA
"Helios Fachklinik Schleswig GmbH, Tagesklinik Kinder- und Jugendpsychiatrie Rendsburg","Oberreiderstraße, 28, 24768, Rendsburg",2020,"01","058","135","3","2",54.3007378301664,9.66720933201157,"Oberreiderstraße, 24768, Rendsburg","54.3007378301664, 9.667209332011566"
"imland gGmbH, imland Klinik Rendsburg","Lilienstraße, 20, 24768, Rendsburg",2020,"01","058","135","1","2",54.2972385,9.6578832629107,NA,NA
"Margarethen-Klinik Kappeln, Margarethen-Klinik Kappeln","Konsul-Lorentzen-Straße, 3, 24376, Kappeln",2020,"01","059","045","3","2",54.6587119,9.9244447,NA,NA
"Psychiatrisches Zentrum Kropp, Fachkrankenhaus für Psychiatrie u. Psychotherapie","Johannesallee, 9, 24848, Kropp",2020,"01","059","053","2","2",54.40996325,9.51548682760937,NA,NA
"Helios Fachklinik Schleswig GmbH, Tagesklinik Psychiatrie","Mühlental, 1, 24837, Schleswig",2020,"01","059","075","3","2",54.70739005,9.52792975054036,NA,NA
"Helios Fachklinik Schleswig GmbH, Tagesklinik Kinder- und Jugendpsychiatrie Schleswig","Friedrich-Ebert-Straße, 5, 24837, Schleswig",2020,"01","059","075","3","2",54.52043745,9.54672740661783,NA,NA
"Helios Fachklinik Schleswig GmbH, Klinik für Psychiatrie und Psychosomatische Medizin","St.-Jürgener-Straße, 5a, 24837, Schleswig",2020,"01","059","075","3","2",54.5304567,9.5736511,NA,NA
"Helios Fachklinik Schleswig GmbH, Klinik für Kinder- und Jugendpsychiatrie","Friedrich-Ebert-Straße, 5, 24837, Schleswig",2020,"01","059","075","3","2",54.52043745,9.54672740661783,NA,NA
"Helios Klinik Schleswig GmbH, Helios Klinik Schleswig GmbH","St.-Jürgener-Straße, 1-3, 24837, Schleswig",2020,"01","059","075","3","2",54.52509015,9.56582826617449,NA,NA
"Malteser Krankenhaus St. Franziskus-Hospital, Tagesklinik Geriatrie Schleswig","Am Damm, 1, 24837, Schleswig",2020,"01","059","075","2","2",54.52436275,9.56449471472268,NA,NA
"Klinikum Bad Bramstedt, Klinikum Bad Bramstedt","Oskar-Alexander-Straße, 26, 24576, Bad Bramstedt",2020,"01","060","004","1","2",53.903627,9.8932571,NA,NA
"Schön Klinik Bad Bramstedt, Schön Klinik Bad Bramstedt","Birkenweg, 10, 24576, Bad Bramstedt",2020,"01","060","004","3","2",53.90416005,9.88824902590278,NA,NA
"Schön Klinik Bad Bramstedt Privatklinik, Schön Klinik Bad Bramstedt Privatklinik","Birkenweg, 10, 24576, Bad Bramstedt",2020,"01","060","004","3","4",53.90416005,9.88824902590278,NA,NA
"Segeberger Kliniken GmbH, Segeberger Kliniken Bad Segeberg","Am Kurpark, 1, 23795, Bad Segeberg",2020,"01","060","005","3","2",53.94350245,10.3081237463148,NA,NA
"Tagesklinik für Psychiatrie und Psychotherapie Bad Segeberg, Tagesklinik für Psychiatrie und Psychotherapie Bad Segeberg","Schillerstraße, 13a, 23795, Bad Segeberg",2020,"01","060","005","2","2",53.9432836,10.3042254,NA,NA
"Paracelsus Klinik Henstedt-Ulzburg, Paracelsus Klinik Henstedt-Ulzburg","Wilstedter Straße, 134, 24558, Henstedt-Ulzburg",2020,"01","060","039","3","2",53.7488114,10.0063370057609,NA,NA
"Tagesklinik für Psychiatrie und Psychotherapie Kaltenkirchen, Tagesklinik für Psychiatrie und Psychotherapie Kaltenkirchen","Am Flottkamp, 15a, 24568, Kaltenkirchen",2020,"01","060","044","2","2",53.8317878,9.9506921,"Am Flottkamp, 24568, Kaltenkirchen",NA
"Regio Kliniken GmbH, Regio Tagesklinik KJP Norderstedt","Beim Umspannwerk, 6, 22844, Norderstedt",2020,"01","060","063","3","2",53.7363389,9.9886525910018,NA,NA
"Segeberger Kliniken GmbH, Segeberger Kliniken Norderstedt","Heidbergstraße, 98, 22846, Norderstedt",2020,"01","060","063","3","2",53.70453445,9.99448834612227,NA,NA
"Tagesklinik für Psychiatrie und Psychotherapie Norderstedt, Tagesklinik für Psychiatrie und Psychotherapie Norderstedt","Beim Umspannwerk, 6, 22844, Norderstedt",2020,"01","060","063","2","2",53.7363389,9.9886525910018,NA,NA
"Psychiatrisches Krankenhaus Rickling, Psychiatrisches Krankenhaus Rickling","Daldorfer Straße, 2, 24635, Rickling",2020,"01","060","068","2","2",53.9982189,10.1788062,NA,NA
"Medizinische Klinik Borstel, Medizinische Klinik Borstel","Parkallee, 35, 23845, Borstel",2020,"01","060","085","2","2",53.8215743,10.1935771,NA,NA
"Klinikum Itzehoe, Klinikum Itzehoe - Glückstadt","Am Wall, 1a, 25348, Glückstadt",2020,"01","061","029","1","2",53.7890491,9.4267711,NA,NA
"Klinikum Itzehoe, Klinikum Itzehoe - Itzehoe","Robert-Koch-Straße, 2, 25524, Itzehoe",2020,"01","061","046","1","2",53.9417141,9.50301128557182,NA,NA
"Heinrich Sengelmann Kliniken gGmbH, Heinrich Sengelmann Tagesklinik Ahrensburg","Carl-Barkmann-Straße, 5, 22926, Ahrensburg",2020,"01","062","001","2","2",53.6728079738608,10.2414514110795,"Carl-Barkmann-Straße, 22926, Ahrensburg","53.67280797386078, 10.241451411079519"
"Asklepios Klinik Bad Oldesloe, Asklepios Klinik Bad Oldesloe","Schützenstraße, 55, 23843, Bad Oldesloe",2020,"01","062","004","3","2",53.8120025,10.3645034,NA,NA
"Mund-Kiefer-Gesichtschirurgie am Kurpark, Mund-Kiefer-Gesichtschirurgie am Kurpark","Kurparkallee, 4, 23843, Bad Oldesloe",2020,"01","062","004","3","4",53.8072326,10.3751012,NA,NA
"Heinrich Sengelmann Kliniken gGmbH, Heinrich Sengelmann Krankenhaus","Kayhuder Straße, 65, 23863, Bargfeld-Stegen",2020,"01","062","005","2","2",53.7570308,10.152048,NA,NA
"Heinrich Sengelmann Kliniken gGmbH, Heinrich Sengelmann Tagesklinik Bargteheide","Mittelweg, 5-7, 22941, Bargetheide",2020,"01","062","006","2","2",53.7306438603579,10.2633941975904,"Mittelweg, 22941, Bargetheide","53.730643860357944, 10.263394197590355"
"LungenClinic Grosshansdorf GmbH, LungenClinic Grosshansdorf GmbH","Wöhrendamm, 80, 22927, Großhansdorf",2020,"01","062","023","1","2",53.66047545,10.2810919223336,NA,NA
"Park-Klinik Manhagen, Park-Klinik Manhagen","Sieker Landstraße, 19, 22927, Großhansdorf",2020,"01","062","023","3","2",53.66307105,10.2572130998559,NA,NA
"Heinrich Sengelmann Kliniken gGmbH, Heinrich Sengelmann Tagesklinik Reinbek","Kinauweg, 9, 21465, Reinbek",2020,"01","062","060","2","2",53.521541,10.2460759,NA,NA
