"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","latitude","longitude","Ungefähre_Adresse.x","coordinates"
"AHG Klinik Berus AG & Co. KG, Europäisches Zentrum für, Psychosomatik u. Verhaltensmedizn, NA","Orannastraße 55, 66802, Überherrn",2016,"10","044","119",5,"3",49.26612675,6.68296980503589,NA,NA
"DRK-Klinik Mettlach für, Geriatrie und Rehabilitation, NA, NA","Saaruferstr. 10, 66693, Mettlach",2016,"10","042","114",4,"2",49.4957688,6.59677107191524,NA,NA
"Kreiskrankenhaus St. Ingbert, NA, NA, NA","Klaus-Tussing-Str. 1, 66386, St. Ingbert",2016,"10","045","117",3,"2",49.29055175,7.11317542262369,NA,NA
"Caritasklinikum Saar Saarbrücken, St. Theresia, Saarbrücken, NA","Rheinstraße 2, 66113, Saarbrücken",2016,"10","041","100",4,"2",49.24843745,6.96011963788832,NA,NA
"Krankenhaus Saarlouis vom, Deutschen Roten Kreuz, NA, NA","Vaubanstraße 25, 66740, Saarlouis",2016,"10","044","115",4,"2",49.31364905,6.74427884657015,NA,NA
"Universitätsklinikum des, Saarlandes (UKS), NA, NA","Kirrberger Str. 100, 66424, Homburg",2016,"10","045","114",2,"1",49.30621905,7.34649246181715,NA,NA
"St. Nikolaus Hospital, Wallerfangen, NA, NA","Hospitalstraße 5, 66798, Wallerfangen",2016,"10","044","121",4,"2",49.3286239,6.71497712680406,NA,NA
"Caritas Krankenhaus, Lebach, NA, NA","Heeresstraße 49, 66822, Lebach",2016,"10","044","112",4,"2",49.4187901,6.8903197,NA,NA
"LWL-Klinik Hemer, Hans-Prinzhorn-Klinik, NA, NA","Frönsberger Str. 71, 58675, Hemer",2016,"05","962","016",1,"2",51.3452959,7.76014570281596,NA,NA
"Neurologisches Fach-, und Privatkrankenhaus, Klinik Bavaria, NA","Von-der-Tann-Str. 18-22, 97688, Bad Kissingen",2016,"09","672","114",5,"3",50.19807875,10.0846714022098,NA,NA
"Medical Center Düsseldorf, -Luisenkrankenhaus-, NA, NA","Hans-Günther-Sohl-Str. 6-10, 40235, Düsseldorf",2016,"05","111","000",5,"3",51.2345078,6.8208326,NA,NA
"Ortho-Klinik Dortmund, NA, NA, NA","Virchowstr. 4, 44263, Dortmund",2016,"05","913","000",4,"2",51.48535085,7.49894699609812,NA,NA
"Krankenhaus, ""14 Nothelfer"" GmbH, NA, NA","Ravensburger Str. 39, 88250, Weingarten",2016,"08","436","082",3,"2",47.80021365,9.63242729838641,NA,NA
"310KLINIK GmbH, NA, NA, NA","Neumeyerstr. 46-48, 90411, Nürnberg",2016,"09","564","000",5,"2",49.482961,11.1235408,NA,NA
"ACURA Kliniken Albstadt, NA, NA, NA","Robert-Koch-Str. 26, 72461, Albstadt",2016,"08","417","079",5,"2",48.237185,9.03409010613932,NA,NA
"Alb-Donau-Klinikum, NA, NA, NA","Hopfenhausstr. 2, 89584, Ehingen",2016,"08","425","033",3,"2",48.2804414,9.7196335,NA,NA
"Aeskul Klinik, im Stadtpark GmbH, NA, NA","Am Stadtpark 22, 94469, Deggendorf",2016,"09","271","119",5,"4",48.8459171,12.9567923,NA,NA
"AHG Klinik Lübeck, NA, NA, NA","Weidenweg 9-15, 23562, Lübeck",2016,"01","003","000",5,"2",53.8485616,10.6901916097782,NA,NA
"AHG Fachkrankenhaus, für Psychosomatische, Medizin und, Psychotherapie","Bombergallee 11, 31812, Bad Pyrmont",2016,"03","252","003",5,"2",51.9875436,9.2519258,NA,NA
"Ahrtal-Klinik, Sinzig-Bad Bodendorf, - Fachkrankenhaus für, Kardiologie und Angiologie -","Hauptstraße 166, 53489, Sinzig",2016,"07","131","077",5,"3",50.55812575,7.21247943224934,NA,NA
"AirportClinic M, Terminalstr. West, Terminal 1, Bereich E, Ebene 03, NA","NA, 85356, München-Flughafen",2016,"09","177","117",5,"3",48.1371079,11.5753822,"NA, 85356, München",NA
"Allgemeines Krankenhaus, Celle, NA, NA","Siemensplatz 4, 29223, Celle",2016,"03","351","006",4,"2",52.62889005,10.0862561075332,NA,NA
"Allgemeines Krankenhaus, NA, NA, NA","Grünstr. 35, 58095, Hagen",2016,"05","914","000",4,"2",51.3540265,7.4660777,NA,NA
"Allgemeines Krankenhaus, NA, NA, NA","Hoserkirchweg 63, 41747, Viersen",2016,"05","166","032",4,"2",51.2507606,6.3826005,NA,NA
"Akutklinik Urbachtal GmbH, NA, NA, NA","Badstr. 28, 88339, Bad Waldsee",2016,"08","436","009",5,"4",47.9136097,9.76215799838878,NA,NA
"Akutklinik Am schönen Moos, NA, NA, NA","Am Schönen Moos 7 - 9, 88348, Bad Saulgau",2016,"08","437","100",5,"4",48.0166404,9.4859156,NA,NA
"Albertinen-Krankenhaus, Ein Haus der Albertinen-Gruppe, NA, NA","Süntelstraße 11a, 22457, Hamburg",2016,"02","307","319",4,"2",53.6313633,9.9043219,NA,NA
"Alb Fils Kliniken, NA, NA, NA","Eichertstr. 3, 73035, Göppingen",2016,"08","117","026",3,"2",48.69031185,9.65126290775896,NA,NA
"St. Joseph-Krankenhaus Dessau, Fachkrankenhaus für Psychiatrie, und Psychotherapie, NA","Auenweg 36, 06847, Dessau-Roßlau",2016,"15","001","000",4,"2",51.8176025,12.1966302,NA,NA
"Klinik Bosse Wittenberg, Fachkrankenhaus für, Psychiatrie, Psychotherapie,, Geriatrie und Neurologie","Hans-Lufft-Straße 5, 06886, Lutherstadt Wittenberg",2016,"15","091","375",4,"2",51.8704314,12.6325649218671,NA,NA
"Alexianer-Krankenhaus, Fachkrankenhaus für Psychiatrie,, Psychotherapie, Psychosomatik u., Neurologie","Alexianergraben 33, 52062, Aachen",2016,"05","334","002",4,"2",50.77213865,6.08203225752786,NA,NA
"Klinik Bassum, NA, NA, NA","Marie-Hackfeld-Straße 6, 27211, Bassum",2016,"03","251","007",4,"2",52.84427055,8.72851322209443,NA,NA
"Klinik Diepholz, NA, NA, NA","Eschfeldstraße 8, 49356, Diepholz",2016,"03","251","012",4,"2",52.6106997,8.37689570609855,NA,NA
"Klinik Sulingen, NA, NA, NA","Schmelingstraße 47, 27232, Sulingen",2016,"03","251","040",4,"2",52.68359925,8.80581561804351,NA,NA
"Alexianer-Krankenhaus, Fachkrankenhaus für Psychiatrie,, Psychotherapie und Neurologie, NA","Kölner Str. 64, 51149, Köln",2016,"05","315","000",4,"2",50.898464,7.04226153449198,NA,NA
"Krankenhaus Maria-Hilf, NA, NA, NA","Dießemer Bruch 81, 47805, Krefeld",2016,"05","114","000",4,"2",51.32549175,6.58668408827188,NA,NA
"Alexianer-Klinik, Psychiatrisches Krankenhaus, NA, NA","Am Eisenbrand 20 b, 40667, Meerbusch",2016,"05","162","022",4,"2",51.24826485,6.67520815747608,NA,NA
"Alexianer-Krankenhaus, Fachklinik für Psychiatrie, und Psychotherapie, NA","Alexianerweg 9, 48163, Münster",2016,"05","515","000",4,"2",51.87726125,7.56401430938433,NA,NA
"Krankenhaus Maria-Hilf, NA, NA, NA","Hospitalstr. 2, 47918, Tönisvorst",2016,"05","166","028",3,"2",51.3226757,6.4884405,NA,NA
"St. Joseph-Krankenhaus, Berlin-Weißensee, NA, NA","Gartenstrasse 1, 13088, Berlin",2016,"11","003","003",4,"2",52.55115845,13.4690296333753,NA,NA
"Alexianer St. Hedwig, Kliniken Berlin, NA, NA","Große Hamburger Strasse 5-11, 10115, Berlin",2016,"11","001","001",4,"2",52.5259335,13.3974885,NA,NA
"St. Josefs-Krankenhaus Potsdam, NA, NA, NA","Allee nach Sanssouci 7, 14471, Potsdam",2016,"12","054","000",4,"2",52.3989605,13.0435984,NA,NA
"Alice-Hospital, Darmstadt, NA, NA","Dieburger Straße 31, 64287, Darmstadt",2016,"06","411","000",4,"2",49.87726385,8.66530411748973,NA,NA
"Aller-Weser-Klinik, Krankenhaus Achim, NA, NA","Bierdener Mühle 2, 28832, Achim",2016,"03","361","001",3,"2",53.0179636,9.00449559789763,NA,NA
"Aller-Weser-Klinik, Krankenhaus Verden, NA, NA","Eitzer Strasse 20, 27283, Verden (Aller)",2016,"03","361","012",3,"2",52.9138633,9.23228713654221,NA,NA
"Alster-Klinik Hamburg GmbH, Privatklinik für plastische und, ästhetische Chirurgie, NA","Rothenbaumchaussee 7, 20148, Hamburg",2016,"02","302","312",5,"4",53.5647198,9.9886664,NA,NA
"Evangelisches Zentrum, für Altersmedizin Potsdam, NA, NA","Weinbergstrasse 18/19, 14469, Potsdam",2016,"12","054","000",4,"2",52.4037207,13.0456877561951,NA,NA
"Altmark-Klinikum gGmbH, Salzwedel-Gardelegen, NA, NA","Ernst-von-Bergmann-Str. 22, 39638, Gardelegen",2016,"15","081","135",3,"2",52.52237925,11.3818996032389,NA,NA
"Evangelisches Amalie-, Sieveking-Krankenhaus gGmbH, NA, NA","Haselkamp 33, 22359, Hamburg",2016,"02","517","525",4,"2",53.6409061,10.1510519,NA,NA
"AMEOS Klinikum Kaiserstuhl, NA, NA, NA","Brunngasse 1, 79235, Vogtsburg",2016,"08","315","133",5,"2",48.10471145,7.63169679526252,NA,NA
"AMEOS Klinikum Haldensleben, NA, NA, NA","Kiefholzstraße 4, 39340, Haldensleben",2016,"15","083","270",5,"2",52.2818706,11.3703073154216,NA,NA
"AMEOS Klinikum Seepark, Geestland GmbH, NA, NA","Langener Straße 66, 27607, Geestland",2016,"03","352","062",5,"2",53.61527785,8.6301382180379,NA,NA
"AMEOS Klinikum Alfeld, NA, NA, NA","Landrat-Beushausen-Straße 26, 31061, Alfeld",2016,"03","254","002",5,"2",51.9944511,9.8327223,NA,NA
"AMEOS Klinikum, Dr. Heines Bremen, Fachkrankenhaus für Psychiatrie,, Psychotherapie und Psychosomatik","Rockwinkeler Landstraße 110, 28325, Bremen",2016,"04","011","000",5,"2",53.07605245,8.94220089464009,NA,NA
"AMEOS Klinikum Hameln, NA, NA, NA","Wilhelmstraße 5, 31785, Hameln",2016,"03","252","006",5,"2",52.10296325,9.36333238045645,NA,NA
"AMEOS Klinikum Hildesheim, NA, NA, NA","Goslarsche Landstraße 60, 31135, Hildesheim",2016,"03","254","021",5,"2",52.1449405,9.98368496736712,NA,NA
"AMEOS Klinikum Osnabrück, NA, NA, NA","Knollstraße 31, 49088, Osnabrück",2016,"03","404","000",5,"2",52.2879766,8.05140061207738,NA,NA
"AMEOS Klinikum Ueckermünde, NA, NA, NA","Ravensteinstr.23, 17373, Ueckermünde",2016,"13","075","136",5,"2",53.7407362,14.0220984,NA,NA
"AMEOS Klinikum Inntal, NA, NA, NA","Jakob-Weindler-Str. 1, 84359, Simbach am Inn",2016,"09","277","145",5,"3",48.2638154,13.0140616219553,NA,NA
"AMEOS Klinikum St. Salvator, Halberstadt GmbH, NA, NA","Gleimstraße 5, 38820, Halberstadt",2016,"15","085","135",5,"2",51.90131645,11.0543211663463,NA,NA
"Ameos Psychatrium Gruppe Neustadt, NA, NA, NA","Wiesenhof, 23730, Neustadt i. Holstein",2016,"01","055","032",5,"2",54.1042906,10.7945201,NA,NA
"Ammerland Klinik GmbH, NA, NA, NA","Lange Straße 38, 26655, Westerstede",2016,"03","451","007",3,"2",53.2574925,7.9185221,NA,NA
"St. Anna Klinik, NA, NA, NA","St.-Annen-Straße 9, 49624, Löningen",2016,"03","453","011",4,"2",52.7345252,7.75441168602388,NA,NA
"ANregiomed, Klinikum Ansbach, NA, NA","Escherichstr. 1, 91522, Ansbach",2016,"09","561","000",2,"2",49.3206271,10.5591220521,NA,NA
"St. Antonius Klinik, NA, NA, NA","Birkenallee 18, 41844, Wegberg",2016,"05","370","040",5,"2",51.1414695,6.281525440614,NA,NA
"St. Antonius Krankenhaus, NA, NA, NA","Schillerstr. 23, 50968, Köln",2016,"05","315","000",4,"2",50.9105366,6.96685869206603,NA,NA
"Klinik Virchowstraße, NA, NA, NA","Virchowstraße 4, 35578, Wetzlar",2016,"06","532","023",5,"4",50.5412263,8.5343813,NA,NA
"Arberlandklinik Zwiesel, NA, NA, NA","Arberlandstr. 1, 94227, Zwiesel",2016,"09","276","148",2,"2",49.0072976,13.2183653,NA,NA
"Arberlandklinik Viechtach, NA, NA, NA","Karl-Gareis-Str. 31, 94234, Viechtach",2016,"09","276","144",2,"2",49.0852461,12.8754441,NA,NA
"ARGORA Klinik Berlin, NA, NA, NA","Carmerstr. 2, 10623, Berlin",2016,"11","004","004",5,"4",52.5078867,13.3245709095552,NA,NA
"Arkadenklinik, Chirurgische Praxisklinik, NA, NA","Nürtinger Str. 11, 70794, Filderstadt",2016,"08","116","077",5,"4",48.67896525,9.21926730433371,NA,NA
"Chirurgisches Klinikum, München Süd, NA, NA","Am Isarkanal 30, 81379, München",2016,"09","162","000",5,"2",48.10299585,11.5484691203852,NA,NA
"Artemed Fachklinik, München GmbH & Co. KG, NA, NA","Mozartstr. 14 a-16, 80336, München",2016,"09","162","000",5,"2",48.1303122,11.5548251918036,NA,NA
"Artemed Fachklinik, Diagnose- und Therapiezentrum, für Venen und Haut, NA","Portastr. 33-35, 32545, Bad Oeynhausen",2016,"05","770","004",5,"3",52.2036831,8.8004363,NA,NA
"Artico-Sportklinik, NA, NA, NA","Hirschbergstr. 25, 78054, Villingen-Schwenningen",2016,"08","326","074",5,"4",48.0590389,8.52684282321353,NA,NA
"ACURA-Kliniken, Baden-Baden GmbH, NA, NA","Rotenbachtalstr. 5, 76530, Baden-Baden",2016,"08","211","000",5,"2",48.76429045,8.24695432900518,NA,NA
"Asklepios Stadtklinik, Bad Wildungen, NA, NA","Brunnenallee 19, 34537, Bad Wildungen",2016,"06","635","003",5,"2",51.1171379,9.114575,NA,NA
"Asklepios Fachklinikum, Lübben, NA, NA","Luckauer Strasse 17, 15907, Lübben",2016,"12","061","316",5,"2",51.93572245,13.8867272336686,NA,NA
"Asklepios Klinik, Birkenwerder, NA, NA","Hubertusstrasse 12-22, 16547, Birkenwerder",2016,"12","065","036",5,"2",52.6919178,13.2971873,NA,NA
"Asklepios, Klinik Lich, NA, NA","Goethestraße 4, 35423, Lich",2016,"06","531","011",5,"2",50.5251511,8.8070766,NA,NA
"Asklepios, Schlossberg-Klinik, NA, NA","Parkstraße 2, 64732, Bad König",2016,"06","437","001",5,"3",49.7444454,9.0055506,NA,NA
"Asklepios Neurologische Klinik, Bad Salzhausen, NA, NA","Am Hasensprung 6, 63667, Nidda",2016,"06","440","016",5,"2",50.41971305,8.98812967811437,NA,NA
"Asklepios, Klinik Seligenstadt, NA, NA","Dudenhöfer Straße 9, 63500, Seligenstadt",2016,"06","438","013",5,"2",50.04181225,8.96469882331537,NA,NA
"Asklepios Fachklinikum, Göttingen, NA, NA","Rosdorfer Weg 70, 37081, Göttingen",2016,"03","159","016",5,"2",51.5254175,9.9189477,NA,NA
"Asklepios Fachklinikum, Tiefenbrunn, NA, NA","NA, 37124, Rosdorf",2016,"03","159","029",5,"2",51.5051949,9.8984285,NA,NA
"Asklepios, Klinikum, Schwalmstadt, NA","Krankenhausstr. 27, 34613, Schwalmstadt",2016,"06","634","009",5,"2",50.92204895,9.2562985953327,NA,NA
"Asklepios Kliniken, Schildautal Seesen, NA, NA","Karl-Herold-Straße 1, 38723, Seesen",2016,"03","153","012",5,"2",51.88302835,10.2160449651832,NA,NA
"Asklepios Harzklinik, Bad Harzburg, NA, NA","Ilsenburger Straße 95, 38667, Bad Harzburg",2016,"03","153","002",5,"2",51.8852454,10.5763201,NA,NA
"Asklepios Harzklinik Goslar, NA, NA, NA","Kösliner Straße 12, 38642, Goslar",2016,"03","153","017",5,"2",51.928666,10.4423336,NA,NA
"Asklepios Harzklinik, Clausthal-Zellerfeld, NA, NA","Windmühlenstraße 1, 38678, Clausthal-Zellerfeld",2016,"03","153","018",5,"2",51.8075417,10.3340286859339,NA,NA
"Asklepios Südpfalzkliniken, - Standorte Kandel, Germersheim -, NA, NA","Luitpoldstraße 14, 76870, Kandel",2016,"07","334","013",5,"2",49.08618375,8.2008808763211,NA,NA
"Asklepios Klinik Pasewalk, NA, NA, NA","Prenzlauer Chaussee 30, 17309, Pasewalk",2016,"13","075","105",5,"2",53.4902789,13.9833547,NA,NA
"Privita Privatklinik, in der Asklepios Klinik Altona, NA, NA","Paul-Ehrlich-Straße 1, 22457, Hamburg",2016,"02","207","219",5,"4",53.5547348,9.8989244,NA,NA
"Asklepios Klinik Altona, NA, NA, NA","Paul-Ehrlich-Str. 1, 22763, Hamburg",2016,"02","207","219",5,"2",53.5547348,9.8989244,NA,NA
"Asklepios Klinikum, Bad Abbach GmbH, NA, NA","Kaiser-Karl-V.-Allee 3, 93077, Bad Abbach",2016,"09","273","116",5,"2",48.93276185,12.0382251715211,NA,NA
"Asklepios Klinik, Bad Oldesloe, NA, NA","Schützenstr. 55, 23843, Bad Oldesloe",2016,"01","062","004",5,"2",53.8120025,10.3645034,NA,NA
"Asklepios, Stadtklinik Bad Tölz, NA, NA","Schützenstr. 15, 83646, Bad Tölz",2016,"09","173","112",5,"2",47.75665655,11.5515049000382,NA,NA
"Asklepios Klinik Barmbek, NA, NA, NA","Rübenkamp 220, 22307, Hamburg",2016,"02","410","429",5,"2",53.6055507,10.0362847,NA,NA
"Asklepios Fachkliniken, München-Gauting, NA, NA","Robert-Koch-Allee 2, 82131, Gauting",2016,"09","188","120",5,"2",48.0662654,11.3525329444808,NA,NA
"Asklepios Westklinikum, Hamburg, NA, NA","Suurheid 20, 22559, Hamburg",2016,"02","214","227",5,"2",53.5815945,9.78022815527386,NA,NA
"Asklepios Klinik Harburg, NA, NA, NA","Eißendorfer Pferdeweg 52, 21075, Hamburg",2016,"02","710","711",5,"2",53.4594541,9.9501356,NA,NA
"Asklepios Klinik Nord, Betriebsteil Heidberg, Betriebsteil Ochsenzoll, NA","Langenhorner Chaussee 560, 22419, Hamburg",2016,"02","413","432",5,"2",53.6732122,10.0076089,NA,NA
"Asklepios, Klinik Langen, NA, NA","Röntgenstraße 20, 63225, Langen",2016,"06","438","006",5,"2",49.9985187,8.68455119157752,NA,NA
"Asklepios Klinik Lindau, NA, NA, NA","Friedrichshafener Str. 82, 88131, Lindau",2016,"09","776","116",5,"2",47.5636716,9.68416593182585,NA,NA
"ASKLEPIOS-ASB Klinik Radeberg, NA, NA, NA","Pulsnitzer Str. 60, 01454, Radeberg",2016,"14","625","480",5,"2",51.12339465,13.9308805239829,NA,NA
"ASKLEPIOS Klinik St. Augustin, NA, NA, NA","Arnold-Janssen-Str. 29, 53757, Sankt Augustin",2016,"05","382","056",5,"2",50.7753359,7.181748729599,NA,NA
"Asklepios Klinik, St. Georg, NA, NA","Lohmühlenstr. 5, 20099, Hamburg",2016,"02","105","113",5,"2",53.55924495,10.0174314380478,NA,NA
"Asklepios Fachklinikum, Stadtroda GmbH, NA, NA","Bahnhofstraße 1a, 07646, Stadtroda",2016,"16","074","094",5,"2",50.86179695,11.7266924405027,NA,NA
"Asklepios Nordseeklinik, Westerland GmbH, NA, NA","Norderstraße 81, 25980, Westerland",2016,"01","054","168",5,"2",54.92546875,8.31328515406595,NA,NA
"Asklepios Kliniken Hamburg GmbH, Klinik Wandsbek, NA, NA","Alphonsstraße 14, 22043, Hamburg",2016,"02","503","511",5,"2",53.5701303,10.0881901281197,NA,NA
"ASKLEPIOS Klinik, Weißenfels-Hohenmölsen, NA, NA","Naumburger Straße 76, 06667, Weißenfels",2016,"15","084","550",5,"2",51.1947134,11.9573594,NA,NA
"Asklepios, Paulinen Klinik, NA, NA","Geisenheimer Straße 10, 65197, Wiesbaden",2016,"06","414","000",5,"2",50.0712172,8.2270682,NA,NA
"ATOS Klinik, NA, NA, NA","Bismarckstr. 9 - 15, 69115, Heidelberg",2016,"08","221","000",5,"4",49.41044095,8.69194279393263,NA,NA
"ATOS Privatklinik, München GmbH & Co. KG, NA, NA","Effnerstr. 38, 81925, München",2016,"09","162","000",5,"4",48.1542376,11.6166003111598,NA,NA
"Kinder- und Jugendkrankenhaus, auf der Bult, NA, NA","Janusz-Korczak-Allee 12, 30173, Hannover",2016,"03","241","001",4,"2",52.36041305,9.77837946946097,NA,NA
"Augenklinik Dr. Georg, NA, NA, NA","Am Kurpark 13-15, 49214, Bad Rothenfelde",2016,"03","459","006",5,"2",52.1104675,8.1590866,NA,NA
"Augenklinik Bellevue, NA, NA, NA","Lindenallee 21, 24105, Kiel",2016,"01","002","000",5,"2",54.3456265,10.1492353,NA,NA
"Augenklinik Berlin-Marzahn, NA, NA, NA","Brebacher Weg 15, 12683, Berlin",2016,"11","010","010",5,"2",52.5155087,13.5671263,NA,NA
"Augenklinik Dardenne, NA, NA, NA","Friedrich-Ebert-Str. 23-25, 53177, Bonn",2016,"05","314","000",5,"3",50.6804662,7.1587758,NA,NA
"Augenklinik Höh, Karlsruher Augen-Laser-Zentrum, NA, NA","Alte Kreisstr. 40, 76149, Karlsruhe",2016,"08","212","000",5,"4",49.0441911,8.3901015526415,NA,NA
"Augenklinik, Herzog Carl Theodor, NA, NA","Nymphenburger Str. 43, 80335, München",2016,"09","162","000",5,"2",48.148442,11.5501967296404,NA,NA
"Augenklinik im Ringcenter, NA, NA, NA","Bayreuther Straße 36, 10789, Berlin",2016,"11","002","002",5,"2",52.5011313,13.3437237,NA,NA
"Augenklinik Stadthagen GmbH, NA, NA, NA","Brunnenstraße 12, 31655, Stadthagen",2016,"03","257","035",5,"2",52.3176102,9.20654905,NA,NA
"Augenklinik am Wittenbergplatz, mit kosmetischer Laserchirurgie, NA, NA","Kleiststrasse 23-26, 10787, Berlin",2016,"11","007","007",5,"4",52.5011917,13.3445580613636,NA,NA
"Augenklinik, Garmisch-Partenkirchen AK-GAP, Privatklinik, NA","Klammstr. 7, 82467, Garmisch-Partenkirchen",2016,"09","180","117",5,"4",47.4927837,11.0900301,NA,NA
"Augen-Klinik, Starnberg AKS, NA, NA","Josef-Jägerhuber-Str. 7, 82319, Starnberg",2016,"09","188","139",5,"4",48.0009469,11.3446161,NA,NA
"Augusta-Kranken-Anstalt, NA, NA, NA","Bergstr. 26, 44791, Bochum",2016,"05","911","000",4,"2",51.4851279,7.2226284,NA,NA
"Augusta Klinik Hattingen, NA, NA, NA","Bredenscheider Str. 54, 45525, Hattingen",2016,"05","954","016",4,"2",51.39404415,7.19321683761468,NA,NA
"Augustahospital, Klinik für Neurologie, NA, NA","Augustastr. 8, 46419, Isselburg",2016,"05","554","032",4,"2",51.8488373,6.43306756688847,NA,NA
"August-Bier-Klinik, Fachklinik für Neurologie,, Neurotraumatologie und, Rehabilitation","Diekseepromenade 7-11, 23714, Bad Malente-Gremsmühlen",2016,"01","055","028",4,"3",54.1640738,10.5478425,NA,NA
"Klinik, Augustinum, NA, NA","Wolkerweg 16, 81375, München",2016,"09","162","000",4,"2",48.12273585,11.4883107871076,NA,NA
"Aukamm-Klinik, NA, NA, NA","Leibnizstraße 21, 65191, Wiesbaden",2016,"06","414","000",5,"2",50.09122785,8.26539764849162,NA,NA
"Avicenna Klinik, NA, NA, NA","Paulsborner Strasse 2, 10709, Berlin",2016,"11","004","004",5,"4",52.4986181,13.3065804,NA,NA
"Ida-Wolff-Krankenhaus, NA, NA, NA","Juchaczweg 21, 12351, Berlin",2016,"11","008","008",3,"2",52.43432165,13.4578446688172,NA,NA
"AWO Fachkrankenhaus Jerichow, Fachkrankenhaus für Psychiatrie,, Psychotherapie, Neurologie und, Psychosomatische Medizin","Johannes-Lange-Straße 20, 39319, Jerichow",2016,"15","086","080",4,"2",52.5006163,12.0367785,NA,NA
"AWO Psychiatriezentrum Halle GmbH, Fachkrankenhaus für Psychiatrie, und Psychotherapie, NA","Zscherbener Straße 11, 06124, Halle (Saale)",2016,"15","002","000",4,"2",51.4733989,11.9176468,NA,NA
"AWO Krankenhaus Calbe, Krankenhaus für Geriartrie und, Inneres, NA","Hospitalstraße 5, 39240, Calbe (Saale)",2016,"15","089","055",4,"2",51.90401335,11.7678722152067,NA,NA
"AWO Psychiatriezentrum, NA, NA, NA","Vor dem Kaiserdom 10, 38154, Königslutter",2016,"03","154","013",4,"2",52.24377485,10.8126117477096,NA,NA
"Michael-Balint-Klinik, NA, NA, NA","Hermann-Voland-Str. 10, 78126, Königsfeld",2016,"08","326","031",5,"3",48.13986085,8.41700268926273,NA,NA
"Gesellschaft für, Mikroneurochirurgie, NA, NA","Alzeyer Straße 23, 55457, Gensingen",2016,"07","339","021",5,"3",49.8925557,7.9279125,NA,NA
"St. Barbara-Klinik, NA, NA, NA","Am Heessener Wald 1, 59073, Hamm",2016,"05","915","000",4,"2",51.7082299,7.8433025,NA,NA
"Krankenhaus, Barmherzige Brüder, NA, NA","Romanstr. 93, 80639, München",2016,"09","162","000",4,"2",48.15616615,11.5096779233766,NA,NA
"Krankenhaus St. Barbara, Schwandorf, NA, NA","Steinberger Str. 24, 92421, Schwandorf",2016,"09","376","161",4,"2",49.3161365,12.1140734253992,NA,NA
"AGAPLESION, Ev. Bathildiskrankenhaus, NA, NA","Maulbeerallee 4, 31812, Bad Pyrmont",2016,"03","252","003",4,"2",51.9852832,9.27385366248013,NA,NA
