"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","latitude","longitude","Ungefähre_Adresse.x","coordinates"
"Paracelsus-Nordseeklinik, Helgoland, NA, NA","Invasorenpfad, 27498, Helgoland",2015,"01","056","025","5","2",54.1804528,7.8847614,NA,NA
"Regio Klinik Elmshorn, NA, NA, NA","Ramskamp 71-75, 25337, Elmshorn",2015,"01","056","049","5","2",53.7413579,9.6996117,NA,NA
"Fachklinik, Freudenholm-Ruhleben, NA, NA","Missionsweg 3, 24306, Plön",2015,"01","057","057","4","2",54.1372198,10.4457013809603,NA,NA
"Klinik Preetz, Kreiskrankenhaus des Kreises, Plön, NA","Am Krankenhaus 5, 24211, Preetz",2015,"01","057","062","3","2",54.2389114,10.2787865,NA,NA
"Psychiatrische Tagesklinik Preetz, NA, NA, NA","Wakendorfer Str. 18, 24211, Preetz",2015,"01","057","062","4","2",54.2362381,10.2863615,NA,NA
"Norddeutsches Epilepsiezentrum, für Kinder und Jugendliche, NA, NA","Henry-Dunant-Straße, 24223, Schwentinental",2015,"01","057","091","4","2",54.2876865,10.2113659,NA,NA
"Fachklinik Aukrug, der Deutschen Rentenversicherung, Nord, NA","Tönsheide, 24613, Aukrug",2015,"01","058","009","1","3",54.0595344,9.7664919,NA,NA
"Helios Ostseeklinik Damp GmbH, NA, NA, NA","Seute-Deern-Ring 20, 24349, Damp",2015,"01","058","040","5","2",54.5853915,10.0216914,NA,NA
"Praxisklinik Kronshagen, NA, NA, NA","Eichkoppelweg 74, 24119, Kronshagen",2015,"01","058","092","5","2",54.3375981,10.0978753,NA,NA
"imland Kliniken, Rendsburg, Eckernfoerde, NA, NA","Lilienstr. 20 - 28, 24768, Rendsburg",2015,"01","058","135","3","2",54.2972385,9.6578832629107,NA,NA
"Fachkrankenhaus, für Psychiatrie u. Psychotherapie, NA, NA","Johannesallee, 24848, Kropp",2015,"01","059","053","4","2",54.4102438,9.5146921,NA,NA
"Helios Klinik Schleswig, NA, NA, NA","Lutherstr. 22, 24837, Schleswig",2015,"01","059","075","5","2",54.5175962,9.5613279,NA,NA
"Helios Klinikum Schleswig, NA, NA, NA","Am Damm 1, 24837, Schleswig",2015,"01","059","075","5","2",54.52436275,9.56449471472268,NA,NA
"Klinikum Bad Bramstedt GmbH, NA, NA, NA","Oskar-Alexander-Strasse 26, 24576, Bad Bramstedt",2015,"01","060","004","3","2",53.903627,9.8932571,NA,NA
"Psychiatrische Tagesklinik, Kaltenkirchen, NA, NA","Am Flottkamp 15, 24568, Kaltenkirchen",2015,"01","060","004","5","2",53.8317878,9.9506921,"Am Flottkamp , 24568, Kaltenkirchen",NA
"Schön Klinik, Bad Bramstedt, NA, NA","Birkenweg 10, 24576, Bad Bramstedt",2015,"01","060","004","5","2",53.9048398,9.88825299618242,NA,NA
"AK Segeberger Kliniken, NA, NA, NA","Krankenhausstr. 2, 23795, Bad Segeberg",2015,"01","060","005","5","2",53.9412028,10.3086871,NA,NA
"Segeberger Kliniken GmbH, NA, NA, NA","Am Kurpark 1, 23795, Bad Segeberg",2015,"01","060","005","5","2",53.9435719,10.3078858118299,NA,NA
"Medizinische Klinik Borstel, NA, NA, NA","Parkallee 35, 23845, Borstel",2015,"01","060","013","4","2",53.8215743,10.1935771,NA,NA
"Paracelsus Klinik, Henstedt-Ulzburg GmbH, NA, NA","Wilstedter Str. 134, 24558, Henstedt-Ulzburg",2015,"01","060","044","5","2",53.7488114,10.0063370057609,NA,NA
"Psychiatrisches Krankenhaus, Rickling, NA, NA","Daldorfer Strasse 2-6, 24635, Rickling",2015,"01","060","068","4","2",54.0024145,10.1818257,NA,NA
"Klinikum und Seniorenzentrum, Itzehoe, NA, NA","Robert-Koch-Str. 2, 25524, Itzehoe",2015,"01","061","046","2","2",53.9417141,9.50301128557182,NA,NA
"Psych. Tagesklinik, Ahrensburg, NA, NA","Carl-Barckmann-Str. 5, 22926, Ahrensburg",2015,"01","062","001","4","2",53.6721114,10.2419076,NA,NA
"Asklepios Klinik, Bad Oldesloe, NA, NA","Schützenstr. 55, 23843, Bad Oldesloe",2015,"01","062","004","5","2",53.8120025,10.3645034,NA,NA
"Heinrich-Sengelmann-Krankenhaus, NA, NA, NA","Kayhuder Str. 65, 23863, Bargfeld-Stegen",2015,"01","062","005","4","2",53.7570308,10.152048,NA,NA
"LungenClinic Großhansdorf, NA, NA, NA","Woehrendamm 80, 22927, Großhansdorf",2015,"01","062","023","3","2",53.66047545,10.2810919223336,NA,NA
"Park-Klinik Manhagen, Orthopädische Fachklinik, NA, NA","Sieker Landstr.19, 22927, Großhansdorf",2015,"01","062","023","5","2",53.66307105,10.2572130998559,NA,NA
"Krankenhaus Reinbek, St. Adolf-Stift, NA, NA","Hamburger Str. 41, 21465, Reinbek",2015,"01","062","060","5","2",53.5098825,10.2408676248981,NA,NA
"Agaplesion Diakonie Hamburg, Betriebsteil: Krankenhaus Elim, Betriebsteil: Bethanien-Krankenha, Betriebsteil: Diakonie Alten Eich","Hohe Weide 17, 20259, Hamburg",2015,"02","000","000","4","2",53.5717926,9.96590102486016,NA,NA
"AKK Altonaer Kinderkrankenhaus, gGmbH, NA, NA","Bleickenallee 38, 22763, Hamburg",2015,"02","000","000","4","2",53.55193335,9.91321603396298,NA,NA
"Albertinen-Krankenhaus, Ein Haus der Albertinen-Gruppe, NA, NA","Süntelstraße 11A, 22457, Hamburg",2015,"02","000","000","4","2",53.6313633,9.9043219,NA,NA
"Alster-Klinik Hamburg GmbH, Privatklinik für plastische und, ästhetische Chirurgie, NA","Rothenbaumchaussee 7, 20148, Hamburg",2015,"02","000","000","5","4",53.5647198,9.9886664,NA,NA
"Asklepios Klinik, St. Georg, NA, NA","Lohmühlenstr. 5, 20099, Hamburg",2015,"02","000","000","5","2",53.55924495,10.0174314380478,NA,NA
"Asklepios Klinik Altona, NA, NA, NA","Paul-Ehrlich-Straße 1, 22763, Hamburg",2015,"02","000","000","5","2",53.5547348,9.8989244,NA,NA
"Asklepios Klinik Barmbek, NA, NA, NA","Rübenkamp 220, 22307, Hamburg",2015,"02","000","000","5","2",53.6055507,10.0362847,NA,NA
"Asklepios Klinik Eimsbüttel, GmbH CardioClinik Hamburg, NA, NA","Eißendorfer Pferdeweg 52, 21075, Hamburg",2015,"02","000","000","5","2",53.4594541,9.9501356,NA,NA
"Asklepios Klinik Harburg, NA, NA, NA","Eißendorfer Pferdeweg 52, 21075, Hamburg",2015,"02","000","000","5","2",53.4594541,9.9501356,NA,NA
"Asklepios Klinik Nord, Betriebsteil Heidberg, Betriebsteil Ochsenzoll, NA","Langenhorner Chaussee 560, 22419, Hamburg",2015,"02","000","000","5","2",53.6732122,10.0076089,NA,NA
"Asklepios Klinik Wandsbek, NA, NA, NA","Alphonsstraße 14, 22043, Hamburg",2015,"02","000","000","5","2",53.5701303,10.0881901281197,NA,NA
"Asklepios Westklinikum, Hamburg, NA, NA","Suurheid 20, 22559, Hamburg",2015,"02","000","000","5","2",53.5815945,9.78022815527386,NA,NA
"Berufsgenossenschaftliches, Unfallkrankenhaus Hamburg, NA, NA","Bergedorfer Straße 10, 21033, Hamburg",2015,"02","000","000","4","2",53.5084532,10.1734798,NA,NA
"Bethesda  Krankenhaus Bergedorf, gGmbH, NA, NA","Glindersweg 80, 21029, Hamburg",2015,"02","000","000","4","2",53.4859528,10.2353371,NA,NA
"BGAOP-Berufsgenossenschaftliches, Unfallkrankenhaus Hamburg, NA, NA","Falkenried 88_im CiM, 20251, Hamburg",2015,"02","000","000","5","4",53.5860176,9.9709163,"Falkenried , 20251, Hamburg",NA
"Bundeswehrkrankenhaus, Hamburg, NA, NA","Lesserstraße 180, 22049, Hamburg",2015,"02","000","000","1","5",53.59640325,10.078144245014,NA,NA
"EuroEyes ALZ City Hamburg, NA, NA, NA","Domstraße 19 (Zürich-Haus), 20095, Hamburg",2015,"02","000","000","5","4",53.5498162,9.9976229,"Domstraße , 20095, Hamburg",NA
"Evangelisches Amalie-, Sieveking-Krankenhaus gGmbH, NA, NA","Haselkamp 33 / Wiesenkamp 10, 22359, Hamburg",2015,"02","000","000","4","2",53.6396619,10.147268,"Haselkamp , 22359, Hamburg",NA
"Evangelisches Krankenhaus, Alsterdorf, NA, NA","Bodelschwinghstraße 24, 22337, Hamburg",2015,"02","000","000","4","2",53.61412415,10.0246377927244,NA,NA
"Facharztklinik Hamburg, Betriebsteil ""Michaelis"", Betriebsteil ""Andreasbrunnen"", NA","Martinistraße 78, 20251, Hamburg",2015,"02","000","000","4","2",53.5883283,9.9727691,NA,NA
"Helios Endo-Klinik Hamburg GmbH, NA, NA, NA","Holstenstraße 2, 22767, Hamburg",2015,"02","000","000","5","2",53.5509665,9.9551452,NA,NA
"Kath. Kinderkrankenhaus, Wilhelmstift, NA, NA","Liliencronstraße 130, 22149, Hamburg",2015,"02","000","000","4","2",53.5865317,10.1646216256713,NA,NA
"Kath. Marienkrankenhaus gGmbH, NA, NA, NA","Alfredstraße 9, 22087, Hamburg",2015,"02","000","000","4","2",53.5593252,10.0316524,NA,NA
"Klinik Dr. Guth, NA, NA, NA","Jürgensallee 46 - 48, 22609, Hamburg",2015,"02","000","000","5","2",53.55658625,9.85385959992675,NA,NA
"Klinik in Pöseldorf GmbH, Ästhetisch-kosmetisches Zentrum, NA, NA","Lehmweg 17, 1.OG, 20251, Hamburg",2015,"02","000","000","5","4",53.5846171,9.9808147,"Lehmweg , 20251, Hamburg",NA
"Klinikum Eilbek, NA, NA, NA","Denhaide 120, 22081, Hamburg",2015,"02","000","000","5","2",53.5782138624309,10.0530059399101,"Denhaide , 22081, Hamburg","53.57821386243095, 10.053005939910083"
"Krankenhaus Jerusalem, NA, NA, NA","Moorkamp 2-6, 20357, Hamburg",2015,"02","000","000","5","3",53.569189,9.9661319,NA,NA
"Krankenhaus Mariahilf, NA, NA, NA","Stader Straße 203c, 21075, Hamburg",2015,"02","000","000","5","2",53.4692505,9.93849797059925,NA,NA
"Krankenhaus Tabea, im Artemed-Klinikverbund, NA, NA","Kösterbergstraße 32, 22587, Hamburg",2015,"02","000","000","5","2",53.5641314,9.79164085899845,NA,NA
"Martini-Klinik am UKE GmbH, NA, NA, NA","Martinistraße 52 (Gebäude 046), 20249, Hamburg",2015,"02","000","000","3","4",53.59243,9.9879649,"Martinistraße , 20249, Hamburg",NA
"Praxis-Klinik, Bergedorf GmbH, NA, NA","Alte Holstenstr.2und 16, 21031, Hamburg",2015,"02","000","000","5","2",53.4943676,10.2066685,"Alte Holstenstr., 21031, Hamburg",NA
"Praxisklinik am Rothenbaum GmbH, NA, NA, NA","HeimhuderStr. 38, 20148, Hamburg",2015,"02","000","000","5","4",53.5669031,9.99307297826753,NA,NA
"Praxisklinik Mümmelmannsberg, NA, NA, NA","Oskar-Schlemmer-Straße 9-17, 22115, Hamburg",2015,"02","000","000","5","4",53.5296762,10.1475017,NA,NA
"Privita Privatklinik, in der Asklepios Klinik Altona, NA, NA","Paul-Ehrlich-Straße 1, 22457, Hamburg",2015,"02","000","000","5","4",53.5547348,9.8989244,NA,NA
"Psychiatrische Tagesklinik, Hamburg-Mitte, NA, NA","Budapester Straße 38, 20359, Hamburg",2015,"02","000","000","3","4",53.55446825,9.96438213627476,NA,NA
"Universitäre Herzzentrum GmbH, am Universitätsklinikum, Hamburg-Eppendorf, NA","Martinistrasse 52, 20246, Hamburg",2015,"02","000","000","3","1",53.5889172,9.9731298,NA,NA
"Universitätsklinikum, Hamburg-Eppendorf, NA, NA","Martinistraße 52, 20246, Hamburg",2015,"02","000","000","2","1",53.5889172,9.9731298,NA,NA
"Wilhelmsburger Krankenhaus, ""Groß Sand"", NA, NA","Groß-Sand 3, 21107, Hamburg",2015,"02","000","000","4","2",53.5035218,9.9856532,NA,NA
"Augenklinik, Dr. Hoffmann, NA, NA","Wolfenbütteler Straße 82, 38102, Braunschweig",2015,"03","101","000","5","2",52.25555225,10.5276404222313,NA,NA
"Ev.-luth. Diakonissenanstalt, Marienstift, NA, NA","Helmstedter Straße 35, 38102, Braunschweig",2015,"03","101","000","4","2",52.258292,10.5454534593041,NA,NA
"Herzogin-Elisabeth-Hospital, NA, NA, NA","Leipziger Straße 24, 38124, Braunschweig",2015,"03","101","000","4","2",52.2329469,10.5262768547436,NA,NA
"Klinik am Zuckerberg GmbH, NA, NA, NA","Zuckerbergweg 2, 38124, Braunschweig",2015,"03","101","000","5","4",52.24194745,10.5294898507218,NA,NA
"Krankenhaus St.Vinzenz, NA, NA, NA","Bismarckstraße 10, 38102, Braunschweig",2015,"03","101","000","4","2",52.26443535,10.5355055089238,NA,NA
"Städtisches Klinikum Braunschweig, NA, NA, NA","Freisestraße 9/10, 38118, Braunschweig",2015,"03","101","000","3","2",52.267133,10.5084641,NA,NA
"Venenzentrum Braunschweig, NA, NA, NA","Kastanienallee 18-19, 38102, Braunschweig",2015,"03","101","000","5","2",52.2627754,10.5419656,NA,NA
"HELIOS Klinikum Salzgitter GmbH, NA, NA, NA","Kattowitzer Straße 191, 38226, Salzgitter",2015,"03","102","000","5","2",52.1547473,10.3189944,NA,NA
"St. Elisabeth-Krankenhaus, Salzgitter gemeinützige, Gesellschaft mbH, NA","Liebenhaller Straße 20, 38259, Salzgitter",2015,"03","102","000","4","2",52.0454249,10.3718545038085,NA,NA
"Klinikum Wolfsburg, NA, NA, NA","Sauerbruchstraße 7, 38440, Wolfsburg",2015,"03","103","000","1","2",52.4132642,10.7668361,NA,NA
"HELIOS Klinikum Gifhorn GmbH, NA, NA, NA","Campus 6, 38518, Gifhorn",2015,"03","151","009","5","2",52.4971131,10.5482638400103,NA,NA
"HELIOS Klinik, Wittingen GmbH, NA, NA","Gustav-Dobberkau-Straße 5, 29378, Wittingen",2015,"03","151","040","5","2",52.73024085,10.7395475851471,NA,NA
"St. Martini gGmbH, NA, NA, NA","Göttinger Straße 34, 37115, Duderstadt",2015,"03","152","007","4","2",51.5165977,10.246243170858,NA,NA
"AGAPLESION Krankenhaus, Neu-Bethlehem gGmbH, NA, NA","Humboldtallee 8, 37073, Göttingen",2015,"03","152","012","4","2",51.54076285,9.94311966546304,NA,NA
"Asklepios Fachklinikum, Göttingen, NA, NA","Rosdorfer Weg 70, 37081, Göttingen",2015,"03","152","012","5","2",51.5254175,9.9189477,NA,NA
"Ev. Krankenhaus Göttingen, Weende gGmbH, Standort Neu-Mariahilf, NA","Humboldtallee 10-12, 37073, Göttingen",2015,"03","152","012","4","2",51.5398074,9.942127,NA,NA
"Evangelisches Krankenhaus, Göttingen-Weende gGmbH, NA, NA","An der Lutter 24, 37075, Göttingen",2015,"03","152","012","4","2",51.5544233,9.94463673470766,NA,NA
"Universitätsmedizin Göttingen, NA, NA, NA","Robert-Koch-Straße 40, 37075, Göttingen",2015,"03","152","012","2","1",51.55081935,9.94282816376582,NA,NA
"Krankenhaus Hann. Münden, gGmbH, NA, NA","Burckhardtstraße 60, 34346, Hann Münden",2015,"03","152","016","4","2",51.4093094,9.6362877,NA,NA
"Nephrologisches Zentrum, Niedersachsen, NA, NA","Vogelsang 105, 34346, Hann Münden",2015,"03","152","016","4","2",51.3987927,9.6587138,NA,NA
"Asklepios Fachklinikum, Tiefenbrunn, NA, NA","NA, 37124, Rosdorf",2015,"03","152","021","5","2",51.5051949,9.8984285,NA,NA
"Asklepios Harzklinik, Bad Harzburg, NA, NA","Ilsenburger Straße 95, 38667, Bad Harzburg",2015,"03","153","002","5","2",51.8852454,10.5763201,NA,NA
"Privat-Nervenklinik, Dr. med. Fontheim, NA, NA","Lindenstraße 15, 38704, Liebenburg",2015,"03","153","008","5","2",52.022791,10.4317624934409,NA,NA
"Asklepios Kliniken, Schildautal Seesen, NA, NA","Karl-Herold-Straße 1, 38723, Seesen",2015,"03","153","012","5","2",51.88302835,10.2160449651832,NA,NA
"Krankenhaus und Sanatorium, Dr. Barner Akutpsychosomatik, NA, NA","Dr.-Barner-Straße 1, 38700, Braunlage",2015,"03","153","016","5","4",51.7294291,10.6175824741081,NA,NA
"Asklepios Harzklinik Goslar, NA, NA, NA","Kösliner Straße 12, 38642, Goslar",2015,"03","153","017","5","2",51.928666,10.4423336,NA,NA
"Asklepios Harzklinik, Clausthal-Zellerfeld, NA, NA","Windmühlenstraße 1, 38678, Clausthal-Zellerfeld",2015,"03","153","018","5","2",51.8075417,10.3340286859339,NA,NA
"HELIOS St. Marienberg, Klinik Helmstedt, NA, NA","Conringstraße 26, 38350, Helmstedt",2015,"03","154","010","5","2",52.2318762,10.9993090777747,NA,NA
"AWO Psychiatriezentrum, NA, NA, NA","Vor dem Kaiserdom 10, 38154, Königslutter",2015,"03","154","013","4","2",52.24377485,10.8126117477096,NA,NA
"HELIOS Klinik, Bad Gandersheim GmbH, NA, NA","Albert-Rohloff-Straße 2, 37581, Bad Gandersheim",2015,"03","155","001","5","2",51.8737178,10.0267095590808,NA,NA
"HELIOS Albert-Schweitzer-, Klinik Northeim, NA, NA","Sturmbäume 8-10, 37154, Northeim",2015,"03","155","011","3","2",51.6996062,10.0020216,NA,NA
"Einbecker Bürgerspital, GmbH, NA, NA","Andershäuser Straße 8, 37574, Einbeck",2015,"03","155","013","5","2",51.8339028,9.86869629174252,NA,NA
"Diabeteszentrum Bad Lauterberg, Fachklinik für Diabetes und, Stoffwechselkrankheiten, NA","Kirchberg 21, 37431, Bad Lauterberg im Harz",2015,"03","156","002","4","2",51.62774475,10.4722140904018,NA,NA
"Fachklinik für Orthopädie, und Rheumatologie, Dr. Muschinsky, NA","Wiesenbek 7-10, 37431, Bad Lauterberg im Harz",2015,"03","156","002","5","2",51.623677,10.4688028,NA,NA
"Kirchberg Klinik, NA, NA, NA","Kirchberg 7-11, 37431, Bad Lauterberg im Harz",2015,"03","156","002","5","2",51.6258869,10.4680911,NA,NA
"HELIOS Kliniken Herzberg, und Osterode GmbH, NA, NA","Dr.-Frössel-Allee, 37412, Herzberg am Harz",2015,"03","156","009","5","2",51.662428,10.3286538,NA,NA
"Klinikum Peine, NA, NA, NA","Virchowstraße 8h, 31226, Peine",2015,"03","157","006","4","2",52.3015987,10.2377914730525,NA,NA
"Städtisches Klinikum, Wolfenbüttel gGmbH, NA, NA","Alter Weg 80, 38302, Wolfenbüttel",2015,"03","158","037","3","2",52.17989785,10.5332468272227,NA,NA
"Diakoniekrankenhaus, Friederikenstift gGmbH, NA, NA","Humboldtstraße 5, 30169, Hannover",2015,"03","241","001","4","2",52.37121315,9.72448992891995,NA,NA
"Diakoniekrankenhaus, Henriettenstiftung gGmbH, NA, NA","Marienstraße 72-90, 30171, Hannover",2015,"03","241","001","4","2",52.36956175,9.75479132965874,NA,NA
"Diakoniekrankenhaus, Annastift gGmbH, NA, NA","Anna-von-Borries-Straße 1-7, 30625, Hannover",2015,"03","241","001","4","2",52.37062855,9.80966552331092,NA,NA
