"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum","2014-12-03","260100498","00",NA,"18","1446","0","0",NA,2013
"Fachklinik für Psychiatrie und Psychosomatik","2014-12-15","260100546","99",NA,"90","1067","168","1498",NA,2013
"Fachklinik für Psychiatrie und Psychosomatik","2014-12-15","260100546","99",NA,"40","1109","9","0",NA,2013
"Fachklinik für Psychiatrie und Psychosomatik","2014-12-12","260100546","99",NA,"130","2176","177","1498",NA,2013
"Asklepios Nordseeklinik Westerland/Sylt","2014-12-12","260100557","00",NA,"114","5037","0","10855",NA,2013
"Klinik Dr. Winkler","2014-11-18","260100580","00",NA,"21","901","0","0",NA,2013
"Sana Kliniken Ostholstein GmbH","2014-12-08","260100626","99",NA,"30","1214","0","5738",NA,2013
"Sana Kliniken Ostholstein GmbH","2014-12-08","260100626","99",NA,"215","11873","5386","18652",NA,2013
"Sana Kliniken Ostholstein GmbH","2014-12-09","260100626","99",NA,"395","19399","5673","42930",NA,2013
"Sana Kliniken Ostholstein GmbH","2014-12-08","260100626","99",NA,"150","6312","287","18540",NA,2013
"AMEOS Klinikum Neustadt","2014-12-03","260100659","99",NA,"163","2402","0","0",NA,2013
"AMEOS Klinikum Neustadt","2014-12-03","260100659","99",NA,"66","996","185","0",NA,2013
"AMEOS Klinikum Neustadt","2014-12-05","260100659","99",NA,"229","3398","185","0",NA,2013
"AMEOS Klinikum Heiligenhafen","2014-12-03","260100660","99",NA,"220","2532","0","0",NA,2013
"AMEOS Klinikum Heiligenhafen","2014-12-03","260100660","99",NA,"24","783","0","0",NA,2013
"AMEOS Klinikum Heiligenhafen","2014-12-03","260100660","99",NA,"22","298","0","0",NA,2013
"AMEOS Klinikum Heiligenhafen","2014-12-03","260100660","99",NA,"25","1057","0","0",NA,2013
"AMEOS Klinikum Heiligenhafen","2014-12-05","260100660","99",NA,"291","4670","0","0",NA,2013
"Sankt Elisabeth Krankenhaus Eutin","2014-12-12","260100682","00",NA,"86","1603","0","2",NA,2013
"HELIOS Agnes Karll Krankenhaus Bad Schwartau","2014-12-04","260100693","00",NA,"63","3922","182","0",NA,2013
"AUGUST-BIER-KLINIK - Fachklinik für Neurologie, Neurotraumatologie und Rehabilitation","2014-11-27","260100706","00",NA,"47","856","0","0",NA,2013
"DRK-Krankenhaus Middelburg","2014-12-13","260100717","00",NA,"89","1317","264","48",NA,2013
"Regio Kliniken GmbH","2014-12-04","260100739","99",NA,"317","17558","0","3936",NA,2013
"Regio Kliniken GmbH","2014-12-04","260100739","99",NA,"456","14124","394","3457",NA,2013
"Regio Kliniken GmbH","2014-12-04","260100739","99",NA,"165","4642","0","853",NA,2013
"Regio Kliniken GmbH","2014-12-05","260100739","99",NA,"938","36324","394","8246",NA,2013
"Klinik Preetz, Einrichtung der Gesundheits- u. Pflegeeinrichtungen gGmbH u. Dienstleistungsgesellschaft des Kreises Plön","2014-12-09","260100820","00",NA,"169","8773","0","0",NA,2013
"Fachklinik Freudenholm-Ruhleben","2014-11-25","260100831","00",NA,"44","1522","0","0",NA,2013
"imland GmbH","2014-12-15","260100875","99",NA,"777","8440","181","13940",NA,2013
"imland GmbH","2014-12-15","260100875","99",NA,"777","24948","700","41205",NA,2013
"imland GmbH","2014-12-15","260100875","99",NA,"1554","33388","881","55145",NA,2013
"HELIOS Klinikum Schleswig","2014-12-05","260100911","01",NA,"376","14482","25","49890",NA,2013
"HELIOS Klinikum Schleswig","2014-12-05","260100911","99",NA,"683","17972","278","49890",NA,2013
"HELIOS Fachklinik Schleswig","2014-12-05","260100922","02",NA,"307","3490","253","0",NA,2013
"Fachkrankenhaus für Psychiatrie und Tagesklinik für Gerontopsychiatrie","2014-12-04","260101002","00",NA,"36","194","75","931",NA,2013
"Margarethen Klinik gemeinnützige GmbH","2014-12-15","260101024","00",NA,"23","1154","0","0",NA,2013
"Medizinische Klinik Borstel","2014-12-12","260101079","00",NA,"71","2880","122","4843",NA,2013
"Psychiatrisches Krankenhaus Rickling","2014-11-25","260101091","99",NA,"282","3645","573","6566",NA,2013
"KLINIKUM BAD BRAMSTEDT","2014-12-05","260101104","00",NA,"202","6362","0","9604",NA,2013
"SEGEBERGER KLINIKEN GMBH","2014-11-27","260101126","99",NA,"269","9408","0","5306",NA,2013
"SEGEBERGER KLINIKEN GMBH","2014-11-27","260101126","99",NA,"24","1282","0","0",NA,2013
"SEGEBERGER KLINIKEN GMBH","2014-11-28","260101126","99",NA,"182","8954","81","13409",NA,2013
"SEGEBERGER KLINIKEN GMBH","2014-12-03","260101126","99",NA,"475","19644","81","18715",NA,2013
"Klinikum Itzehoe","2014-12-08","260101137","99",NA,"601","27085","2560","32586",NA,2013
"Klinikum Itzehoe","2014-12-08","260101137","99",NA,"32","95","4","0",NA,2013
"Klinikum Itzehoe","2014-12-08","260101137","99",NA,"633","27180","2564","32586",NA,2013
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2014-12-05","260101193","00",NA,"313","16472","0","19091",NA,2013
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche    DRK-Landesverband Schleswig-Holstein e. V.","2014-11-19","260101320","00",NA,"12","556","0","12",NA,2013
"HELIOS Ostseeklinik Damp
","2014-12-04","260101331","00",NA,"354","5861","244","7469",NA,2013
"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH","2014-11-18","260101386","00",NA,"35","446","0","1845",NA,2013
"Augenklinik Bellevue","2014-12-05","260101411","00",NA,"35","3267","10646","0",NA,2013
"Paracelsus-Nordseeklinik Helgoland","2014-12-11","260101444","00",NA,"34","513","0","0",NA,2013
"Friedrich-Ebert-Krankenhaus Neumünster GmbH","2014-12-15","260101488","00",NA,"636","23588","496","0",NA,2013
"CURSCHMANN KLINK der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-12-02","260101525","00",NA,"30","299","0","166",NA,2013
"Klinik Klosterstrasse","2014-12-03","260101763","00",NA,"11","435","0","0",NA,2013
"Schön Klinik Neustadt","2014-12-12","260101809","00",NA,"324","16020","0","29939",NA,2013
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-12-10","260101865","99",NA,"644","22836","789","45660",NA,2013
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-12-10","260101865","99",NA,"140","5334","696","5217",NA,2013
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-12-10","260101865","99",NA,"784","28170","1485","50877",NA,2013
"Praxisklinik Kronshagen","2014-12-09","260101990","00",NA,"7","369","0","2528",NA,2013
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-","2014-12-02","260102014","00",NA,"144","2563","384","203",NA,2013
"Asklepios Klinik Bad Oldesloe","2014-12-12","260102036","00",NA,"172","7618","0","10242",NA,2013
"Schön Klinik Bad Bramstedt","2014-10-15","260102047","00",NA,"230","2505","0","2579",NA,2013
"Klinik für Geriatrie Ratzeburg GmbH","2014-11-20","260102058","00",NA,"66","1042","153","14",NA,2013
"Förde-Klinik","2014-12-11","260102069","00",NA,"23","338","0","0",NA,2013
"Paracelsus-Klinik Henstedt-Ulzburg","2014-12-12","260102081","00",NA,"211","9064","0","20077",NA,2013
"Curtius Klinik Bad Malente","2014-12-08","260102149","00",NA,"126","1024","0","0",NA,2013
"Park-Klinik Manhagen","2014-12-15","260102150","00",NA,"212","21913","0","10212",NA,2013
"Vitanas Klinik für Geriatrie","2014-11-14","260102229","01",NA,"94","1120","411","0",NA,2013
"HELIOS Klinik Kiel","2014-12-05","260102230","00",NA,"38","3086","0","0",NA,2013
"HELIOS Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","2014-12-05","260102252","00",NA,"45","728","0","0",NA,2013
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2014-12-10","260102343","00",NA,"1192","51092","513","168978",NA,2013
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2014-12-10","260102354","00",NA,"1070","50335","679","136727",NA,2013
"Zentrum für Integrative Psychiatrie, Campus Kiel","2014-12-08","260102376","00",NA,"267","2330","665","9831",NA,2013
"AHG Klinik Lübeck","2014-11-25","260102412","00",NA,"22","628","0","394",NA,2013
"Sana Kliniken Lübeck GmbH","2014-12-09","260102423","00",NA,"410","15146","0","16832",NA,2013
"Zentrum für Integrative Psychiatrie - ZIP gGmbH Lübeck","2014-12-08","260102537","00",NA,"130","1710","0","4612",NA,2013
"Psychiatrische Tagesklinik Neumünster gGmbH","2014-12-09","260102582","00",NA,"29","0","305","994",NA,2013
"Universitätsklinikum Hamburg-Eppendorf","2014-12-11","260200013","00",NA,"1346","60119","4066","345218",NA,2013
"Asklepios Klinik St. Georg","2014-12-02","260200024","00",NA,"665","28648","3159","55655",NA,2013
"Asklepios Klinik Barmbek","2014-12-09","260200035","00",NA,"691","33183","31","65157",NA,2013
"Schön Klinik Hamburg Eilbek","2014-12-10","260200046","00",NA,"679","19118","933","30605",NA,2013
"Asklepios Klinik Altona","2014-11-17","260200068","00",NA,"739","36677","96","54242",NA,2013
"Asklepios Klinik Harburg","2014-12-02","260200079","00",NA,"860","31127","762","41704",NA,2013
"Asklepios  Westklinikum Hamburg GmbH","2014-12-03","260200091","00",NA,"440","14943","1155","14953",NA,2013
"Asklepios Klinik Wandsbek","2014-12-04","260200104","00",NA,"536","20805","351","26965",NA,2013
"Bundeswehrkrankenhaus Hamburg","2014-12-10","260200159","00",NA,"307","11671","0","0",NA,2013
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2014-12-12","260200171","00",NA,"630","23795","928","26196",NA,2013
"Altonaer Kinderkrankenhaus","2014-11-27","260200193","00",NA,"201","11109","1543","906",NA,2013
"Ev. Amalie Sieveking - Krankenhaus","2014-11-17","260200206","00",NA,"295","13333","224","19251",NA,2013
"Berufsgenossenschaftliches Unfallkrankenhaus Hamburg","2014-12-15","260200217","00",NA,"238","10713","0","22649",NA,2013
"Ev. Krankenhaus Alsterdorf gemeinnützige GmbH","2014-12-12","260200240","00",NA,"219","4891","453","7545",NA,2013
"Heinrich Sengelmann Krankenhaus (Bargfeld-Stegen)","2014-12-12","260200273","00",NA,"220","2969","505","4112",NA,2013
"Israelitisches Krankenhaus in Hamburg - Stiftung","2014-12-01","260200284","00",NA,"146","7258","0","2793",NA,2013
"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH","2014-12-11","260200319","00",NA,"231","8414","2558","0",NA,2013
"HELIOS ENDO-Klinik Hamburg","2014-12-04","260200320","00",NA,"224","6187","0","0",NA,2013
"Krankenhaus Jerusalem","2014-12-10","260200375","00",NA,"30","2030","0","0",NA,2013
"HELIOS Mariahilf Klinik Hamburg","2014-12-04","260200386","00",NA,"168","12010","0","17859",NA,2013
"Kath. Marienkrankenhaus gemeinnützige GmbH","2014-08-11","260200400","00",NA,"572","29488","355","54544",NA,2013
"Wilhelmsburger Krankenhaus Groß-Sand ","2014-12-09","260200422","00",NA,"207","6000","335","12836",NA,2013
"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-12-02","260200547","00",NA,"60","2615","0","2746",NA,2013
"Krankenhaus Tabea","2014-12-02","260200570","00",NA,"110","5984","0","680",NA,2013
"PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-12-02","260200581","00",NA,"15","899","227","839",NA,2013
"Asklepios Klinik Eimsbüttel GmbH","2014-12-12","260200752","00",NA,"25","507","0","0",NA,2013
"Asklepios Klinik Nord","2014-12-11","260200865","00",NA,"1433","43111","1429","66507",NA,2013
"Praxis-Klinik Bergedorf","2014-12-12","260200898","00",NA,"16","1587","0","0",NA,2013
"Bethesda Krankenhaus Bergedorf gemeinnützige GmbH","2014-12-09","260200901","00",NA,"332","13724","443","17867",NA,2013
"Universitäres Herzzentrum Hamburg GmbH","2014-12-15","260200990","00",NA,"196","973","0","9654",NA,2013
"Martini-Klinik am UKE GmbH","2014-12-11","260201025","00",NA,"58","1613","0","3470",NA,2013
"Facharztklinik Hamburg","2014-12-11","260201036","00",NA,"90","6337","0","0",NA,2013
"AGAPLESION DIAKONIEKLINIKUM HAMBURG","2014-12-08","260201194","00",NA,"370","18270","296","18773",NA,2013
"HELIOS Klinik Bad Gandersheim","2014-12-04","260310027","00",NA,"110","4825","0","6655",NA,2013
"Asklepios Harzklinik Bad Harzburg","2014-11-17","260310038","00",NA,"90","3006","0","6873",NA,2013
"Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky","2014-12-11","260310107","00",NA,"39","1223","0","0",NA,2013
"Diabeteszentrum Bad Lauterberg","2014-11-28","260310130","00",NA,"84","1896","0","885",NA,2013
"Städtisches Klinikum Braunschweig gGmbH","2014-12-05","260310209","00",NA,"1425","55962","1069","147080",NA,2013
"Krankenhaus Ev.-luth. Diakonissenanstalt Marienstift","2014-12-09","260310221","00",NA,"163","7395","0","0",NA,2013
"Krankenhaus St.Vinzenz","2014-12-12","260310232","00",NA,"103","5073","0","0",NA,2013
"Herzogin Elisabeth Hospital","2014-12-10","260310243","00",NA,"215","9071","0","21496",NA,2013
"Kirchberg-Klinik (Akut- und Rehabilitationsklinik)","2014-10-20","260310265","00",NA,"35","1329","0","0",NA,2013
"Asklepios Harzklinik Clausthal-Zellerfeld","2014-11-17","260310323","00",NA,"54","1092","0","1544",NA,2013
"St. Martini gGmbH Krankenhaus Duderstadt","2014-12-12","260310334","00",NA,"126","6763","0","14682",NA,2013
"Einbecker BürgerSpital GmbH","2014-12-09","260310345","00",NA,"109","4581","0","0",NA,2013
"Klinikum Gifhorn GmbH","2014-12-13","260310367","00",NA,"344","20978","0","33372",NA,2013
"Universitätsmedizin Göttingen","2014-12-03","260310378","00",NA,"1511","51638","4180","380255",NA,2013
"Asklepios Fachklinikum Göttingen","2014-12-05","260310425","00",NA,"400","5959","530","9898",NA,2013
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2014-12-15","260310447","00",NA,"384","18397","0","0",NA,2013
"Asklepios Harzklinik Goslar","2014-11-17","260310469","00",NA,"331","15414","0","18492",NA,2013
"Krankenhaus Hann. Münden","2014-12-05","260310517","00",NA,"119","4749","0","5835",NA,2013
"HELIOS St. Marienberg Klinik Helmstedt","2014-12-04","260310539","00",NA,"240","12273","0","17877",NA,2013
"AWO Psychiatriezentrum","2014-12-11","260310562","00",NA,"613","6724","644","5154",NA,2013
"PRIVAT-NERVEN-KLINIK DR. MED. KURT FONTHEIM","2014-12-10","260310573","00",NA,"340","3013","450","10220",NA,2013
"HELIOS Albert-Schweitzer-Klinik Northeim","2014-12-05","260310595","00",NA,"250","11641","0","14742",NA,2013
"Kliniken Herzberg und Osterode GmbH","2014-12-09","260310619","00",NA,"237","11378","0","25367",NA,2013
"Klinikum Peine gGmbH","2014-11-21","260310642","00",NA,"312","14310","0","8818",NA,2013
"Asklepios Fachklinikum Tiefenbrunn","2014-12-05","260310653","00",NA,"176","807","0","1457",NA,2013
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2014-12-12","260310664","00",NA,"123","6583","0","7047",NA,2013
"Klinikum Salzgitter GmbH","2014-12-10","260310686","00",NA,"352","16689","0","22234",NA,2013
"Helios Klinik Wittingen GmbH","2014-12-12","260310733","00",NA,"50","2380","0","4819",NA,2013
"Städtisches Klinikum Wolfenbüttel gGmbH","2014-11-14","260310744","00",NA,"283","14425","0","14142",NA,2013
"Klinikum Wolfsburg","2014-12-15","260310766","00",NA,"632","28618","396","0",NA,2013
"Venenzentrum Braunschweig","2014-12-15","260310959","00",NA,"19","1902","0","721",NA,2013
"Asklepios Kliniken Schildautal","2014-11-25","260311006","00",NA,"312","11301","0","11995",NA,2013
"Krankenhaus Neu-Mariahilf gGmbH","2014-11-28","260311051","00",NA,"104","6214","0","0",NA,2013
"Augenklinik Dr. Hoffmann","2014-12-12","260311197","00",NA,"21","1758","1463","0",NA,2013
"Krankenhaus Neu-Bethlehem gGmbH","2014-12-04","260311302","00",NA,"100","8178","0","2112",NA,2013
"AMEOS Klinikum Alfeld","2014-10-28","260320018","00",NA,"151","6840","0","4696",NA,2013
"St. Ansgar Bassum - Sulingen GmbH","2014-12-08","260320212","00",NA,"116","4821","0","12394",NA,2013
"Krankenhaus Lindenbrunn","2014-12-12","260320267","00",NA,"94","1379","1","0",NA,2013
"Lungenklinik Diekholzen gGmbH","2014-12-01","260320278","00",NA,"73","2404","0","2543",NA,2013
"St. Ansgar Diepholz GmbH","2014-12-04","260320289","00",NA,"130","7189","0","14875",NA,2013
"Johanniter-Krankenhaus Gronau GmbH","2014-11-21","260320303","00",NA,"117","4197","0","5699",NA,2013
"Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont","2014-12-15","260320336","00",NA,"428","21618","0","0",NA,2013
"Sophien-Klinik Vahrenwald","2014-12-10","260320370","00",NA,"16","928","0","0",NA,2013
"Sophien-Klinik","2014-12-10","260320450","00",NA,"90","4511","0","0",NA,2013
"DRK-Krankenhaus Clementinenhaus","2014-12-10","260320494","00",NA,"200","10842","0","6382",NA,2013
"Kinder- und Jugendkrankenhaus auf der Bult","2014-12-08","260320508","00",NA,"275","10267","2408","34829",NA,2013
"Diakoniekrankenhaus Henriettenstiftung gGmbH","2014-12-04","260320520","00",NA,"514","21571","186","9620",NA,2013
"Diakoniekrankenhaus Friederikenstift gGmbH","2014-12-04","260320531","00",NA,"444","21660","0","32974",NA,2013
"KRH Klinikum Oststadt-Heidehaus","2014-12-12","260320564","00",NA,"295","12146","0","0",NA,2013
"KRH Klinikum Siloah","2014-12-15","260320575","00",NA,"324","16252","0","0",NA,2013
"KRH Klinikum Nordstadt","2014-12-12","260320586","00",NA,"495","24575","0","0",NA,2013
"Medizinische Hochschule Hannover","2014-12-12","260320597","00",NA,"1518","58943","3083","452783",NA,2013
"Vinzenzkrankenhaus","2014-12-10","260320600","00",NA,"345","17458","0","0",NA,2013
"BDH-Klinik Hessisch Oldendorf gGmbH","2014-12-02","260320611","00",NA,"113","1080","0","0",NA,2013
"St. Bernward Krankenhaus GmbH","2014-11-14","260320622","00",NA,"532","25710","535","0",NA,2013
"Klinikum Hildesheim GmbH","2014-12-10","260320633","00",NA,"541","24322","0","55753",NA,2013
"Klinikum Region Hannover Psychiatrie GmbH","2014-12-11","260320688","00",NA,"184","2591","415","0",NA,2013
"Paracelsus-Klinik am Silbersee","2015-04-17","260320699","00",NA,"90","4791","0","1113",NA,2013
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln","2014-12-11","260320746","00",NA,"94","3682","0","6161",NA,2013
"Burghof-Klinik GmbH & Co. KG","2014-11-19","260320757","00",NA,"164","1789","381","5936",NA,2013
"Klinikum Wahrendorff","2014-12-02","260320780","00",NA,"493","4715","1908","9192",NA,2013
"Augenklinik Stadthagen","2014-12-09","260320804","00",NA,"3","370","0","0",NA,2013
"Klinikum Schaumburg Kreiskrankenhaus Stadthagen","2014-12-11","260320826","00",NA,"198","9045","0","15715",NA,2013
"St. Ansgar Sulingen-Bassum GmbH","2014-12-08","260320859","00",NA,"133","6302","0","13851",NA,2013
"St. Ansgar Twistringen GmbH","2014-12-10","260320860","00",NA,"115","1274","174","4313",NA,2013
"Lister Krankenhaus gGmbH","2014-12-11","260320940","00",NA,"56","1904","0","0",NA,2013
"Nephrologisches Zentrum Niedersachsen","2014-12-02","260321020","00",NA,"120","5018","151","14143",NA,2013
"Diakoniekrankenhaus Annastift gGmbH - Orthopädische Klinik der MHH","2014-12-01","260321111","00",NA,"187","6152","0","29436",NA,2013
"Deister Süntel Klinik","2014-12-03","260321199","00",NA,"61","2125","34","8170",NA,2013
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2014-12-11","260321224","00",NA,"40","844","0","0",NA,2013
"Mittelweser Kliniken GmbH Nienburg Hoya Stolzenau","2014-12-11","260321304","00",NA,"249","14219","0","29320",NA,2013
"Mittelweser Kliniken GmbH Nienburg Hoya Stolzenau","2014-12-11","260321315","00",NA,"64","2331","0","4458",NA,2013
"KRH Klinikum Robert Koch Gehrden","2014-12-11","260321451","00",NA,"299","18206","0","0",NA,2013
"KRH Klinikum Agnes Karll Laatzen","2014-12-15","260321484","00",NA,"240","11912","0","0",NA,2013
"KRH Klinikum Großburgwedel","2014-12-15","260321495","00",NA,"228","12303","0","0",NA,2013
"AMEOS Klinikum Hildesheim","2014-11-24","260321509","00",NA,"389","4713","471","19587",NA,2013
"KRH Klinikum Neustadt am Rübenberge","2014-12-12","260321510","00",NA,"290","16332","0","0",NA,2013
"KRH Klinikum Lehrte","2014-12-11","260321521","00",NA,"177","8378","0","0",NA,2013
"KRH Klinikum Springe","2014-12-12","260321532","00",NA,"101","5445","0","0",NA,2013
"KRH Psychiatrie Wunstorf","2014-12-11","260321587","00",NA,"392","4937","858","0",NA,2013
"AHG Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2014-11-26","260321623","00",NA,"50","511","0","0",NA,2013
"AMEOS Klinikum Hameln","2014-11-06","260321634","00",NA,"47","300","136","9460",NA,2013
"MediClin Klinik für Akutpsychosomatik und Psychotherapie","2014-11-25","260321656","00",NA,"15","193","0","0",NA,2013
"AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH","2014-11-13","260321703","00",NA,"263","11212","0","10555",NA,2013
"AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN gemeinnützige GmbH ","2014-12-11","260321714","00",NA,"183","9373","0","9326",NA,2013
"AGAPLESION EV. KRANKENHAUS BETHEL Bückeburg gGmbH","2014-12-12","260320223","00",NA,"166","9277","0","12006",NA,2013
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","2014-12-09","260330010","00",NA,"139","5327","0","0",NA,2013
"Diana Krankenhausbetriebsgesellschaft mbH","2014-11-17","260330021","00",NA,"43","641","0","0",NA,2013
"Caduceus Klinik - Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2014-12-10","260330054","00",NA,"30","258","0","135",NA,2013
"OsteMed Klinik Bremervörde","2014-12-14","260330098","00",NA,"110","5460","1","0",NA,2013
"Krankenhaus Buchholz","2014-12-09","260330112","00",NA,"302","15902","0","16843",NA,2013
"Elbe Klinikum Buxtehude","2014-12-12","260330123","00",NA,"253","13034","598","39611",NA,2013
"ALLGEMEINES KRANKENHAUS CELLE","2014-12-15","260330134","00",NA,"648","25377","0","39295",NA,2013
"KHCUX","2014-12-15","260330167","00",NA,"265","11000","0","28689",NA,2013
"Capio Elbe-Jeetzel-Klinik Dannenberg","2014-12-01","260330190","00",NA,"110","5921","0","9705",NA,2013
"Heidekreis-Klinikum GmbH Krankenhaus Walsrode","2014-12-02","260330203","00",NA,"187","11442","275","0",NA,2013
"Waldklinik Jesteburg Zentrum für neurologische und orthopädische Rehabilitation - Fachklinik für neurologische Frührehabilitation Jesteburg","2014-12-08","260330247","00",NA,"50","365","0","0",NA,2013
"DRK Seepark Klinik Debstedt","2014-12-13","260330258","00",NA,"274","8491","147","18392",NA,2013
"Klinik Lilienthal GmbH","2014-11-27","260330269","00",NA,"76","4512","0","0",NA,2013
"Psychiatrische Klinik Uelzen","2014-11-28","260330281","00",NA,"111","1346","206","6504",NA,2013
"Klinik Dr.Havemann","2014-12-03","260330327","00",NA,"17","546","0","0",NA,2013
"Psychiatrische Klinik Lüneburg gemeinnützige GmbH","2014-11-28","260330350","00",NA,"386","4196","692","15980",NA,2013
"Städtisches Klinikum Lüneburg gemeinnützige GmbH","2014-12-04","260330361","00",NA,"472","27424","0","50599",NA,2013
"Kreiskrankenhaus Osterholz/00","2014-11-20","260330394","00",NA,"129","6424","0","0",NA,2013
"Capio Krankenhaus Land Hadeln","2014-12-08","260330407","00",NA,"91","4771","0","19700",NA,2013
"AGAPLESION DIAKONIEKLINIKUM ROTENBURG gemeinnützige GmbH","2014-12-09","260330452","00",NA,"708","30293","663","203663",NA,2013
"Krankenhaus Scharnebeck","2014-12-05","260330474","00",NA,"15","1146","0","0",NA,2013
"Heidekreis-Klinikum GmbH Krankenhaus Soltau","2014-12-02","260330485","00",NA,"156","6877","0","0",NA,2013
"Elbe Klinikum Stade","2014-12-12","260330500","00",NA,"573","26411","113","53235",NA,2013
"Klinik Veerßen GmbH","2014-11-18","260330555","00",NA,"18","1043","0","0",NA,2013
"Aller-Weser-Klinik gGmbH, Krankenhaus Verden","2014-12-09","260330566","00",NA,"131","7447","0","0",NA,2013
"Krankenhaus Winsen ( Luhe )","2014-12-09","260330599","00",NA,"235","13076","0","23784",NA,2013
"OsteMed Martin-Luther-Krankenhaus","2014-12-14","260330602","00",NA,"87","3719","0","0",NA,2013
"Flüggenhofseeklinik Munster","2014-12-05","260330613","00",NA,"2","57","0","0",NA,2013
"Klinik Fallingbostel","2014-11-25","260330624","00",NA,"21","830","0","0",NA,2013
"Herz-Kreislauf-Klinik Bevensen AG - Herz- und Gefäßzentrum Bad Bevensen","2014-12-10","260330646","00",NA,"150","6610","0","2520",NA,2013
