"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"Regio Kliniken GmbH","2014-02-06","260100739","99",NA,"958","36305","764","52327",NA,2012
"Klinik Preetz, Einrichtung der Gesundheits- u. Pflegeeinrichtungen gGmbH u. Dienstleistungsgesellschaft des Kreises Plön","2014-02-12","260100820","00",NA,"169","8172","0","0",NA,2012
"Fachklinik Freudenholm-Ruhleben","2014-02-07","260100831","00",NA,"44","1476","0","0",NA,2012
"imland GmbH","2014-02-14","260100875","99",NA,"777","24643","2928","37610",NA,2012
"imland GmbH","2014-02-14","260100875","99",NA,"777","8340","196","11626",NA,2012
"imland GmbH","2014-02-14","260100875","99",NA,"1554","32983","3124","49236",NA,2012
"HELIOS Klinikum Schleswig","2014-05-22","260100911","01",NA,"371","15059","30","36625",NA,2012
"HELIOS Klinikum Schleswig","2014-05-22","260100911","99",NA,"678","18563","310","56488",NA,2012
"HELIOS Fachklinik Schleswig","2014-05-22","260100922","02",NA,"307","3504","280","19863",NA,2012
"Margarethen Klinik gemeinnützige GmbH","2014-02-14","260101024","00",NA,"23","1150","0","0",NA,2012
"Medizinische Klinik Borstel","2014-01-24","260101079","00",NA,"71","2742","0","4893",NA,2012
"Psychiatrisches Krankenhaus Rickling","2014-02-13","260101091","99",NA,"282","3400","0","0",NA,2012
"Psychiatrisches Krankenhaus Rickling","2014-02-13","260101091","99",NA,"329","3573","512","0",NA,2012
"KLINIKUM BAD BRAMSTEDT","2014-02-14","260101104","00",NA,"229","6512","0","302",NA,2012
"SEGEBERGER KLINIKEN GMBH","2014-01-30","260101126","99",NA,"269","10834","0","2820",NA,2012
"SEGEBERGER KLINIKEN GMBH","2014-01-30","260101126","99",NA,"24","1440","0","0",NA,2012
"SEGEBERGER KLINIKEN GMBH","2014-01-30","260101126","99",NA,"182","9262","84","14096",NA,2012
"SEGEBERGER KLINIKEN GMBH","2014-01-30","260101126","99",NA,"475","21536","84","16916",NA,2012
"Klinikum Itzehoe","2014-02-11","260101137","99",NA,"601","25644","1609","31770",NA,2012
"Klinikum Itzehoe","2014-02-11","260101137","99",NA,"32","167","150","0",NA,2012
"Klinikum Itzehoe","2014-02-11","260101137","99",NA,"633","25811","1759","31770",NA,2012
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2014-02-12","260101193","00",NA,"313","16647","0","18242",NA,2012
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche    DRK-Landesverband Schleswig-Holstein e. V.","2014-02-07","260101320","00",NA,"12","555","0","201",NA,2012
"HELIOS Ostseeklinik Damp
","2014-05-22","260101331","00",NA,"354","6863","278","5487",NA,2012
"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH","2014-01-21","260101386","00",NA,"35","446","0","1861",NA,2012
"Augenklinik Bellevue","2014-02-13","260101411","00",NA,"35","3967","9044","0",NA,2012
"Augenklinik Bellevue","2014-02-13","260101411","00",NA,"35","3967","9044","0",NA,2012
"Paracelsus-Nordseeklinik Helgoland","2014-01-22","260101444","00",NA,"34","541","0","0",NA,2012
"Friedrich-Ebert-Krankenhaus Neumünster GmbH","2014-02-14","260101488","00",NA,"645","24125","621","0",NA,2012
"CURSCHMANN KLINK der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-01-23","260101525","00",NA,"30","179","0","178",NA,2012
"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck)","2014-02-13","260101547","99",NA,"47","434","0","3354",NA,2012
"Vorwerker Fachklinik (Tagesklinik Lübeck)","2014-02-13","260101547","99",NA,"8","0","35","0",NA,2012
"Vorwerker Fachklinik (Tagesklinik Büchen)","2014-02-13","260101547","99",NA,"10","0","45","0",NA,2012
"Vorwerker Fachklinik (Tagesklinik Eutin)","2014-02-13","260101547","99",NA,"10","0","48","0",NA,2012
"Vorwerker Fachklinik","2014-02-13","260101547","99",NA,"75","434","128","3354",NA,2012
"Klinik Klosterstrasse","2014-02-14","260101763","00",NA,"11","424","0","0",NA,2012
"Schön Klinik Neustadt","2014-02-13","260101809","00",NA,"324","14653","0","28342",NA,2012
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-02-10","260101865","99",NA,"644","21928","1902","26860",NA,2012
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-02-10","260101865","99",NA,"140","5089","722","3806",NA,2012
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2014-02-10","260101865","99",NA,"784","27017","2624","30666",NA,2012
"Praxisklinik Kronshagen","2014-02-13","260101990","00",NA,"7","305","0","0",NA,2012
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-","2014-02-06","260102014","00",NA,"144","2598","377","184",NA,2012
"Asklepios Klinik Bad Oldesloe","2014-02-11","260102036","00",NA,"179","7671","1579","10947",NA,2012
"Schön Klinik Bad Bramstedt","2014-02-06","260102047","00",NA,"230","2507","0","95",NA,2012
"Klinik für Geriatrie Ratzeburg GmbH","2014-01-16","260102058","00",NA,"61","954","151","23",NA,2012
"Förde-Klinik","2014-02-13","260102069","00",NA,"24","550","0","0",NA,2012
"Paracelsus-Klinik Henstedt-Ulzburg","2014-01-30","260102081","00",NA,"211","10167","0","21033",NA,2012
"Curtius Klinik Bad Malente","2014-01-16","260102149","00",NA,"126","981","0","0",NA,2012
"Park-Klinik Manhagen","2014-02-14","260102150","00",NA,"212","22592","0","9875",NA,2012
"Vitanas Klinik für Geriatrie","2014-01-30","260102229","01",NA,"90","993","388","20",NA,2012
"HELIOS Klinik Kiel","2014-05-22","260102230","00",NA,"38","3363","0","0",NA,2012
"HELIOS Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","2014-05-22","260102252","00",NA,"35","662","0","0",NA,2012
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2014-02-05","260102343","00",NA,"1261","50623","449","170076",NA,2012
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2014-02-06","260102354","00",NA,"1095","50453","603","133143",NA,2012
"Zentrum für Integrative Psychiatrie, Campus Kiel","2014-02-11","260102376","00",NA,"267","2397","597","8293",NA,2012
"AHG Klinik Lübeck","2014-01-22","260102412","00",NA,"17","498","0","346",NA,2012
"Sana Kliniken Lübeck GmbH","2014-01-22","260102423","00",NA,"410","15256","0","16247",NA,2012
"Zentrum für Integrative Psychiatrie - ZIP gGmbH Lübeck","2014-02-10","260102537","00",NA,"127","1778","0","4032",NA,2012
"Psychiatrische Tagesklinik Neumünster gGmbH","2014-02-12","260102582","00",NA,"27","0","246","1129",NA,2012
"Universitätsklinikum Hamburg-Eppendorf","2014-07-02","260200013","00",NA,"1365","60471","3143","0",NA,2012
"Universitätsklinikum Hamburg-Eppendorf","2014-02-14","260200013","01",NA,"1365","60471","3143","0",NA,2012
"Asklepios Klinik St. Georg","2014-02-06","260200024","00",NA,"637","27593","3243","41490",NA,2012
"Asklepios Klinik Barmbek","2014-02-10","260200035","00",NA,"688","32418","14","63686",NA,2012
"Schön Klinik Hamburg Eilbek","2014-02-10","260200046","00",NA,"679","18774","878","31791",NA,2012
"Asklepios Klinik Altona","2014-01-15","260200068","00",NA,"715","36982","142","42308",NA,2012
"Asklepios Klinik Harburg","2014-02-13","260200079","00",NA,"860","30559","674","41337",NA,2012
"Asklepios  Westklinikum Hamburg GmbH","2014-02-06","260200091","00",NA,"440","13601","1074","13373",NA,2012
"Asklepios Klinik Wandsbek","2014-01-24","260200104","00",NA,"536","22575","319","26358",NA,2012
"Bundeswehrkrankenhaus Hamburg","2014-02-13","260200159","00",NA,"307","11726","0","105753",NA,2012
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2014-02-11","260200171","00",NA,"630","25788","572","29867",NA,2012
"Altonaer Kinderkrankenhaus","2014-02-14","260200193","00",NA,"188","10991","1543","906",NA,2012
"Ev. Amalie Sieveking - Krankenhaus","2014-02-12","260200206","00",NA,"294","12907","224","16177",NA,2012
"Berufsgenossenschaftliches Unfallkrankenhaus Hamburg","2014-01-30","260200217","00",NA,"270","10374","0","22102",NA,2012
"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH","2014-02-10","260200240","00",NA,"219","5047","441","8084",NA,2012
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH","2014-02-13","260200273","99",NA,"220","2970","26","109",NA,2012
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH","2014-02-13","260200273","99",NA,"18","0","157","2919",NA,2012
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH","2014-02-13","260200273","99",NA,"18","0","173","1212",NA,2012
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH","2014-02-13","260200273","99",NA,"220","2970","356","4240",NA,2012
"Israelitisches Krankenhaus in Hamburg - Stiftung","2014-01-23","260200284","00",NA,"158","7211","0","2558",NA,2012
"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH","2014-02-04","260200319","00",NA,"195","7710","2680","0",NA,2012
"HELIOS ENDO-Klinik Hamburg","2014-05-22","260200320","00",NA,"250","6928","0","0",NA,2012
"Krankenhaus Jerusalem","2014-02-05","260200375","00",NA,"82","2496","0","0",NA,2012
"HELIOS Mariahilf Klinik Hamburg","2014-05-22","260200386","00",NA,"169","12380","0","26316",NA,2012
"Kath. Marienkrankenhaus gemeinnützige GmbH","2014-02-13","260200400","00",NA,"539","26305","362","50908",NA,2012
"Wilhelmsburger Krankenhaus Groß-Sand","2014-07-01","260200422","00",NA,"207","5870","337","12186",NA,2012
"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-01-23","260200547","00",NA,"65","2865","0","2109",NA,2012
"Krankenhaus Tabea","2014-02-05","260200570","00",NA,"110","4728","0","0",NA,2012
"PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co.KG","2014-01-23","260200581","00",NA,"25","962","211","864",NA,2012
"Asklepios Klinik Eimsbüttel GmbH","2014-02-12","260200752","00",NA,"25","559","0","0",NA,2012
"Asklepios Klinik Nord","2014-02-11","260200865","00",NA,"1635","41796","1008","65639",NA,2012
"Praxis-Klinik Bergedorf","2014-02-10","260200898","00",NA,"17","1734","0","0",NA,2012
"Bethesda Krankenhaus Bergedorf gemeinnützige GmbH","2014-02-10","260200901","00",NA,"333","13245","414","18029",NA,2012
"Universitäres Herzzentrum Hamburg GmbH","2014-07-03","260200990","00",NA,"185","9072","0","9860",NA,2012
"Universitäres Herzzentrum Hamburg GmbH","2014-02-13","260200990","01",NA,"185","9072","0","9860",NA,2012
"Martini-Klinik am UKE GmbH","2014-02-14","260201025","01",NA,"58","1291","0","2173",NA,2012
"Facharztklinik Hamburg","2014-01-30","260201036","00",NA,"90","6481","0","489",NA,2012
"AGAPLESION DIAKONIEKLINIKUM HAMBURG","2014-01-29","260201194","00",NA,"368","17843","299","14422",NA,2012
"HELIOS Klinik Bad Gandersheim","2014-05-22","260310027","00",NA,"110","4640","0","3166",NA,2012
"Asklepios Harzklinik Bad Harzburg","2014-01-15","260310038","00",NA,"90","2977","0","6622",NA,2012
"Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky","2014-02-13","260310107","00",NA,"39","1267","0","0",NA,2012
"Diabeteszentrum Bad Lauterberg","2014-02-10","260310130","00",NA,"84","2110","0","895",NA,2012
"Städtisches Klinikum Braunschweig gGmbH","2014-01-28","260310209","00",NA,"1425","55907","1078","150153",NA,2012
"Krankenhaus Ev.-luth. Diakonissenanstalt Marienstift","2014-02-10","260310221","00",NA,"163","7004","0","0",NA,2012
"Krankenhaus St.Vinzenz","2014-02-17","260310232","00",NA,"103","5112","0","0",NA,2012
"Herzogin Elisabeth Hospital","2014-02-13","260310243","00",NA,"215","9123","0","17751",NA,2012
"Kirchberg-Klinik (Akut- und Rehabilitationsklinik)","2014-01-20","260310265","00",NA,"35","1254","0","0",NA,2012
"Asklepios Harzklinik Clausthal-Zellerfeld","2014-01-15","260310323","00",NA,"54","1431","0","1416",NA,2012
"St. Martini gGmbH Krankenhaus Duderstadt","2014-02-13","260310334","00",NA,"126","6498","0","14152",NA,2012
"AWO Sertürner-Krankenhausl Einbeck GmbH","2014-02-12","260310345","00",NA,"116","4321","0","8056",NA,2012
"Klinikum Gifhorn GmbH","2014-02-14","260310367","00",NA,"344","18079","0","27358",NA,2012
"Universitätsmedizin Göttingen","2014-02-12","260310378","00",NA,"1511","50513","4125","359582",NA,2012
"Asklepios Fachklinikum Göttingen","2014-01-15","260310425","00",NA,"375","6111","560","9107",NA,2012
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2014-06-24","260310447","00",NA,"384","17423","160","0",NA,2012
"Asklepios Harzklinik Goslar","2014-01-15","260310469","00",NA,"331","15982","0","10752",NA,2012
"Krankenhaus Hann. Münden","2014-02-13","260310517","00",NA,"119","5266","0","6031",NA,2012
"HELIOS St. Marienberg Klinik Helmstedt","2014-05-22","260310539","00",NA,"256","11878","0","15321",NA,2012
"AWO Psychiatriezentrum","2014-01-31","260310562","00",NA,"571","6920","360","5205",NA,2012
"PRIVAT-NERVEN-KLINIK DR. MED. KURT FONTHEIM","2014-02-12","260310573","00",NA,"320","3025","460","11719",NA,2012
"HELIOS Albert-Schweitzer-Klinik Northeim","2014-05-22","260310595","00",NA,"275","10451","0","15574",NA,2012
"Kliniken Herzberg und Osterode GmbH","2014-02-10","260310619","00",NA,"244","11044","0","20170",NA,2012
"Klinikum Peine gGmbH","2014-02-13","260310642","00",NA,"312","14517","0","11673",NA,2012
"Asklepios Fachklinikum Tiefenbrunn","2014-01-15","260310653","00",NA,"176","809","0","1433",NA,2012
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2014-02-14","260310664","00",NA,"123","6527","0","7114",NA,2012
"Klinikum Salzgitter GmbH","2014-02-10","260310686","00",NA,"365","16546","0","24847",NA,2012
"Städtische Krankenhaus Wittingen GmbH","2014-01-29","260310733","00",NA,"50","2491","0","2224",NA,2012
"Städtisches Klinikum Wolfenbüttel gGmbH","2014-01-22","269310744","00",NA,"283","14415","0","13814",NA,2012
"Klinikum Wolfsburg","2014-02-13","260310766","00",NA,"626","28982","112","35832",NA,2012
"Venenzentrum Braunschweig","2014-02-13","260310959","00",NA,"19","1954","0","754",NA,2012
"Asklepios Kliniken Schildautal","2014-01-31","260311006","00",NA,"312","11012","0","27985",NA,2012
"Krankenhaus Neu-Mariahilf gGmbH","2014-02-14","260311051","01",NA,"104","6001","0","2818",NA,2012
"Krankenhaus Neu-Bethlehem gGmbH","2014-02-07","260311073","00",NA,"100","8401","0","2742",NA,2012
"Augenklinik Dr. Hoffmann","2014-01-21","260311197","00",NA,"21","1163","0","0",NA,2012
"AMEOS Klinikum Alfeld","2014-01-13","260320018","00",NA,"156","6673","0","621",NA,2012
"AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH","2014-02-03","260320109","00",NA,"263","10214","0","14302",NA,2012
"St. Ansgar Bassum - Sulingen GmbH","2014-01-29","260320212","00",NA,"116","4961","0","12663",NA,2012
"AGAPLESION Evangelisches Krankenhaus Bethel Bückeburg","2014-02-14","260320223","00",NA,"166","9441","0","11490",NA,2012
"Krankenhaus Lindenbrunn","2014-02-13","260320267","00",NA,"94","1366","0","0",NA,2012
"Lungenklinik Diekholzen gGmbH","2014-02-07","260320278","00",NA,"73","2578","0","2550",NA,2012
"St. Ansgar Diepholz GmbH","2014-01-29","260320289","00",NA,"130","6086","0","13145",NA,2012
"Joh. KH Gronau GmbH","2014-02-04","260320303","00",NA,"117","4390","0","16734",NA,2012
"Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont","2014-01-27","260320336","00",NA,"428","21698","0","42314",NA,2012
"Sophien-Klinik Vahrenwald","2014-02-14","260320370","00",NA,"16","1161","0","0",NA,2012
"Sophien-Klinik","2014-02-14","260320450","00",NA,"90","4673","0","0",NA,2012
"DRK-Krankenhaus Clementinenhaus","2014-02-12","260320494","00",NA,"200","10863","0","5881",NA,2012
"Kinder- und Jugendkrankenhaus auf der Bult","2014-02-13","260320508","00",NA,"275","10118","1728","34041",NA,2012
"Diakoniekrankenhaus Henriettenstiftung gGmbH","2014-02-13","260320520","00",NA,"498","22420","194","30873",NA,2012
"Diakoniekrankenhaus Friederikenstift gGmbH","2014-02-04","260320531","00",NA,"444","0","0","33094",NA,2012
"Diakoniekrankenhaus Friederikenstift gGmbH","2014-04-16","260320531","00",NA,"444","21404","0","33094",NA,2012
"KRH Klinikum Oststadt-Heidehaus","2014-02-11","260320564","00",NA,"295","12107","0","6398",NA,2012
"KRH Klinikum Siloah","2014-02-11","260320575","00",NA,"324","15902","335","620",NA,2012
"KRH Klinikum Nordstadt","2014-02-13","260320586","00",NA,"495","24906","0","3587",NA,2012
"Medizinische Hochschule Hannover","2014-02-14","260320597","00",NA,"1520","57676","2850","429734",NA,2012
"Vinzenzkrankenhaus","2014-02-14","260320600","00",NA,"345","16769","0","0",NA,2012
"BDH-Klinik Hessisch Oldendorf","2014-02-11","260320611","00",NA,"113","1025","0","0",NA,2012
"St. Bernward Krankenhaus","2014-02-12","260320622","00",NA,"532","26138","486","34480",NA,2012
"Klinikum Hildesheim GmbH","2014-02-14","260320633","00",NA,"535","25153","0","75288",NA,2012
"AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN gemeinnützige GmbH ","2014-02-14","260320655","00",NA,"183","8430","0","6810",NA,2012
"KRH Psychiatrie Langenhagen","2014-02-10","260320688","00",NA,"161","2339","353","0",NA,2012
"Paracelsus-Klinik am Silbersee Langenhagen","2014-02-14","260320699","00",NA,"90","4842","0","1591",NA,2012
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln","2014-02-14","260320746","00",NA,"101","3827","0","6165",NA,2012
"Burghof-Klinik GmbH & Co. KG","2014-01-29","260320757","00",NA,"147","1755","379","5284",NA,2012
"Klinikum Wahrendorff GmbH","2014-01-20","260320780","00",NA,"404","5024","1789","8232",NA,2012
"Augenklinik Stadthagen","2014-02-07","260320804","00",NA,"3","350","0","0",NA,2012
"Klinikum Schaumburg Kreiskrankenhaus Stadthagen","2014-02-14","260320826","00",NA,"198","9181","0","15982",NA,2012
"St. Ansgar Sulingen-Bassum GmbH","2014-01-29","260320859","00",NA,"133","5809","0","12949",NA,2012
"St. Ansgar Twistringen GmbH","2014-01-29","260320860","00",NA,"115","1339","177","4059",NA,2012
"Lister Krankenhaus gGmbH","2014-02-13","260320940","00",NA,"33","2022","0","0",NA,2012
"Nephrologisches Zentrum Niedersachsen","2014-02-13","260321020","00",NA,"120","4565","146","16268",NA,2012
"Diakoniekrankenhaus Annastift gGmbH - Orthopädische Klinik der MHH","2014-02-13","260321111","00",NA,"187","5992","0","26992",NA,2012
"Deister Süntel Klinik","2014-02-14","260321199","00",NA,"61","2042","41","0",NA,2012
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2014-02-05","260321224","00",NA,"34","799","0","0",NA,2012
"Krankenhaus Nienburg","2014-02-14","260321304","00",NA,"249","14277","0","21362",NA,2012
"Krankenhaus Stolzenau","2014-02-15","260321315","00",NA,"63","2240","0","3098",NA,2012
"KRH Klinikum Robert Koch Gehrden","2014-02-13","260321451","00",NA,"304","17748","0","1734",NA,2012
"KRH Klinikum Agnes Karll Laatzen","2014-02-06","260321484","00",NA,"240","11408","0","1192",NA,2012
"KRH Klinikum Großburgwedel","2014-02-13","260321495","00",NA,"237","12235","0","3104",NA,2012
"AMEOS Klinikum Hildesheim","2014-01-30","260321509","00",NA,"403","5007","531","17575",NA,2012
"KRH Klinikum Neustadt am Rübenberge","2014-02-14","260321510","00",NA,"297","15809","0","2163",NA,2012
"KRH Klinikum Lehrte","2014-02-11","260321521","00",NA,"177","8653","0","1459",NA,2012
"KRH Klinikum Springe","2014-02-13","260321532","00",NA,"101","5351","0","542",NA,2012
"KRH Psychiatrie Wunstorf","2014-02-13","260321587","00",NA,"440","5215","801","9064",NA,2012
"AHG Fachkrankenhaus für Psychosomatische Medizin 
und Psychotherapie","2014-02-13","260321623","00",NA,"50","382","0","0",NA,2012
"Ameos Klinikum Hameln","2014-01-16","260321634","00",NA,"47","80","56","0",NA,2012
"MediClin Klinik für Akutpsychosomatik und Psychotherapie","2014-01-07","260321656","00",NA,"15","121","0","0",NA,2012
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","2014-02-12","260330010","00",NA,"139","5562","0","0",NA,2012
"Diana Krankenhaus Betriebsgesellschaft mbH","2014-02-12","260330021","00",NA,"43","656","0","0",NA,2012
"Caduceus Klinik - Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2014-02-13","260330054","00",NA,"30","251","0","142",NA,2012
"OsteMed Kliniken und Pflege GmbH - Klinik Bremervörde","2014-01-22","260330098","00",NA,"110","5736","0","8540",NA,2012
"Krankenhaus Buchholz","2014-02-10","260330112","00",NA,"302","14979","0","17437",NA,2012
"Elbe Klinikum Buxtehude","2014-02-14","260330123","00",NA,"253","0","0","42132",NA,2012
"ALLGEMEINES KRANKENHAUS CELLE","2014-02-14","260330134","00",NA,"678","29376","0","56549",NA,2012
"KHCUX","2014-02-14","260330167","00",NA,"265","11437","0","31988",NA,2012
"Capio Elbe-Jeetzel-Klinik Dannenberg","2014-02-11","260330190","00",NA,"110","5221","0","8446",NA,2012
"Heidekreis-Klinikum GmbH Krankenhaus Walsrode","2014-02-10","260330203","00",NA,"191","11114","287","0",NA,2012
"Waldklinik Jesteburg Zentrum für neurologische und orthopädische Rehabilitation - Fachklinik für neurologische Frührehabilitation Jesteburg","2014-02-13","260330247","00",NA,"50","337","0","0",NA,2012
"DRK Seepark Klinik Debstedt","2014-02-11","260330258","00",NA,"310","8923","146","21660",NA,2012
"Klinik Lilienthal GmbH","2014-01-15","260330269","00",NA,"70","4431","0","5349",NA,2012
"Psychiatrische Klinik Uelzen","2014-02-04","260330281","00",NA,"104","1361","144","5540",NA,2012
"Klinik Dr.Havemann","2014-02-04","260330327","00",NA,"17","587","0","0",NA,2012
