"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"SEGEBERGER KLINIKEN GMBH","2009-08-21","260101126","00",NA,"405","16906",NA,"Fallzählweise18006",NA,2008
"Klinikum und Seniorenzentrum Itzehoe","2009-09-14","260101137","00",NA,"607","23057",NA,"Fallzählweise28089",NA,2008
"Krankenhaus Reinbek St.Adolf-Stift","2009-07-27","260101193","00",NA,"324","14698",NA,"Fallzählweise16265",NA,2008
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche","2009-08-28","260101320","00",NA,"14","513",NA,"Patientenzählweise225",NA,2008
"Ostseeklinik Damp GmbH","2009-09-07","260101331","00",NA,"313","8815",NA,"Fallzählweise614",NA,2008
"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH","2009-09-01","260101386","00",NA,"33","518",NA,"Fallzählweise1450",NA,2008
"Augenklinik Bellevue","2009-08-31","260101411","01",NA,"28","10532",NA,NA,NA,2008
"Paracelsus-Nordseeklinik","2009-08-30","260101444","00",NA,"39","621",NA,"Fallzählweise800",NA,2008
"Klinik Ahrensburg","2009-11-23","260101466","00",NA,"37","1434",NA,NA,NA,2008
"Friedrich-Ebert-Krankenhaus Neumünster GmbH","2009-08-31","260101488","00",NA,"608","21157",NA,"Fallzählweise33931",NA,2008
"Curschmann-Klinik","2009-07-31","260101525","00",NA,"30","292",NA,"Sonstige Zählweise45",NA,2008
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie und Psychotherapie","2009-08-13","260101547","00",NA,"63","423",NA,"Fallzählweise3296",NA,2008
"Klinik Klosterstrasse GbR","2009-11-19","260101763","00",NA,"11","431",NA,NA,NA,2008
"Klinikum Neustadt","2009-12-21","260101809","00",NA,"330","12069",NA,"Sonstige Zählweise33658",NA,2008
"Westküstenklinikum Heide","2009-09-08","260101865","01",NA,"608","22416",NA,"Fallzählweise35274",NA,2008
"Westküstenklinik Brunsbüttel","2009-09-08","260101865","02",NA,"153","6093",NA,"Fallzählweise9831",NA,2008
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-","2009-08-24","260102014","00",NA,"93","1589",NA,"Fallzählweise226",NA,2008
"Sana Kliniken Lübeck GmbH","2009-08-20","260102025","00",NA,"472","16747",NA,"Fallzählweise8335",NA,2008
"Asklepios Klinik Bad Oldesloe","2009-12-14","260102036","00",NA,"198","8257",NA,"Quartalszählweise15728",NA,2008
"Medizinisch-Psychosomatische Klinik Bad Bramstedt","2009-08-03","260102047","00",NA,"230","2176",NA,NA,NA,2008
"Klinik für Geriatrie Ratzeburg GmbH","2009-08-28","260102058","00",NA,"52","726",NA,NA,NA,2008
"Förde-Klinik ein Haus der Diako Flensburg","2009-08-31","260102069","00",NA,"24","1385",NA,"Fallzählweise535",NA,2008
"Paracelsus-Klinik Henstedt-Ulzburg/Kaltenkirchen","2009-12-07","260102081","00",NA,"247","11797",NA,"Patientenzählweise11782",NA,2008
"Curtius Klinik Bad Malente","2009-06-24","260102149, 510100330","00",NA,"126","842",NA,NA,NA,2008
"Park-Klinik Manhagen (Klinik für Orthopädie, Klinik für Augenheilkunde)","2009-09-04","260102150","00",NA,"127","15669",NA,NA,NA,2008
"Vitanas Krankenhaus für Geriatrie Geesthacht","2009-08-26","260102229","00",NA,"56","866",NA,NA,NA,2008
"Ostseeklinik Kiel GmbH","2009-08-20","260102230","00",NA,"67","2991",NA,"Fallzählweise2678",NA,2008
"HELIOS Klinik Geesthacht","2009-12-22","260102252","00",NA,"25","110",NA,NA,NA,2008
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2009-08-12","260102343, 260100078","00",NA,"1072","44994",NA,"Fallzählweise173410",NA,2008
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2009-08-11","260102354, 260100249","00",NA,"1187","43754",NA,"Fallzählweise114048",NA,2008
"Zentrum für Integrative Psychiatrie -ZIP gGmbH-","2009-08-11","260102376","00",NA,"197","2615",NA,"Quartalszählweise6091",NA,2008
"Universitätsklinikum Hamburg-Eppendorf","2009-08-26","260200013, 260200990, 260201025, 260200193, 260200989","01",NA,"1157","44886",NA,"Fallzählweise309023",NA,2008
"Asklepios Klinik St. Georg","2009-07-21","260200024","00",NA,"655","23890",NA,"Fallzählweise58958",NA,2008
"Asklepios Klinik Barmbek","2009-12-11","260200035","00",NA,"630","31999",NA,"Fallzählweise38953",NA,2008
"Schön Klinik Hamburg-Eilbek","2009-08-06","260200046, 260201070","00",NA,"549","17360",NA,"Fallzählweise21442",NA,2008
"Asklepios Klinik Altona","2009-12-14","260200068","00",NA,"773","34567",NA,"Fallzählweise47379",NA,2008
"Asklepios Klinik Harburg","2009-12-08","260200079","00",NA,"765","26533",NA,"Fallzählweise27027",NA,2008
"ASKLEPIOS Westklinikum Hamburg GmbH","2009-12-04","260200091","00",NA,"411","10977",NA,"Fallzählweise11143",NA,2008
"Asklepios Klinik Wandsbek","2009-12-29","260200104","00",NA,"514","20250",NA,"Fallzählweise26665",NA,2008
"Bundeswehrkrankenhaus Hamburg","2009-08-25","260200159","00",NA,"307","13016",NA,"Sonstige Zählweise107795",NA,2008
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2009-12-22","260200171","00",NA,"668","24534",NA,"Patientenzählweise35842",NA,2008
"Altonaer Kinderkrankenhaus","2009-08-31","260200193","00",NA,"183","9910",NA,"Patientenzählweise40486",NA,2008
"Ev. Amalie Sieveking-Krankenhaus gGmbH","2009-12-15","260200206","00",NA,"299","11148",NA,"Fallzählweise14048",NA,2008
"Berufsgenossenschaftliches Unfallkrankenhaus Hamburg","2009-08-19","260200217","00",NA,"254","8556",NA,"Sonstige Zählweise21955",NA,2008
"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH","2009-08-27","260200240","00",NA,"215","3037",NA,"Quartalszählweise3403",NA,2008
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH Kayhuder Str. 65 23863 Bargfeld-Stegen","2009-08-31","260200273","00",NA,"207","2704",NA,"Quartalszählweise2651",NA,2008
"Israelitisches Krankenhaus in Hamburg","2009-08-28","260200284","00",NA,"180","6499",NA,"Fallzählweise592",NA,2008
"Katholisches Kinderkrankenhaus Wilhelmstift","2009-08-19","260200319","00",NA,"229","7859",NA,"Patientenzählweise16465",NA,2008
"ENDO-Klinik Hamburg GmbH","2009-08-20","260200320","00",NA,"250","5698",NA,NA,NA,2008
"Diakonie-Klinikum Hamburg gemeinnützige GmbH","2009-08-28","260200331","00",NA,"410","17995",NA,"Fallzählweise7772",NA,2008
"Krankenhaus Jerusalem","2009-08-26","260200375","01",NA,"105","2579",NA,NA,NA,2008
"Hamburg-Harburg","2009-12-03","260200386","00",NA,"185","11672",NA,"Fallzählweise17171",NA,2008
"Kath. Marienkrankenhaus gemeinnützige GmbH","2009-08-27","260200400","00",NA,"521","22632",NA,"Fallzählweise40633",NA,2008
"Wilhelmsburger Krankenhaus Groß Sand","2009-08-27","260200422","00",NA,"232","5746",NA,"Fallzählweise11558",NA,2008
"Klinik Dr. Guth","2009-07-31","260200547","00",NA,"126","3303",NA,"Patientenzählweise1465",NA,2008
"Krankenhaus Tabea GmbH","2009-08-31","260200570","00",NA,"110","4291",NA,"Fallzählweise893",NA,2008
"Praxisklinik Mümmelmannsberg","2009-07-31","260200581","00",NA,"30","1417",NA,NA,NA,2008
"CardioCliniC Hamburg Krankenhausgesellschaft mbH","2009-12-29","260200752","00",NA,"25","640",NA,NA,NA,2008
"Fachklinik Helmsweg GmbH","2009-12-07","260200796","00",NA,"26","680",NA,"Fallzählweise1059",NA,2008
"Asklepios Klinik Nord","2009-12-16","260200865","00",NA,"1509","37067",NA,"Fallzählweise39172",NA,2008
"Praxisklinik Bergedorf","2009-08-28","260200898","00",NA,"18","1347",NA,"Fallzählweise712",NA,2008
"Bethesda - Allgemeines Krankenhaus gemeinnützige GmbH, Bergedorf","2009-08-31","260200901","00",NA,"324","12726",NA,"Fallzählweise12039",NA,2008
"Universitäres Herzzentrum Hamburg GmbH","2009-08-25","260200990","01",NA,"123","6396",NA,"Fallzählweise15165",NA,2008
"die facharztklinik hamburg","2009-08-30","260201036","00",NA,"90","5373",NA,"Fallzählweise1934",NA,2008
"HELIOS Klinik Bad Gandersheim","2009-12-22","260310027","00",NA,"110","4386",NA,"Sonstige Zählweise3636",NA,2008
"Asklepios Harzkliniken Fritz-König-Stift Bad Harzburg","2009-12-17","260310038","00",NA,"90","2845",NA,"Patientenzählweise6345",NA,2008
"Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky","2009-08-26","260310107","00",NA,"39","1078",NA,NA,NA,2008
"Diabeteszentrum Bad Lauterberg","2009-07-28","260310130","00",NA,"104","2137",NA,"Sonstige Zählweise1030",NA,2008
"Städtisches Klinikum Braunschweig gGmbH","2009-08-04","260310209","00",NA,"1440","56556",NA,"Fallzählweise118126",NA,2008
"Krankenhaus Ev.-luth. Diakonissenanstalt Marienstift","2009-12-16","260310221","00",NA,"166","6796",NA,"Fallzählweise2645",NA,2008
"Krankenhaus St. Vinzenz","2009-08-31","260310232","00",NA,"103","4633",NA,NA,NA,2008
"Herzogin-Elisabeth-Hospital","2009-08-31","260310243","00",NA,"225","7688",NA,"Quartalszählweise15459",NA,2008
"Kirchberg-Klinik","2009-08-29","260310265","00",NA,"35","1433",NA,"Quartalszählweise1336",NA,2008
"Asklepios Harzklinik           Robert-Koch-Krankenhaus","2009-12-22","260310323","00",NA,"42","2397",NA,"Patientenzählweise6171",NA,2008
"St. Martini gGmbH Krankenhaus Duderstadt","2009-08-31","260310334","00",NA,"134","5656",NA,"Fallzählweise12368",NA,2008
"Sertürner-Krankenhaus Einbeck GmbH","2009-12-28","260310345","00",NA,"118","4588",NA,"Quartalszählweise5834",NA,2008
"Kreiskrankenhaus Gifhorn GmbH","2009-12-15","260310367","00",NA,"344","16169",NA,"Quartalszählweise24847",NA,2008
"Universitätsmedizin Göttingen","2009-12-15","260310378","00",NA,"1431","45276",NA,"Quartalszählweise132255",NA,2008
"Parkklinik am Hainberg","2009-08-27","260310403","00",NA,"30","551",NA,NA,NA,2008
"Asklepios Fachklinikum Göttingen","2009-12-11","260310425","00",NA,"320","5465",NA,"Fallzählweise5078",NA,2008
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2009-08-31","260310447","00",NA,"320","14103",NA,"Quartalszählweise29892",NA,2008
"Asklepios Harzklinik Dr.-Herbert-Nieper-Krankenhaus Goslar","2009-12-17","260310469","00",NA,"333","14942",NA,"Fallzählweise11231",NA,2008
"Evangelisches Vereinskrankenhaus gGmbH, Hann. Münden","2009-08-26","260310517","00",NA,"125","5637",NA,"Fallzählweise698",NA,2008
"Kreiskrankenhaus St. Marienberg","2009-08-29","260310539","00",NA,"300","11951",NA,"Fallzählweise12183",NA,2008
"AWO Psychiatriezentrum","2009-08-07","260310562","00",NA,"510","6421",NA,"Fallzählweise2129",NA,2008
"PRIVAT-NERVEN-KLINIK DR. MED. KURT FONTHEIM","2009-08-31","260310573","00",NA,"320","2959",NA,"Fallzählweise3288",NA,2008
"HELIOS Albert-Schweitzer-Klinik Northeim","2009-12-04","260310595","00",NA,"273","12288",NA,"Sonstige Zählweise17115",NA,2008
"Kliniken Herzberg und Osterode GmbH","2009-12-15","260310619","00",NA,"260","10837",NA,"Quartalszählweise17593",NA,2008
"Klinikum Peine gGmbH","2009-08-27","260310642","00",NA,"331","13095",NA,"Fallzählweise10913",NA,2008
"ASKLEPIOS Fachklinikum Tiefenbrunn","2009-12-15","260310653","00",NA,"176","755",NA,"Fallzählweise745",NA,2008
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2009-12-17","260310664","00",NA,"128","5838",NA,"Fallzählweise5422",NA,2008
"Klinikum Salzgitter GmbH","2009-12-17","260310686","00",NA,"400","16332",NA,"Fallzählweise26060",NA,2008
"GSO Gesundheitszentrum Solling-Oberweser gGmbH","2009-08-27","260310722","00",NA,"51","2111",NA,"Quartalszählweise3304",NA,2008
"Städtisches Krankenhaus Wittingen GmbH","2009-12-15","260310733","00",NA,"56","2638",NA,"Quartalszählweise6252",NA,2008
"Städtisches Klinikum Wolfenbüttel gGmbH","2009-08-27","260310744","00",NA,"300","14437",NA,"Fallzählweise17338",NA,2008
"Klinikum der Stadt Wolfsburg","2009-08-31","260310766","00",NA,"665","27887",NA,"Fallzählweise35383",NA,2008
"Venenzentrum Braunschweig GmbH","2009-11-16","260310959","00",NA,"19","1586",NA,"Fallzählweise420",NA,2008
"Asklepios Kliniken Schildautal","2009-12-10","260311006","00",NA,"303","8901",NA,"Fallzählweise24749",NA,2008
"Krankenhaus Neu-Mariahilf gGmbH","2009-08-21","260311051","00",NA,"118","5108",NA,"Fallzählweise1545",NA,2008
"Krankenhaus Neu-Bethlehem gGmbH","2009-08-27","260311073","00",NA,"110","7322",NA,"Fallzählweise535",NA,2008
"Augenklinik - Dr. Hoffmann -","2009-06-12","260311197","00",NA,"21","3290",NA,"Fallzählweise2642",NA,2008
"Krankenhaus Alfeld - Betriebs-gGmbH","2009-12-17","260320018","00",NA,"169","6805",NA,"Fallzählweise41485",NA,2008
"Evangelisches Bathildiskrankenhaus","2009-08-25","260320109","00",NA,"291","9399",NA,"Quartalszählweise12401",NA,2008
"St. Ansgar Bassum - Sulingen GmbH","2009-08-28","260320212","00",NA,"127","5869",NA,"Fallzählweise12423",NA,2008
"Krankenhaus Bethel","2009-08-31","260320223","00",NA,"166","9143",NA,"Patientenzählweise10587",NA,2008
"Krankenhaus Lindenbrunn","2009-08-05","260320267","00",NA,"94","1293",NA,NA,NA,2008
"Lungenklinik Diekholzen gGmbH","2009-08-17","260320278","00",NA,"92","2972",NA,"Quartalszählweise2405",NA,2008
"St. Ansgar Diepholz GmbH","2009-08-27","260320289","00",NA,"147","6036",NA,"Fallzählweise13920",NA,2008
"Johanniter-Krankenhaus Gronau GmbH","2009-08-26","260320303","00",NA,"117","4575",NA,"Fallzählweise8673",NA,2008
"Kreiskrankenhaus Hameln","2009-12-29","260320336","00",NA,"443","21211",NA,"Fallzählweise42608",NA,2008
"Sophien-Klinik Vahrenwald","2009-08-17","260320370","00",NA,"25","1458",NA,"Fallzählweise743",NA,2008
"Sophien-Klinik","2009-08-13","260320450","00",NA,"93","4330",NA,"Sonstige Zählweise4748",NA,2008
"DRK-Krankenhaus Clementinenhaus","2009-08-28","260320494","00",NA,"213","9765",NA,"Fallzählweise3191",NA,2008
"Kinderkrankenhaus auf der Bult","2009-08-28","260320508","00",NA,"274","10064",NA,"Fallzählweise32293",NA,2008
"Diakoniekrankenhaus Henriettenstiftung gGmbH","2009-08-28","260320520","00",NA,"476","22322",NA,"Fallzählweise30650",NA,2008
"Diakoniekrankenhaus Friederikenstift gGmbH","2009-07-20","260320531","00",NA,"456","19082",NA,"Fallzählweise30910",NA,2008
"KRH Hautklinik Linden","2009-12-11","260320542","00",NA,"80","2462",NA,"Fallzählweise8026",NA,2008
"KRH Klinikum Oststadt-Heidehaus","2009-12-21","260320564","00",NA,"295","10957",NA,"Fallzählweise7245",NA,2008
"KRH Klinikum Siloah","2009-12-11","260320575","00",NA,"329","16041",NA,"Sonstige Zählweise12820",NA,2008
"KRH Klinikum Nordstadt","2009-12-21","260320586","00",NA,"515","23070",NA,"Fallzählweise52135",NA,2008
"Medizinische Hochschule Hannover","2009-12-30","260320597","00",NA,"1419","53066",NA,"Fallzählweise323287",NA,2008
"Vinzenzkrankenhaus Hannover gGmbH","2009-12-21","260320600","00",NA,"345","16111",NA,"Patientenzählweise19877",NA,2008
"St. Bernward Krankenhaus","2009-08-27","260320622","00",NA,"532","24524",NA,"Fallzählweise34472",NA,2008
"Klinikum Hildesheim GmbH","2009-12-17","260320633","00",NA,"535","27550",NA,"Quartalszählweise61399",NA,2008
"Evangelisches Krankenhaus Holzminden gGmbH","2009-08-26","260320655","00",NA,"202","8762",NA,"Fallzählweise1454",NA,2008
"KRH Psychiatrie Langenhagen","2009-12-11","260320688","00",NA,"158","2454",NA,"Fallzählweise4011",NA,2008
"Paracelsus-Klinik am Silbersee Langenhagen","2009-08-31","260320699","00",NA,"90","5279",NA,"Fallzählweise1606",NA,2008
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln","2009-08-31","260320746","00",NA,"156","5234",NA,"Patientenzählweise8910",NA,2008
"Burghof-Klinik GmbH & Co. KG","2009-08-28","260320757","00",NA,"137","1296",NA,"Fallzählweise52",NA,2008
"Klinikum Wahrendorff GmbH","2009-08-27","260320780","00",NA,"298","4480",NA,"Fallzählweise2880",NA,2008
"Augenklinik Stadthagen GmbH","2009-08-27","260320804","00",NA,"7","523",NA,NA,NA,2008
"Klinikum Schaumburg Kreiskrankenhaus Stadthagen","2009-08-31","260320826","00",NA,"198","8521",NA,"Fallzählweise12482",NA,2008
"St. Ansgar Bassum - Sulingen GmbH","2009-08-28","260320859","00",NA,"136","4639",NA,"Fallzählweise10286",NA,2008
"St. Ansgar Twistringen GmbH","2009-08-27","260320860","00",NA,"128","2053",NA,"Fallzählweise3926",NA,2008
"KRH Psychiatrie Wunstorf","2009-12-11","260320871","00",NA,"434","5047",NA,"Fallzählweise9017",NA,2008
"Krankenhaus Charlottenstift Stadtoldendorf GmbH","2009-08-26","260320882","00",NA,"102","3750",NA,"Patientenzählweise2880",NA,2008
"Lister Krankenhaus gGmbH","2009-12-21","260320940","00",NA,"41","2578",NA,"Fallzählweise712",NA,2008
"Nephrologisches Zentrum Niedersachsen","2009-08-27","260321020","00",NA,"120","3850",NA,"Quartalszählweise18176",NA,2008
"Diakoniekrankenhaus Annastift gGmbH","2009-08-25","260321111","00",NA,"214","5555",NA,"Fallzählweise22561",NA,2008
"Deister Süntel Klinik","2009-08-31","260321199","00",NA,"65","2396",NA,"Quartalszählweise8380",NA,2008
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2009-12-11","260321224","00",NA,"34","533",NA,"Fallzählweise50",NA,2008
"Klinikum Bad Salzdetfurth","2009-12-21","260321235","01",NA,"25","574",NA,NA,NA,2008
"Mittelweser Kliniken Krankenhaus Nienburg","2009-12-15","260321304","00",NA,"243","11400",NA,"Quartalszählweise15326",NA,2008
"Mittelweser Kliniken Krankenhaus Stolzenau","2009-12-15","260321315","00",NA,"70","2650",NA,"Quartalszählweise7189",NA,2008
"KRH Klinikum Robert Koch Gehrden","2009-12-11","260321451","00",NA,"317","16054",NA,"Fallzählweise21527",NA,2008
"Klinikum Region Hannover GmbH - Klinikum Agnes Karll Laatzen","2009-12-11","260321484","00",NA,"240","10600",NA,"Fallzählweise13199",NA,2008
"KRH Klinikum Großburgwedel","2009-12-11","260321495","00",NA,"244","11276",NA,"Sonstige Zählweise19569",NA,2008
"AMEOS Klinikum Hildesheim","2009-08-21","260321509","00",NA,"405","4666",NA,"Quartalszählweise7148",NA,2008
"KRH Klinikum Neustadt am Rübenberge","2009-12-11","260321510","00",NA,"307","14500",NA,"Fallzählweise23748",NA,2008
"KRH Klinikum Lehrte","2009-12-11","260321521","00",NA,"177","8095",NA,"Fallzählweise32911",NA,2008
"Klinikum Region Hannover GmbH Krankenhaus Springe","2009-12-11","260321532","00",NA,"117","4801",NA,"Fallzählweise8604",NA,2008
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","2009-08-20","260330010","00",NA,"141","5657",NA,"Fallzählweise9761",NA,2008
"Diana Krankenhaus Betriebsgesellschaft mbH","2009-08-28","260330021","00",NA,"49","588",NA,NA,NA,2008
"Caduceus Klinik - Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2009-08-29","260330054","00",NA,"26","202",NA,"Fallzählweise60",NA,2008
"OsteMed Kliniken und Pflege GmbH - OsteMed Klinik Bremervörde","2009-08-17","260330098","00",NA,"136","5611",NA,"Fallzählweise6916",NA,2008
"Krankenhaus Buchholz","2009-12-16","260330112","00",NA,"302","13298",NA,"Fallzählweise13700",NA,2008
"Elbe Klinikum Buxtehude","2009-12-23","260330123","00",NA,"285","11343",NA,"Fallzählweise34858",NA,2008
"ALLGEMEINES KRANKENHAUS CELLE","2009-08-26","260330134","00",NA,"596","26422",NA,"Fallzählweise16681",NA,2008
"Krankenhaus St. Josef-Stift","2009-08-26","260330145","00",NA,"140","4187",NA,"Fallzählweise2954",NA,2008
"Krankenhaus Cuxhaven GmbH","2009-12-17","260330167","00",NA,"250","10900",NA,"Sonstige Zählweise25478",NA,2008
"Capio Elbe-Jeetzel-Klinik Dannenberg","2009-07-09","260330190","00",NA,"135","6156",NA,"Fallzählweise9450",NA,2008
"Heidekreis-Klinikum GmbH","2009-12-23","260330203","00",NA,"254","9807",NA,"Sonstige Zählweise26678",NA,2008
"Therapiezentrum  für neurologische und orthopädische Rehabiltation - Fachklinik für neurologische Frührehabilitation Jesteburg","2009-08-31","260330247","00",NA,"42","296",NA,NA,NA,2008
"Seepark Klinik Debstedt","2009-12-17","260330258","00",NA,"323","7227",NA,"Fallzählweise20014",NA,2008
"Martins-Krankenhaus gGmbH seit 01.05.2009 Residenz Klinik Lilienthal","2009-08-21","260330269","00",NA,"67","3144",NA,NA,NA,2008
"Psychiatrische Klinik Uelzen","2009-08-31","260330281","00",NA,"104","1253",NA,"Fallzählweise4071",NA,2008
"Klinik Dr.Havemann","2009-08-18","260330327","00",NA,"20","590",NA,NA,NA,2008
"Psychiatrische Klinik Lüneburg gemeinnützige GmbH (ehemals Niedersächsisches Landeskrankenhaus Lüneburg)","2009-08-31","260330350","00",NA,"336","3725",NA,"Quartalszählweise11120",NA,2008
