"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"SEGEBERGER KLINIKEN GMBH-Standort Bad Segeberg","2023-11-03","260101126","771942000","03","521","16064","228","16323","0",2022
"SEGEBERGER KLINIKEN GMBH-Standort Praxisklinik Norderstedt","2023-11-03","260101126","771943000","02","13","1029","0","73","0",2022
"Klinikum Itzehoe","2023-11-14","260101137","772665000","xx","601","29778","807","41968","0",2022
"Tagesklinik für Psychiatrie und Psychotherapie  Glückstadt","2023-11-15","260101137","772666000","xx","14","0","58","625","0",2022
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2023-12-14","260101193","772660000","00","421","17367","0","40536","0",2022
"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche","2023-11-10","260101320","772449000","00","12","396","0","128","0",2022
"Vamed Ostseeklinik Damp
","2023-10-26","260101331","772329000","00","179","6281","0","14774","0",2022
"Kinderzentrum Pelzerhaken gGmbH, Sozialpädiatrische Fachklinik","2023-10-30","260101386","772545000","xx","36","481","0","2507","0",2022
"Paracelsus-Nordseeklinik Helgoland","2023-10-26","260101444","772807000","00","24","316","0","873","0",2022
"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH","2023-11-27","260101488","772073000","00","662","23411","730","45475","0",2022
"Tagesklinik Am Kleinen See","2023-12-13","260101547","772535000","04","15","0","66","2814","0",2022
"Tagesklinik Am Rosenweg, Büchen","2023-12-13","260101547","772536000","03","12","0","66","1790","0",2022
"Fachklinik für Junges Leben - Kinder- und Jugendpsychiatrie","2023-12-13","260101547","772538000","01","51","563","98","1771","0",2022
"Schön Klinik Neustadt","2023-11-14","260101809","771982000","00","366","13540","0","28776","0",2022
"Westküstenklinikum Brunsbüttel","2023-12-12","260101865","771041000","02","130","4035","175","23597","0",2022
"Westküstenklinikum Heide","2023-12-13","260101865","771042000","01","668","21022","682","89988","0",2022
"Schmerzklinik Kiel","2023-11-13","260101923","773508000","00","133","1614","0","8877","0",2022
"Praxisklinik Kronshagen","2023-11-07","260101990","773038000","00","3","458","0","0","0",2022
"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum- Haus an der Wakenitz","2023-11-15","260102014","771132000","00","164","0","547","264","0",2022
"Asklepios Klinik Bad Oldesloe","2023-11-10","260102036","772748000","00","136","4207","97","6956","0",2022
"Schön Klinik Bad Bramstedt","2023-11-13","260102047","772481000","00","350","2541","0","0","0",2022
"Klinik für Geriatrie Ratzeburg GmbH","2023-11-15","260102058","772645000","00","69","930","174","0","0",2022
"Paracelsus-Klinik Henstedt-Ulzburg","2023-11-13","260102081","773582000","00","167","6507","0","15876","0",2022
"Curtius Klinik","2023-10-18","260102149","772115000","00","126","902","0","0","0",2022
"Klinik Manhagen","2023-11-07","260102150","773452000","00","124","10105","0","2304","0",2022
"Johanniter Geriatrie und Seniorenzentrum Geesthacht GmbH","2023-11-13","260102229","772870000","00","67","877","146","0","0",2022
"HELIOS Klinik Kiel","2023-10-26","260102230","772677000","00","60","2638","0","931","0",2022
"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","2023-10-26","260102252","773466000","00","70","797","0","0","0",2022
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, UKSH Kooperation am WKK Heide","2023-11-15","260102343","773087000","03","1","42","0","0","0",2022
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2023-11-15","260102343","773447000","02","1054","49705","2482","169613","0",2022
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2023-11-15","260102343","773448000","01","1045","46212","4364","178175","0",2022
"Zentrum für Integrative Psychiatrie ZIP gGmbH","2023-12-15","260102376","773239000","01","251","1792","493","20412","0",2022
"Zentrum für Integrative Psychiatrie ZIP gGmbH ","2023-12-15","260102376","773240000","03","26","0","154","0","0",2022
"AMEOS Klinika Lübeck","2023-11-12","260102412","772925000","00","26","515","0","1106","0",2022
"Sana Kliniken Lübeck GmbH, Praxisklinik Travemünde","2023-11-09","260102423","772497000","02","27","1042","0","21","0",2022
"Sana Kliniken Lübeck GmbH, Krankenhaus Süd","2023-11-09","260102423","772498000","01","400","15682","0","29516","0",2022
"Städtisches Krankenhaus Kiel GmbH","2023-11-01","260102434","772314000","00","605","22295","492","62511","0",2022
"Augenklinik Rendsburg GmbH","2023-10-17","260102467","771256000","xx","22","1467","0","0","0",2022
"Zentrum für Integrative Psychiatrie ZIP gGmbH","2023-12-13","260102537","773241000","02","175","1587","390","11366","0",2022
"Psychiatrisches Krankenhaus Rickling (TK Norderstedt)","2023-11-02","260102662","773350000","04","52","0","460","1561","0",2022
"Klinik Klosterstraße GmbH","2023-11-06","260102673","773716000","00","3","245","0","622","0",2022
"nordBLICK Augenklinik Bellevue GmbH","2023-11-12","260102695","773670000","xx","30","2083","9626","0","0",2022
"Universitätsklinikum Hamburg-Eppendorf","2023-11-01","260200013","773675000","00","1741","65338","5897","235631","17",2022
"Asklepios Klinik St. Georg","2023-11-14","260200024","772681000","00","584","21147","1843","54251","0",2022
"Asklepios Klinik Barmbek","2023-11-14","260200035","772584000","00","640","30722","47","73122","0",2022
"Schön Klinik Hamburg Eilbek","2023-12-15","260200046","772530000","00","786","17633","574","46870","0",2022
"Asklepios Klinik Altona","2023-12-12","260200068","773229000","00","629","31616","0","42752","0",2022
"Asklepios Klinikum Harburg - Tagesklinik Wilhelmsburg","2023-11-09","260200079","771731000","00","0","0","113","2127","0",2022
"Stadtteiltagesklinik Neugraben","2023-11-09","260200079","771732000","00","0","0","103","1086","0",2022
"Institutsambulanz und Tagesklinik Osdorf","2023-11-08","260200079","771733000","00","0","0","48","376","0",2022
"Asklepios Klinikum Harburg","2023-12-13","260200079","772901000","00","868","26976","1266","66304","48",2022
"Asklepios  Westklinikum Hamburg GmbH","2023-12-15","260200091","773544000","01","553","12387","638","17145","53",2022
"Asklepios Westklinikum Hamburg - Tagesklinik Altona","2023-12-14","260200091","773545000","03","40","0","263","0","0",2022
"Asklepios Westklinikum Hamburg - ZSG Osdorf","2023-12-15","260200091","773546000","04","10","0","66","0","0",2022
"Asklepios Westklinikum Hamburg - Psychosomatische Tagesklinik Ulmenhof","2023-12-14","260200091","773572000","02","38","0","278","0","0",2022
"Asklepios Klinik Wandsbek","2023-12-15","260200104","772924000","00","515","15115","0","31637","0",2022
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2023-11-23","260200171","773271000","99","770","27639","359","44124","0",2022
"AKK Altonaer Kinderkrankenhaus gGmbH, Neugeborenen Intensiv am Albertinen KH","2023-12-14","260200193","773692000","00","8","206","0","0","0",2022
"AKK Altonaer Kinderkrankenhaus gGmbH","2023-12-14","260200193","773693000","00","242","10623","2870","52170","0",2022
"Evangelisches Amalie Sieveking Krankenhaus","2023-11-15","260200206","772845000","00","341","14638","182","20608","0",2022
"BG Klinikum Hamburg gGmbH","2023-11-14","260200217","771495000","00","735","10142","1","19907","0",2022
"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH","2023-11-03","260200240","771793000","00","405","5554","471","9154","0",2022
"Heinrich Sengelmann Tagesklinik Uhlenhorst","2023-11-16","260200240","771794000","05","0","0","208","442","0",2022
"Heinrich Sengelmann Tagesklinik Ahrensburg","2023-11-06","260200273","772762000","02","0","0","157","1624","0",2022
"Heinrich Sengelmann Tagesklinik Bargteheide","2023-11-06","260200273","772763000","04","0","0","175","1079","0",2022
"Heinrich Sengelmann Tagesklinik Reinbek","2023-11-06","260200273","772764000","03","0","0","149","1324","0",2022
"Heinrich Sengelmann Krankenhaus","2023-11-16","260200273","772868000","01","229","2541","0","624","0",2022
"Israelitisches Krankenhaus in Hamburg","2023-10-24","260200284","773032000","00","152","7719","648","4643","0",2022
"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH","2023-11-09","260200319","771668000","xx","255","7113","2286","25009","0",2022
"TAGESKLINIK F. KINDER- U. JUGENDPSYCHIATRIE NORD","2023-11-09","260200319","771669000","xx","12","0","53","0","0",2022
"Neonatologische Intensivstation (MK)","2023-11-09","260200319","771670000","xx","19","237","0","0","0",2022
"Neonatologische Station am AK Wandsbek","2023-11-09","260200319","771671000","xx","4","147","0","0","0",2022
"Epilepsie Monitoring Neuropädiatrie Alsterdorf","2023-11-09","260200319","771672000","xx","3","124","0","0","0",2022
"Helios ENDO-Klinik Hamburg","2023-10-26","260200320","771358000","00","169","7717","0","0","0",2022
"Krankenhaus Jerusalem","2023-11-14","260200375","772063000","00","20","2160","0","0","0",2022
"Helios Mariahilf Klinik Hamburg","2023-10-26","260200386","773111000","00","176","11813","0","25504","0",2022
"Kath. Marienkrankenhaus gGmbH","2023-11-21","260200400","772533000","00","578","27218","345","59755","0",2022
"Wilhelmsburger Krankenhaus Groß-Sand","2023-11-13","260200422","771677000","00","209","3508","219","11888","0",2022
"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG","2023-11-01","260200547","771447000","00","52","2013","0","798","0",2022
"Krankenhaus Tabea","2023-10-19","260200570","772380000","00","182","7230","583","21425","0",2022
"Asklepios Klinik Nord - Ochsenzoll","2023-11-14","260200865","773413000","02","555","6169","728","17048","0",2022
"Asklepios Klinik Nord - Wandsbek","2023-11-14","260200865","773414000","03","175","1779","173","2587","0",2022
"Asklepios Klinik Nord - TK Volksd.","2023-11-13","260200865","773415000","04","30","0","238","1323","0",2022
"Asklepios Klinik Nord - TK Horn","2023-11-13","260200865","773462000","06","30","0","226","1617","0",2022
"Asklepios Klinik Nord - Heidberg","2023-11-15","260200865","773463000","01","678","30703","1066","77679","0",2022
"Asklepios Klinik Nord - TK Steilshoop","2023-11-13","260200865","773464000","05","30","0","243","1333","0",2022
"Asklepios Klinik Nord - Tagesklinik Walddörfer","2023-11-09","260200865","773754000","xx","20","0","131","0","0",2022
"Asklepios Klinik Nord - TK Alstertor","2023-11-09","260200865","773771000","07","32","0","272","250","0",2022
"Praxis-Klinik Bergedorf","2023-11-13","260200898","771913000","00","16","1518","0","0","0",2022
"AGAPLESION BETHESDA KRANKENHAUS BERGEDORF GgmbH","2023-11-30","260200901","772680000","00","344","12630","338","23530","0",2022
"Facharztklinik Hamburg","2023-11-15","260201036","772159000","00","90","4501","0","560","0",2022
"AGAPLESION DIAKONIEKLINIKUM HAMBURG","2023-11-13","260201194","772836000","00","385","17285","156","20832","0",2022
"Bundeswehrkrankenhaus Hamburg","2023-11-15","260201229","771803000","00","307","9013","0","60296","0",2022
"ATOS Klinik Fleetinsel GmbH & Co. KG","2023-10-16","260201296","773453000","00","36","3032","0","0","0",2022
"SKH Stadtteilklinik Hamburg","2023-11-14","260201309","773426000","00","15","649","0","0","0",2022
"Psychosomatische Tagesklinik Falkenried","2023-11-14","260201321","773568000","00","30","0","365","0","0",2022
"Deister Süntel Klinik","2023-11-13","260300069","772689000","00","58","1997","0","0","0",2022
"Klinikum Hann. Münden","2023-11-09","260300070","773011000","00","160","7417","96","12383","0",2022
"Klinik für Psychosomatische Medizin und Psychotherapie","2023-11-14","260300105","771616000","00","30","231","0","0","0",2022
"AGAPLESION EV. KLINIKUM SCHAUMBURG ","2023-11-09","260300229","771343000","00","437","18725","0","32680","0",2022
"Delme-Klinikum Delmenhorst GmbH","2023-11-15","260300332","771245000","00","289","14010","0","34743","0",2022
"Helios Klinik Bad Gandersheim","2023-10-24","260310027","772892000","00","89","1178","0","1498","0",2022
"Asklepios Harzklinik Bad Harzburg","2023-11-13","260310038","773538000","00","66","2196","0","4250","0",2022
"Klinik Dr. Muschinsky","2023-11-14","260310107","772570000","00","32","805","0","0","0",2022
"Diabeteszentrum Bad Lauterberg","2023-10-20","260310130","773567000","00","62","1185","0","76","0",2022
"Städtisches Klinikum Braunschweig gGmbH","2023-11-10","260310209","772064000","00","157","6490","4","39950","0",2022
"Städtisches Klinikum Braunschweig gGmbH","2023-11-10","260310209","772208000","99","354","12114","116","35180","0",2022
"Städtisches Klinikum Braunschweig gGmbH","2023-11-10","260310209","772363000","00","964","29449","905","63287","0",2022
"Krankenhaus Marienstift","2023-12-14","260310221","772897000","00","147","9262","0","10072","0",2022
"Stiftung Herzogin Elisabeth Hospital","2023-11-17","260310243","772795000","00","205","10002","0","24328","0",2022
"Kirchberg-Klinik Bad Lauterberg","2023-10-23","260310265","773576000","00","35","933","0","0","0",2022
"St. Martini GmbH Krankenhaus Duderstadt","2023-11-14","260310334","772917000","00","155","6194","0","15323","0",2022
"Einbecker BürgerSpital GmbH","2023-12-15","260310345","772688000","00","103","3873","0","9253","0",2022
"HELIOS Klinikum Gifhorn GmbH","2023-10-26","260310367","772608000","01","344","18257","0","21159","0",2022
"Universitätsmedizin Göttingen","2023-11-21","260310378","772918000","00","1634","49692","4710","260012","0",2022
"Asklepios Fachklinikum Göttingen - TK Seesen","2023-11-15","260310425","773428000","02","16","0","114","554","0",2022
"Asklepios Fachklinikum Göttingen","2023-11-02","260310425","773661000","01","428","4411","455","10511","144",2022
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2024-03-07","260310447","772684000","00","433","15634","0","13129","0",2022
"Asklepios Harzklinik Goslar","2023-11-13","260310469","773543000","00","269","14271","0","16793","0",2022
"Helios St. Marienberg Klinik Helmstedt GmbH","2023-10-26","260310539","772882000","00","263","13239","0","0","0",2022
"Tagesklinik Wolfsburg Erwachsene und KJP","2023-10-16","260310562","772316000","xx","36","0","186","2600","0",2022
"Tagesklinik Wolfenbüttel","2023-10-16","260310562","772317000","xx","16","0","101","404","0",2022
"Tagesklinik Peine","2023-10-16","260310562","772318000","xx","16","0","124","1043","0",2022
"Tagesklinik Helmstedt","2023-10-16","260310562","772319000","xx","16","0","100","0","0",2022
"Tagesklinik Gifhorn","2023-10-16","260310562","772566000","xx","16","0","138","1081","0",2022
"Tagesklinik Braunschweig KJP","2023-10-16","260310562","772567000","xx","14","0","84","378","0",2022
"AWO Psychiatriezentrum","2023-10-16","260310562","773394000","xx","705","5847","0","4787","0",2022
"DR. FONTHEIM Mentale Gesundheit, Klinik für Psychiatrie, Psychotherapie und Psychosomatik","2023-11-14","260310573","771488000","00","285","2955","25","12273","0",2022
"Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Goslar","2023-11-15","260310573","771489000","00","20","0","167","0","0",2022
"Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Salzgitter-Bad","2023-11-15","260310573","771490000","00","20","0","150","0","0",2022
"Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Salzgitter-Thiede","2023-11-15","260310573","771491000","00","20","0","147","0","0",2022
"HELIOS Albert-Schweitzer-Klinik Northeim [NOM]","2023-10-26","260310595","772891000","00","210","10036","0","11045","0",2022
"Helios Klinik Herzberg/Osterode","2023-10-26","260310619","771053000","00","214","10682","0","16091","0",2022
"Klinikum Peine gGmbH","2023-12-14","260310642","772724000","00","275","7820","0","14640","0",2022
"Asklepios Fachklinikum Tiefenbrunn","2023-11-09","260310653","773392000","00","182","956","0","1569","0",2022
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2023-11-15","260310664","773694000","00","108","7096","0","6491","0",2022
"Helios Klinikum Salzgitter GmbH","2023-10-26","260310686","772993000","00","296","14446","0","28275","0",2022
"Helios Klinik Wittingen GmbH","2023-10-26","260310733","771218000","00","35","2572","0","7188","0",2022
"Städtisches Klinikum Wolfenbüttel gGmbH","2023-11-10","260310744","771528000","00","283","15199","1","19320","0",2022
"Klinikum Wolfsburg","2023-12-14","260310766","771722000","00","547","29522","89","62275","0",2022
"Venenzentrum Braunschweig - Zuckerbergweg","2023-11-13","260310959","773727000","00","16","2790","0","354","0",2022
"Venenzentrum Braunschweig - Kastanienallee","2023-11-13","260310959","773728000","00","5","950","0","346","0",2022
"Asklepios Klinik Schildautal Seesen","2023-11-08","260311006","772540000","00","334","7325","0","4730","0",2022
"Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf","2023-11-14","260311051","772685000","00","104","5523","0","1070","0",2022
"Augenklinik Dr. Hoffmann","2023-11-13","260311197","772632000","00","19","931","25","0","0",2022
"AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH","2023-11-13","260311302","772116000","00","100","8748","0","962","0",2022
"AMEOS Klinikum Alfeld","2023-11-14","260320018","772520000","00","125","3808","0","3188","0",2022
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum Psychiatrische Tagesklinik und psychiatrische Institutionsambulanz Standort Twistringen","2023-11-14","260320212","773071000","00","14","0","126","0","0",2022
"Klinik Bassum, Psychiatrische Tagesklinik Standort Diepholz","2023-11-14","260320212","773072000","00","14","0","104","0","0",2022
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum und Zentrum für seelische Gesundheit","2023-11-13","260320212","773073000","00","250","5116","10","27201","0",2022
"Krankenhaus Lindenbrunn","2023-12-14","260320267","771622000","00","106","1236","0","0","0",2022
"Kliniken Landkreis Diepholz gGmbH, Klinik Diepholz","2023-11-13","260320289","772869000","00","116","5692","0","11080","0",2022
"Johanniter-Krankenhaus Gronau GmbH","2023-11-14","260320303","771264000","00","111","4906","0","17622","0",2022
"Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont","2023-11-16","260320336","771624000","00","402","17983","0","36881","0",2022
"Sophienklinik GmbH","2023-11-10","260320450","772573000","00","117","6408","0","0","0",2022
"DRK-Krankenhaus Clementinenhaus","2023-11-14","260320494","771605000","00","195","9841","0","7970","0",2022
"Kinder- und Jugendkrankenhaus AUF DER BULT, Tagesklinik und Ambulanz Celle","2023-11-01","260320508","772824000","02","12","0","70","270","0",2022
"Kinder- und Jugendkrankenhaus AUF DER BULT","2023-11-01","260320508","772825000","01","251","9746","2375","44674","0",2022
"Kinder- und Jugendkrankenhaus AUF DER BULT, Perinatalzentrum Hannover","2023-11-01","260320508","773747000","xx","9","166","0","0","0",2022
"DIAKOVERE Henriettenstift ","2023-11-14","260320520","773197000","00","307","10982","0","23798","0",2022
"DIAKOVERE Henriettenstift","2023-11-14","260320520","773198000","00","198","8381","121","14800","0",2022
"DIAKOVERE Friederikenstift ","2023-11-14","260320531","773199000","00","428","18483","0","42148","0",2022
"KRH Klinikum Nordstadt","2023-12-14","260320586","772915000","00","408","18217","0","42144","0",2022
"Medizinische Hochschule Hannover","2023-12-07","260320597","771519000","00","1520","54742","3361","412959","0",2022
"Vinzenzkrankenhaus Hannover","2023-11-13","260320600","771767000","00","345","19339","0","20363","0",2022
"BDH-Klinik Hessisch Oldendorf gGmbH","2023-12-12","260320611","773490000","00","140","987","0","0","0",2022
"St. Bernward Krankenhaus","2023-11-03","260320622","772333000","00","508","24651","334","36117","0",2022
"Helios Klinikum Hildesheim GmbH","2023-10-26","260320633","772733000","00","579","24065","0","90451","0",2022
"Tagesklinik Königstraße des KRH Psychiatrie Langenhagen","2023-11-06","260320688","772930000","00","50","0","176","3289","0",2022
"KRH Psychiatrie Langenhagen","2023-11-06","260320688","772931000","00","202","2220","0","6864","0",2022
"Paracelsus-Klinik am Silbersee","2023-11-09","260320699","771849000","00","120","4888","0","4071","0",2022
"Burghof-Klinik Haus 2","2023-11-14","260320757","771215000","xx","32","220","0","0","0",2022
"Burghof-Klinik Haus 1","2023-11-14","260320757","771291000","xx","77","511","253","0","0",2022
"Burghof-Klinik Haus 3 u . 4","2023-11-14","260320757","771292000","xx","73","1015","154","5804","0",2022
"Burghof-Klinik Tagesklinik Stadthagen","2023-11-14","260320757","771293000","xx","18","0","161","4022","0",2022
"Klinikum Wahrendorff Ilten/Köthenwald","2023-11-02","260320780","771006000","xx","330","3628","337","5862","0",2022
"Tagesklinik Borgentrickstraße","2023-11-02","260320780","771007000","xx","44","0","297","786","0",2022
"Tagesklinik Lehrte","2023-11-02","260320780","771008000","xx","36","0","256","1535","0",2022
"Tagesklinik Linden","2023-11-02","260320780","771009000","xx","45","0","326","1253","0",2022
"Tageskliniken Gartenstr./Welfenplatz","2023-11-02","260320780","771010000","xx","141","0","1194","2932","0",2022
"Augenklinik Stadthagen GmbH","2023-11-09","260320804","773093000","00","3","588","0","0","0",2022
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen","2023-11-13","260320859","773000000","00","127","5069","0","14312","0",2022
"DIAKOVERE Annastift  ","2023-11-14","260321111","773196000","00","161","5760","0","38175","0",2022
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2023-11-08","260321224","772952000","00","46","785","0","0","0",2022
"Helios Kliniken Mittelweser GmbH","2024-02-20","260321304","773542000","00","292","12985","0","28524","0",2022
"Helios Kliniken Mittelweser GmbH","2023-10-26","260321315","773553000","00","63","1058","0","593","0",2022
"KRH Klinikum Robert Koch Gehrden","2023-12-07","260321451","772731000","00","349","15817","0","33078","0",2022
"KRH Klinikum Agnes Karll Laatzen","2023-11-07","260321484","772489000","00","246","9518","0","19860","0",2022
"KRH Klinikum Großburgwedel","2023-11-15","260321495","772488000","00","216","11050","0","19860","0",2022
"AMEOS Klinikum Hildesheim ","2023-11-16","260321509","772521000","00","382","3905","193","3075","0",2022
"AMEOS Klinikum Hildesheim - Tagesklinik Alfeld","2023-11-16","260321509","772522000","00","20","0","103","819","0",2022
