"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"Klinikum Itzehoe","2011-07-08","260101137, 260101137","99",NA,"633","25353","1891","Fallzählweise51844",NA,2010
"Krankenhaus Reinbek St. Adolf-Stift","2011-07-05","260101193","00",NA,"313","16131","0","Fallzählweise17533",NA,2010
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche    DRK-Landesverband Schleswig-Holstein e. V.","2011-07-14","260101320","00",NA,"12","545","0","Patientenzählweise190",NA,2010
"Ostseeklinik Damp GmbH","2011-07-11","260101331","00",NA,"354","8702","0","Fallzählweise588",NA,2010
"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH","2011-07-04","260101386","00",NA,"35","467","0","Fallzählweise1450",NA,2010
"Paracelsus-Nordseeklinik","2011-07-11","260101444","00",NA,"39","497","0",NA,NA,2010
"Friedrich-Ebert-Krankenhaus Neumünster GmbH","2011-07-14","260101488","00",NA,"645","22033","553","Fallzählweise33931",NA,2010
"Curschmann Klinik","2011-07-06","260101525","00",NA,"30","272","0","Fallzählweise190",NA,2010
"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie","2011-07-07","260101547","00",NA,"65","424","0","Fallzählweise4354",NA,2010
"Schön Klinik Neustadt","2011-07-13","260101809","00",NA,"324","12867","0","Fallzählweise1377",NA,2010
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2011-07-07","260101865, 260101865","99",NA,"784","27231","2240","Fallzählweise56776",NA,2010
"Asklepios Klinik Bad Oldesloe","2011-07-05","260102036","00",NA,"179","8618","0","Fallzählweise21275",NA,2010
"Schön Klinik Bad Bramstedt","2011-07-01","260102047","00",NA,"230","2349","0",NA,NA,2010
"Klinik für Geriatrie Ratzeburg GmbH","2011-07-13","260102058","00",NA,"53","758","135","Fallzählweise29",NA,2010
"Förde-Klinik ein Haus der Diako Flensburg","2011-12-22","260102069","00",NA,"24","1370","0","Fallzählweise495",NA,2010
"Paracelsus-Klinik Henstedt-Ulzburg","2011-07-15","260102081","00",NA,"211","10167","0","Patientenzählweise7363",NA,2010
"Curtius Klinik Bad Malente","2011-07-07","260102149, 510100330","00",NA,"126","962","0",NA,NA,2010
"Park-Klinik Manhagen (Klinik für Orthopädie, Klinik für Augenheilkunde)","2011-07-14","260102150","00",NA,"213","19486","0",NA,NA,2010
"Ostseeklinik Kiel GmbH","2011-07-11","260102230","00",NA,"33","3301","0","Fallzählweise1350",NA,2010
"HELIOS Klinik Geesthacht","2011-07-14","260102252","00",NA,"28","227","0",NA,NA,2010
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2011-07-13","260102343","00",NA,"1117","46779","456","Fallzählweise168260",NA,2010
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2011-07-13","260102354","00",NA,"1207","48657","484","Fallzählweise125827",NA,2010
"Zentrum für Integrative Psychiatrie -ZIP gGmbH-","2011-07-12","260102376","00",NA,"225","2170","376","Quartalszählweise7569",NA,2010
"Sana Kliniken Lübeck GmbH","2011-06-28","260102423","99",NA,"422","15900","845","Fallzählweise15412",NA,2010
"Universitätsklinikum Hamburg-Eppendorf","2011-12-21","260200013","01",NA,"1250","53606","1882","Fallzählweise292560",NA,2010
"Asklepios Klinik St. Georg","2010-06-03","260200024","00",NA,"625","26429","3279","Fallzählweise34803",NA,2010
"Asklepios Klinik Barmbek","2011-07-14","260200035","00",NA,"657","32584","29","Fallzählweise42059",NA,2010
"Schön Klinik Hamburg Eilbek","2011-07-14","260200046, 260201070","00",NA,"667","17620","767","Fallzählweise24625",NA,2010
"Asklepios Klinik Altona","2011-12-14","260200068","00",NA,"741","36525","630","Fallzählweise53955",NA,2010
"Asklepios Klinik Harburg","2011-07-14","260200079, 260200079","99",NA,"860","30005","885","Patientenzählweise39697",NA,2010
"Asklepios  Westklinikum Hamburg GmbH","2011-12-22","260200091","00",NA,"410","12378","1522","Fallzählweise1236",NA,2010
"Asklepios Klinik Wandsbek","2011-07-14","260200104","00",NA,"527","20723","249","Fallzählweise22655",NA,2010
"Bundeswehrkrankenhaus Hamburg","2011-07-15","260200159","00",NA,"307","11837","0","Sonstige Zählweise107795",NA,2010
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2011-07-11","260200171, 260200171","00",NA,"668","23008","687","Quartalszählweise47517",NA,2010
"Altonaer Kinderkrankenhaus","2011-08-04","260200193","00",NA,"188","10689","1543",NA,NA,2010
"Ev. Amalie Sieveking-Krankenhaus gGmbH","2011-12-19","260200206","00",NA,"290","12441","178","Fallzählweise15289",NA,2010
"Berufsgenossenschaftliches Unfallkrankenhaus Hamburg","2011-12-20","260200217","00",NA,"236","10649","0","Fallzählweise25414",NA,2010
"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH","2011-07-15","260200240","00",NA,"217","2977","509","Quartalszählweise5258",NA,2010
"Heinrich Sengelmann Krankenhaus gemeinnützige GmbH","2011-07-05","260200273","00",NA,"207","2906","374","Quartalszählweise3552",NA,2010
"Israelitisches Krankenhaus in Hamburg","2011-06-28","260200284","00",NA,"180","6678","0",NA,NA,2010
"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH","2011-06-14","260200319","00",NA,"194","8106","2219","Fallzählweise15928",NA,2010
"ENDO-Klinik Hamburg GmbH","2011-07-12","260200320","00",NA,"250","6595","0",NA,NA,2010
"Krankenhaus Jerusalem","2011-06-21","260200375","01",NA,"82","2587","0",NA,NA,2010
"HELIOS Mariahilf Klinik Hamburg","2011-07-13","260200386","00",NA,"180","12519","0","Fallzählweise20642",NA,2010
"Kath. Marienkrankenhaus gemeinnützige GmbH","2011-07-14","260200400","00",NA,"539","26250","397","Fallzählweise50244",NA,2010
"Wilhelmsburger Krankenhaus Groß-Sand","2011-07-14","260200422","00",NA,"200","5866","383","Fallzählweise11928",NA,2010
"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co.KG","2011-12-16","260200547","00",NA,"100","3259","0","Fallzählweise1606",NA,2010
"Krankenhaus Tabea","2011-12-28","260200570","00",NA,"110","4728","0",NA,NA,2010
"Praxisklinik Mümmelmannsberg","2011-07-13","260200581","00",NA,"25","1327","207",NA,NA,2010
"Asklepios Klinik Eimsbüttel GmbH","2011-12-21","260200752","00",NA,"25","481","0",NA,NA,2010
"Asklepios Klinik Nord","2011-12-15","260200865, 260200865","00",NA,"1422","37944","1339","Fallzählweise40501",NA,2010
"Praxisklinik Bergedorf","2011-07-14","260200898","00",NA,"17","1371","0","Fallzählweise781",NA,2010
"Bethesda - Allgemeines Krankenhaus gemeinnützige GmbH, Bergedorf","2011-07-08","260200901","00",NA,"318","13513","314","Fallzählweise10007",NA,2010
"Universitäres Herzzentrum Hamburg GmbH","2011-12-16","260200990","01",NA,"150","8074","0","Fallzählweise18394",NA,2010
"Martini-Klinik am UKE GmbH","2011-07-13","260201025","01",NA,"58","2116","0","Fallzählweise4834",NA,2010
"die facharztklinik hamburg","2011-06-30","260201036","00",NA,"90","5988","0","Fallzählweise1312",NA,2010
"AGAPLESION DIAKONIEKLINIKUM HAMBURG","2011-12-27","260201194","00",NA,"368","17732","288","Fallzählweise8561",NA,2010
"HELIOS Klinik Bad Gandersheim","2011-07-12","260310027","00",NA,"110","4302","0","Fallzählweise3166",NA,2010
"Asklepios Harzkliniken Fritz-König-Stift Bad Harzburg","2011-06-29","260310038","00",NA,"90","3186","0","Fallzählweise5526",NA,2010
"Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky","2011-12-28","260310107","00",NA,"39","1101","0",NA,NA,2010
"Diabeteszentrum Bad Lauterberg","2011-07-06","260310130","00",NA,"100","2190","0","Sonstige Zählweise992",NA,2010
"Städtisches Klinikum Braunschweig gGmbH","2011-07-12","260310209","00",NA,"1440","56723","1093","Fallzählweise139332",NA,2010
"Krankenhaus Ev.-luth. Diakonissenanstalt Marienstift","2011-07-14","260310221","00",NA,"166","7004","0","Fallzählweise2760",NA,2010
"Herzogin Elisabeth Hospital","2011-07-13","260310243","00",NA,"215","8351","0","Quartalszählweise15682",NA,2010
"Kirchberg-Klinik (Akut- und Rehabilitationsklinik)","2011-07-08","260310265","00",NA,"35","1304","0",NA,NA,2010
"Asklepios Harzklinik           Robert-Koch-Krankenhaus","2011-06-29","260310323","00",NA,"42","1782","0","Fallzählweise5248",NA,2010
"St. Martini gGmbH Krankenhaus Duderstadt","2011-07-15","260310334","00",NA,"132","6498","0","Quartalszählweise12170",NA,2010
"Sertürner-Hospital Einbeck GmbH","2011-07-13","260310345","00",NA,"116","5099","0","Quartalszählweise5834",NA,2010
"Klinikum Gifhorn GmbH","2011-07-14","260310367","00",NA,"344","17054","0","Quartalszählweise24332",NA,2010
"Universitätsmedizin Göttingen","2011-07-14","260310378","00",NA,"1456","48213","2243","Quartalszählweise181816",NA,2010
"Asklepios Fachklinikum Göttingen","2011-07-07","260310425","00",NA,"345","5963","491","Fallzählweise6479",NA,2010
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2011-07-08","260310447","00",NA,"384","16566","266","Sonstige Zählweise28098",NA,2010
"Asklepios Harzklinik Dr.-Herbert-Nieper-Krankenhaus Goslar","2011-06-29","260310469","00",NA,"342","15116","0","Fallzählweise11064",NA,2010
"Evangelisches Vereinskrankenhaus gGmbH, Hann. Münden","2011-07-05","260310517","00",NA,"119","5266","0","Fallzählweise14826",NA,2010
"HELIOS St. Marienberg Klinik Helmstedt","2011-07-13","260310539","00",NA,"270","12060","0",NA,NA,2010
"AWO Psychiatriezentrum","2011-07-08","260310562","00",NA,"524","6819","360","Quartalszählweise3527",NA,2010
"PRIVAT-NERVEN-KLINIK DR. MED. KURT FONTHEIM","2011-07-15","260310573","00",NA,"320","2908","454","Quartalszählweise6516",NA,2010
"HELIOS Albert-Schweitzer-Klinik Northeim","2011-07-14","260310595","00",NA,"275","12278","0","Fallzählweise18287",NA,2010
"Kliniken Herzberg und Osterode GmbH","2011-12-08","260310619","00",NA,"254","10391","0","Quartalszählweise20161",NA,2010
"Klinikum Peine gGmbH","2011-07-13","260310642","00",NA,"331","14075","0","Fallzählweise10911",NA,2010
"Asklepios Fachklinikum Tiefenbrunn","2011-07-07","260310653","00",NA,"176","835","0","Fallzählweise1049",NA,2010
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2011-07-14","260310664","00",NA,"128","5992","0","Fallzählweise5603",NA,2010
"Klinikum Salzgitter GmbH","2011-12-19","260310686","00",NA,"386","16774","0","Fallzählweise24005",NA,2010
"GSO Gesundheitszentrum Solling-Oberweser gGmbH","2011-07-14","260310722","00",NA,"44","1725","0","Quartalszählweise15722",NA,2010
"Städtische Krankenhaus Wittingen GmbH","2011-07-15","260310733","00",NA,"50","2804","0","Quartalszählweise4733",NA,2010
"Städtisches Klinikum Wolfenbüttel gGmbH","2011-07-04","260310744","00",NA,"300","13958","0","Fallzählweise14455",NA,2010
"Klinikum der Stadt Wolfsburg","2011-07-14","260310766","00",NA,"649","28623","114","Fallzählweise34197",NA,2010
"Venenzentrum Braunschweig GmbH","2011-07-15","260310959","99",NA,"19","1670","0","Fallzählweise10215",NA,2010
"Asklepios Kliniken Schildautal","2011-06-29","260311006","00",NA,"312","10153","0","Quartalszählweise7712",NA,2010
"Krankenhaus Neu-Mariahilf gGmbH","2011-07-12","260311051","01",NA,"118","4853","0","Fallzählweise2415",NA,2010
"Krankenhaus Neu-Bethlehem gGmbH","2011-07-04","260311073","00",NA,"110","7799","0","Fallzählweise516",NA,2010
"Augenklinik Dr. Hoffmann","2011-06-23","260311197","00",NA,"21","3174","0","Fallzählweise2918",NA,2010
"AMEOS Klinikum Alfeld","2011-07-14","260320018","00",NA,"167","6652","0","Fallzählweise772",NA,2010
"Evangelisches Bathildiskrankenhaus Bad Pyrmont gGmbH","2011-06-30","260320109","00",NA,"273","9496","0","Quartalszählweise8199",NA,2010
"St. Ansgar Bassum - Sulingen GmbH","2011-07-04","260320212","00",NA,"127","5717","0","Fallzählweise12255",NA,2010
"Krankenhaus Bethel","2011-07-12","260320223","00",NA,"166","9242","0","Quartalszählweise12378",NA,2010
"Krankenhaus Lindenbrunn","2011-08-15","260320267","00",NA,"200","2813","0",NA,NA,2010
"St. Ansgar Diepholz GmbH","2011-07-04","260320289","00",NA,"136","5714","0","Fallzählweise15434",NA,2010
"Joh. KH Gronau GmbH","2011-07-13","260320303","00",NA,"117","4583","0","Patientenzählweise7877",NA,2010
"Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont","2011-07-14","260320336","00",NA,"443","21554","0","Fallzählweise43324",NA,2010
"Sophien-Klinik Vahrenwald","2011-07-04","260320370","00",NA,"22","1259","0","Sonstige Zählweise754",NA,2010
"Sophien-Klinik","2011-07-04","260320450","00",NA,"93","4712","0","Sonstige Zählweise4800",NA,2010
"DRK-Krankenhaus Clementinenhaus","2011-07-14","260320494","00",NA,"200","10761","0","Patientenzählweise4760",NA,2010
"Kinderkrankenhaus auf der Bult","2011-12-16","260320508","00",NA,"270","9587","1453","Fallzählweise31489",NA,2010
"Diakoniekrankenhaus Henriettenstiftung gGmbH","2011-07-15","260320520","00",NA,"472","21766","0","Fallzählweise30650",NA,2010
"Diakoniekrankenhaus Friederikenstift gGmbH","2011-06-27","260320531","00",NA,"444","20655","0","Fallzählweise18157",NA,2010
"KRH Hautklinik Linden","2011-06-29","260320542","00",NA,"80","2434","775","Fallzählweise18059",NA,2010
"KRH Klinikum Oststadt-Heidehaus","2011-12-19","260320564","00",NA,"295","11710","0","Fallzählweise13710",NA,2010
"KRH Klinikum Siloah","2011-12-20","260320575","00",NA,"329","15046","465","Fallzählweise23021",NA,2010
"KRH Klinikum Nordstadt","2011-12-19","260320586","00",NA,"515","24438","0","Fallzählweise73146",NA,2010
"Medizinische Hochschule Hannover","2011-12-22","260320597","00",NA,"1442","54875","1790","Fallzählweise370373",NA,2010
"Vinzenzkrankenhaus Hannover gGmbH","2011-07-14","260320600","00",NA,"345","16153","0","Patientenzählweise19877",NA,2010
"BDH-Klinik Hessisch Oldendorf","2011-07-14","260320611","00",NA,"113","1025","0","Patientenzählweise400",NA,2010
"St. Bernward Krankenhaus","2011-07-15","260320622","00",NA,"532","26138","462","Fallzählweise49169",NA,2010
"Klinikum Hildesheim GmbH","2011-07-12","260320633","00",NA,"535","23973","0","Quartalszählweise68136",NA,2010
"Evangelisches Krankenhaus Holzminden gGmbH","2011-07-15","260320655","00",NA,"188","8395","0","Fallzählweise849",NA,2010
"KRH Psychiatrie Langenhagen","2011-12-19","260320688","00",NA,"208","2195","404","Fallzählweise17127",NA,2010
"Paracelsus-Klinik am Silbersee Langenhagen","2011-07-14","260320699","00",NA,"90","5685","0","Fallzählweise1438",NA,2010
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln","2011-07-14","260320746","00",NA,"136","4450","0","Patientenzählweise7580",NA,2010
"Burghof-Klinik GmbH & Co. KG","2011-07-04","260320757","00",NA,"137","1655","396","Fallzählweise47",NA,2010
"Klinikum Wahrendorff GmbH","2011-07-15","260320780","00",NA,"342","4519","1304","Fallzählweise8536",NA,2010
"Augenklinik Stadthagen","2011-07-11","260320804","01",NA,"3","463","0",NA,NA,2010
"Klinikum Schaumburg Kreiskrankenhaus Stadthagen","2011-07-14","260320826","00",NA,"198","8941","0","Patientenzählweise12529",NA,2010
"St. Ansgar Sulingen-Bassum GmbH","2011-07-14","260320859","00",NA,"123","5567","0","Fallzählweise12132",NA,2010
"St. Ansgar Twistringen GmbH","2011-07-07","260320860","00",NA,"115","1488","168","Fallzählweise3827",NA,2010
"KRH Psychiatrie Wunstorf","2011-12-19","260320871","00",NA,"440","5140","443","Fallzählweise33291",NA,2010
"Charlotten- Hospital Stadtoldendorf GmbH","2011-07-14","260320882","00",NA,"102","2804","0","Patientenzählweise2880",NA,2010
"Lister Krankenhaus gGmbH","2011-07-08","260320940","00",NA,"36","2186","0","Fallzählweise851",NA,2010
"Nephrologisches Zentrum Niedersachsen","2011-07-15","260321020","00",NA,"120","4565","179","Quartalszählweise19348",NA,2010
"Klinik Hildesheimer Land","2011-07-14","260321042","00",NA,"25","800","0",NA,NA,2010
"Diakoniekrankenhaus Annastift gGmbH - Orthopädische Klinik der MHH","2011-07-14","260321111","00",NA,"207","5626","0","Quartalszählweise24484",NA,2010
"Deister Süntel Klinik","2011-07-15","260321199","00",NA,"61","2042","54","Quartalszählweise8710",NA,2010
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2011-12-19","260321224","00",NA,"34","773","0",NA,NA,2010
"Mittelweser Kliniken Krankenhaus Nienburg","2011-12-14","260321304","00",NA,"243","12094","0","Quartalszählweise18818",NA,2010
"Mittelweser Kliniken Krankenhaus Stolzenau","2011-12-14","260321315","00",NA,"70","2856","0","Quartalszählweise8706",NA,2010
"KRH Klinikum Robert Koch Gehrden","2011-12-20","260321451","00",NA,"317","16624","0","Fallzählweise31220",NA,2010
"KRH Klinikum Agnes Karll Laatzen","2011-12-19","260321484","00",NA,"240","11497","0","Fallzählweise34759",NA,2010
"KRH Klinikum Großburgwedel","2011-12-19","260321495","00",NA,"237","11922","1","Fallzählweise35136",NA,2010
"AMEOS Klinikum Hildesheim","2011-06-23","260321509","00",NA,"405","4690","578","Quartalszählweise7503",NA,2010
"KRH Klinikum Neustadt am Rübenberge","2011-12-19","260321510","00",NA,"297","14976","0","Fallzählweise39413",NA,2010
"KRH Klinikum Lehrte","2011-12-19","260321521","00",NA,"177","8307","0","Fallzählweise37531",NA,2010
"KRH Klinikum Springe","2011-12-19","260321532","00",NA,"117","4889","0","Fallzählweise17968",NA,2010
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","2011-07-08","260330010","00",NA,"141","6035","0","Fallzählweise9761",NA,2010
"Diana Krankenhaus Betriebsgesellschaft mbH","2011-12-19","260330021","00",NA,"43","656","0",NA,NA,2010
"Caduceus Klinik - Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2011-07-14","260330054","00",NA,"26","218","0","Fallzählweise57",NA,2010
"OsteMed Kliniken und Pflege GmbH - OsteMed Klinik Bremervörde","2011-06-17","260330098","00",NA,"120","5686","0","Fallzählweise7305",NA,2010
"Krankenhaus Buchholz","2011-12-13","260330112","00",NA,"302","14511","0","Fallzählweise15658",NA,2010
"Elbe Klinikum Buxtehude","2011-07-15","260330123","00",NA,"253","11611","608","Fallzählweise34858",NA,2010
"ALLGEMEINES KRANKENHAUS CELLE","2011-07-07","260330134","00",NA,"698","29497","0","Fallzählweise48418",NA,2010
"KHCUX","2011-12-21","260330167","00",NA,"250","11130","0","Sonstige Zählweise18547",NA,2010
"Capio Elbe-Jeetzel-Klinik Dannenberg","2011-12-19","260330190","00",NA,"127","5146","0","Fallzählweise7975",NA,2010
"Heidekreis-Klinikum GmbH Krankenhaus Walsrode","2011-07-13","260330203","00",NA,"254","10217","216","Fallzählweise20319",NA,2010
"Therapiezentrum für neurologische und orthopädische Rehabiltation - Fachklinik für neurologische Frührehabilitation Jesteburg","2011-07-15","260330247","00",NA,"46","337","0",NA,NA,2010
"Seepark Klinik Debstedt","2011-08-24","260330258","00",NA,"310","8679","120","Fallzählweise17744",NA,2010
"Residenz Klinik Lilienthal GmbH","2011-06-20","260330269, 260330269","00",NA,"67","3131","0",NA,NA,2010
"Psychiatrische Klinik Uelzen","2011-06-29","260330281","00",NA,"104","1230","175","Fallzählweise5234",NA,2010
"Klinik Dr.Havemann","2011-07-15","260330327","00",NA,"17","510","0",NA,NA,2010
"Psychiatrische Klinik Lüneburg gemeinnützige GmbH","2011-06-28","260330350","00",NA,"337","3859","504","Quartalszählweise13342",NA,2010
"Städtisches Klinikum Lüneburg gemeinnützige GmbH","2011-07-13","260330361","00",NA,"472","25507","0","Quartalszählweise35315",NA,2010
"Kreiskrankenhaus Osterholz/00","2011-07-05","260330394","00",NA,"137","6347","0","Quartalszählweise38165",NA,2010
"Capio Krankenhaus Land Hadeln","2011-12-19","260330407","00",NA,"93","3936","0","Fallzählweise11300",NA,2010
"Ev. Krankenhaus Ginsterhof GmbH","2011-06-28","260330418","00",NA,"130","864","0","Fallzählweise324",NA,2010
"Diakoniekrankenhaus Rotenburg (Wümme) gGmbH","2011-07-11","260330452","00",NA,"711","26901","698",NA,NA,2010
"Krankenhaus Salzhausen","2011-07-14","260330463","00",NA,"75","2726","0","Patientenzählweise6238",NA,2010
"Krankenhaus Scharnebeck","2011-06-30","260330474","00",NA,"20","1271","0","Fallzählweise487",NA,2010
"Heidekreis-Klinikum GmbH Krankenhaus Soltau","2011-07-13","260330485","00",NA,"186","9168","0","Fallzählweise20466",NA,2010
"Elbe Klinikum Stade","2011-07-15","260330500","00",NA,"517","24481","120","Fallzählweise45466",NA,2010
"Klinik Veerßen GmbH","2011-07-08","260330555","00",NA,"22","978","0",NA,NA,2010
"Aller-Weser-Klinik gGmbH, Krankenhaus Verden","2011-07-08","260330566","00",NA,"145","6706","0","Fallzählweise8320",NA,2010
"Krankenhaus Winsen ( Luhe )","2011-12-09","260330599","00",NA,"280","12473","0","Fallzählweise23145",NA,2010
"OsteMed Kliniken und Pflege GmbH - OsteMed Martin-Luther-Krankenhaus Zeven","2011-06-17","260330602","00",NA,"90","4213","0","Fallzählweise9896",NA,2010
"Flüggenhofseeklinik Munster","2011-07-12","260330613","00",NA,"2","105","0",NA,NA,2010
"Klinik Fallingbostel","2011-06-29","260330624","00",NA,"15","473","0","Sonstige Zählweise1",NA,2010
"Herz-Kreislauf-Klinik Bevensen AG - Herz- und Gefäßzentrum Bad Bevensen","2011-07-14","260330646","00",NA,"156","5874","0","Fallzählweise1271",NA,2010
"Orthoklinik Lüneburg GmbH","2011-07-14","260330680, 260330931, 460332706","00",NA,"45","1193","0","Sonstige Zählweise300",NA,2010
"MediClin Klinikum Soltau","2011-07-07","260330691","00",NA,"51","1018","0","Quartalszählweise1259",NA,2010
"Altus Klinik","2011-07-15","260330704","00",NA,"8","905","0","Fallzählweise60",NA,2010
"Klinik Dr. Hancken, GmbH","2011-06-30","260330759","01",NA,"50","1651","406",NA,NA,2010
