"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Bettenzahl","Vollstationaere_Fallzahl","Teilstationaere_Fallzahl","Ambulante_Fallzahl","StaeB_Fallzahl","year"
"Asklepios Nordseeklinik Westerland/Sylt","2015-11-12","260100557","00",NA,"112","4358","0","12472",NA,2014
"Klinik Dr. Winkler","2015-10-16","260100580","00",NA,"21","930","0","0",NA,2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"30","1183","0","5641",NA,2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"215","12913","5463","18638",NA,2014
"Sana Kliniken Ostholstein GmbH","2015-12-14","260100626","99",NA,"395","20594","5704","42906",NA,2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"150","6498","241","18627",NA,2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"149","2402","0","1963",NA,2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"66","1012","141","1872",NA,2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"215","3414","141","3835",NA,2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"220","2450","0","1801",NA,2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"24","628","0","1757",NA,2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"22","283","0","1620",NA,2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"25","1097","0","524",NA,2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"291","4458","0","5702",NA,2014
"Sankt Elisabeth Krankenhaus Eutin GmbH","2015-11-13","260100682","00",NA,"86","1705","0","1",NA,2014
"HELIOS Agnes Karll Krankenhaus Bad Schwartau","2015-10-26","260100693","00",NA,"63","4004","81","0",NA,2014
"00","2015-10-15","260100706","00",NA,"47","882","0","0",NA,2014
"DRK-Krankenhaus Middelburg","2015-11-13","260100717","00",NA,"100","1317","272","42",NA,2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"317","16609","4","28133",NA,2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"456","13344","390","21573",NA,2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"165","5042","0","0",NA,2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"938","34995","394","49706",NA,2014
"Klinik Preetz","2015-11-12","260100820","00",NA,"169","9281","0","8875",NA,2014
"Fachklinik Freudenholm-Ruhleben","2015-11-12","260100831","00",NA,"44","1603","0","179",NA,2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"190","8668","179","13940",NA,2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"587","24855","860","45081",NA,2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"777","33523","1039","59021",NA,2014
"HELIOS Klinikum Schleswig","2015-10-30","260100911","01",NA,"376","14560","31","48553",NA,2014
"HELIOS Klinikum Schleswig","2015-10-30","260100911","99",NA,"683","17934","289","53399",NA,2014
"HELIOS Fachklinik Schleswig","2015-10-30","260100922","02",NA,"307","3374","258","4846",NA,2014
"Fachkrankenhaus für Psychiatrie und Tagesklinik für Gerontopsychiatrie","2015-11-11","260101002","00",NA,"36","138","65","937",NA,2014
"Ev.-luth. Diakonissenanstalt zu Flensburg   Zentrum für Gesundheit und Diakonie","2015-11-11","260100023","99",NA,"23","1180","0","0",NA,2014
"Medizinische Klinik Borstel","2015-11-06","260101079","00",NA,"71","2868","155","5245",NA,2014
"Psychiatrisches Krankenhaus Rickling","2015-11-13","260101091","00",NA,"302","3710","585","7310",NA,2014
"KLINIKUM BAD BRAMSTEDT","2015-11-09","260101104","00",NA,"202","5883","0","9222",NA,2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"269","10740","0","5306",NA,2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"24","1496","0","0",NA,2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"182","9906","81","13409",NA,2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"475","22142","81","18715",NA,2014
"Klinikum Itzehoe","2015-10-29","260101137","00",NA,"708","28230","2710","34118",NA,2014
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2015-11-10","260101193","00",NA,"313","17102","0","22843",NA,2014
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche DRK-Landesverband Schleswig-Holstein","2015-11-12","260101320","00",NA,"12","532","0","50",NA,2014
"HELIOS Ostseeklinik Damp
","2015-10-30","260101331","00",NA,"354","6074","301","7923",NA,2014
"Kinderzentrum Pelzerhaken","2015-11-13","260101386","00",NA,"35","441","0","1928",NA,2014
"Augenklinik Bellevue","2015-11-11","260101411","00",NA,"35","2933","11120","0",NA,2014
"Paracelsus-Nordseeklinik","2015-11-12","260101444","00",NA,"34","547","0","1758",NA,2014
"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH","2015-11-11","260101488","00",NA,"636","23598","760","57739",NA,2014
"Curschmann Klinik","2015-11-06","260101525","00",NA,"30","271","0","165",NA,2014
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie","2015-10-22","260101547","00",NA,"75","456","111","3939",NA,2014
"Schön Klinik Neustadt","2015-11-12","260101809","00",NA,"348","17083","0","31696",NA,2014
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2015-12-10","260101865","99",NA,"659","23653","1683","42306",NA,2014
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2015-12-10","260101865","99",NA,"140","5296","704","4944",NA,2014
"Westküstenkliniken Brunsbüttel und Heide gGmbH","2015-12-10","260101865","99",NA,"799","28949","2387","47250",NA,2014
"Praxisklinik Kronshagen","2015-11-11","260101990","00",NA,"3","435","0","2882",NA,2014
"DRK-Therapiezentrum Marli GmbH","2015-11-10","260102014","00",NA,"144","2590","396","239",NA,2014
"Asklepios Klinik Bad Oldesloe","2015-11-09","260102036","00",NA,"172","7636","0","9477",NA,2014
"Schön Klinik Bad Bramstedt","2014-10-15","260102047","00",NA,"355","2806","0","0",NA,2014
"Klinik für Geriatrie Ratzeburg GmbH","2015-11-11","260102058","00",NA,"69","1046","159","8",NA,2014
"Diakonissenkrankenhaus Flensburg","2015-11-13","260102069","99",NA,"23","290","0","0",NA,2014
"Paracelsus-Klinik Henstedt-Ulzburg","2015-10-19","260102081","00",NA,"211","9083","0","22695",NA,2014
"Curtius Klinik","2015-11-05","510100330","00",NA,"126","983","0","0",NA,2014
"Park-Klinik Manhagen","2015-11-13","260102150","00",NA,"212","23501","0","10415",NA,2014
"Vitanas Klinik für Geriatrie Geesthacht","2015-10-09","260102229","00",NA,"94","1149","454","50",NA,2014
"HELIOS Klinik Kiel","2015-10-30","260102230","00",NA,"38","2696","0","0",NA,2014
"HELIOS Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","2015-10-30","260102252","00",NA,"45","801","0","0",NA,2014
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel","2015-12-14","260102343","00",NA,"1212","51710","1803","163880",NA,2014
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck","2015-12-09","260102354","00",NA,"1053","50876","731","139195",NA,2014
"Zentrum für Integrative Psychiatrie, Campus Kiel","2015-11-06","260102376","00",NA,"267","2296","699","12165",NA,2014
"AHG Klinik Lübeck","2015-11-13","260102412","00",NA,"22","658","0","452",NA,2014
"Sana Kliniken Lübeck GmbH","2015-11-11","260102423","00",NA,"337","17032","3","21160",NA,2014
"Zentrum für Integrative Psychiatrie - ZIP gGmbH Lübeck","2015-11-06","260102537","00",NA,"145","1714","33","4603",NA,2014
"Psychiatrische Tagesklinik Neumünster gGmbH","2015-11-14","260102582","00",NA,"29","0","309","994",NA,2014
"Universitätsklinikum Hamburg-Eppendorf","2015-11-12","260200013","00",NA,"1346","64411","4623","293913",NA,2014
"Asklepios Klinik St. Georg","2015-11-13","260200024","00",NA,"665","28481","3324","45205",NA,2014
"Asklepios Klinik Barmbek","2015-11-02","260200035","00",NA,"679","34401","27","72000",NA,2014
"Schön Klinik Hamburg Eilbek","2015-11-11","260200046","00",NA,"698","19426","872","34511",NA,2014
"Asklepios Klinik Altona","2015-10-19","260200068","00",NA,"739","37508","74","44873",NA,2014
"Asklepios Klinikum Harburg","2015-11-13","260200079","00",NA,"774","32251","806","44589",NA,2014
"Asklepios  Westklinikum Hamburg GmbH","2015-11-12","260200091","00",NA,"473","14706","1048","18130",NA,2014
"Asklepios Klinik Wandsbek","2015-10-19","260200104","00",NA,"545","20021","358","28233",NA,2014
"Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH","2015-12-11","260200171","00",NA,"630","25476","1024","13496",NA,2014
"AKK Altonaer Kinderkrankenhaus gGmbH","2015-11-10","260200193","00",NA,"206","11510","5857","1093",NA,2014
"Ev. Amalie Sieveking - Krankenhaus","2015-12-15","260200206","00",NA,"295","13904","254","19788",NA,2014
"Berufsgenossenschaftliches Unfallkrankenhaus Hamburg","2015-11-09","260200217","00",NA,"238","9146","0","24691",NA,2014
"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH","2015-11-06","260200240","00",NA,"229","4955","555","7257",NA,2014
"Heinrich Sengelmann Krankenhaus (Bargfeld-Stegen)","2015-11-10","260200273","00",NA,"220","2837","498","4302",NA,2014
"Israelitisches Krankenhaus in Hamburg","2015-10-15","260200284","00",NA,"146","7397","0","2877",NA,2014
"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH","2015-11-12","260200319","00",NA,"231","8213","2586","0",NA,2014
"HELIOS ENDO-Klinik Hamburg","2015-10-30","260200320","00",NA,"224","6324","0","0",NA,2014
"Krankenhaus Jerusalem","2015-11-25","260200375","00",NA,"30","2019","0","0",NA,2014
"HELIOS Mariahilf Klinik Hamburg","2015-10-30","260200386","00",NA,"168","12498","0","17575",NA,2014
"Kath. Marienkrankenhaus gemeinnützige GmbH","2014-08-11","260200400","00",NA,"572","30557","367","67629",NA,2014
"Wilhelmsburger Krankenhaus Groß-Sand ","2015-11-06","260200422","00",NA,"217","5988","337","179",NA,2014
"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co.KG","2015-11-06","260200547","00",NA,"60","2519","0","2679",NA,2014
"Krankenhaus Tabea","2015-11-06","260200570","00",NA,"110","5923","0","783",NA,2014
"Praxisklinik Mümmelmannsberg","2015-11-06","260200581","00",NA,"0","0","180","0",NA,2014
"Asklepios CardioClinic Harburg GmbH","2015-10-21","260200752","00",NA,"25","331","0","0",NA,2014
"Asklepios Klinik Nord","2015-11-10","260200865","99",NA,"578","34276","0","30822",NA,2014
"Asklepios Klinik Nord","2015-11-10","260200865","99",NA,"562","8658","1231","13451",NA,2014
"Asklepios Klinik Nord","2015-11-10","260200865","99",NA,"110","2188","183","2032",NA,2014
"Asklepios Klinik Nord","2015-11-10","260200865","99",NA,"1250","45122","1414","46305",NA,2014
"Praxis-Klinik Bergedorf","2015-11-11","260200898","00",NA,"16","1718","0","0",NA,2014
"Bethesda Krankenhaus Bergedorf gemeinnützige GmbH","2015-11-06","260200901","00",NA,"332","14006","510","13183",NA,2014
"Universitäres Herzzentrum Hamburg GmbH","2015-11-12","260200990","00",NA,"196","10048","0","24930",NA,2014
"Martini-Klinik am UKE GmbH","2015-11-12","260201025","00",NA,"58","1613","0","3509",NA,2014
"Facharztklinik Hamburg","2015-11-13","260201036","00",NA,"90","6289","0","540",NA,2014
"AGAPLESION DIAKONIEKLINIKUM HAMBURG","2015-11-09","260201194","00",NA,"370","18796","283","20171",NA,2014
"Bundeswehrkrankenhaus Hamburg","2015-11-12","260201229","00",NA,"307","11554","0","95000",NA,2014
"Klinik Fleetinsel Hamburg GmbH & Co. KG","2015-11-11","260201296","00",NA,"75","1637","0","0",NA,2014
"SKH Stadteilklinik Hamburg","2015-11-09","260201309","00",NA,"15","356","0","0",NA,2014
"Psychosomatische Tagesklinik Falkenried","2015-11-12","260201321","00",NA,"12","0","13","0",NA,2014
"HELIOS Klinik Bad Gandersheim","2015-10-30","260310027","00",NA,"100","5019","0","7076",NA,2014
"Asklepios Harzklinik Bad Harzburg","2015-11-13","260310038","00",NA,"82","2987","0","7953",NA,2014
"Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky","2015-11-12","260310107","00",NA,"39","1122","0","0",NA,2014
"Diabeteszentrum Bad Lauterberg","2015-10-16","260310130","00",NA,"84","1846","0","928",NA,2014
"Städtisches Klinikum Braunschweig gGmbH","2015-11-09","260310209","00",NA,"1428","58134","1216","163658",NA,2014
"Krankenhaus Ev.-luth. Diakonissenanstalt Marienstift","2015-11-12","260310221","00",NA,"163","7294","0","0",NA,2014
"Krankenhaus St. Vinzenz Braunschweig","2015-11-13","260310232","00",NA,"103","4660","0","0",NA,2014
"Herzogin Elisabeth Hospital","2015-11-11","260310243","00",NA,"221","9119","0","21177",NA,2014
"Kirchberg-Klinik Bad Lauterberg (Akut- und Rehabilitationsklinik)","2015-11-10","260310265","00",NA,"35","1315","0","0",NA,2014
"Asklepios Harzklinik Clausthal-Zellerfeld","2015-11-13","260310323","00",NA,"54","1080","0","1569",NA,2014
"St. Martini Krankenhaus Duderstadt","2015-11-11","260310334","00",NA,"126","7009","0","15151",NA,2014
"Einbecker BürgerSpital GmbH","2015-11-13","260310345","00",NA,"109","4739","0","1668",NA,2014
"HELIOS Klinikum Gifhorn GmbH","2015-10-30","260310367","00",NA,"357","20390","0","18573",NA,2014
"Universitätsmedizin Göttingen","2015-11-12","260310378","00",NA,"1511","53137","5232","211274",NA,2014
"Asklepios Fachklinikum Göttingen","2015-11-10","260310425","00",NA,"400","6019","499","8924",NA,2014
"Evangelisches Krankenhaus Göttingen-Weende gGmbH","2015-12-14","260310447","00",NA,"421","19343","0","0",NA,2014
"Asklepios Harzklinik Goslar","2015-11-13","260310469","00",NA,"324","16605","0","18016",NA,2014
"Krankenhaus Hann. Münden","2015-11-10","260310517","00",NA,"116","4345","0","0",NA,2014
"HELIOS St. Marienberg Klinik Helmstedt","2015-10-30","260310539","00",NA,"229","13787","0","20646",NA,2014
"AWO Psychiatriezentrum","2015-11-16","260310562","00",NA,"649","6779","668","5840",NA,2014
"PRIVAT-NERVEN-KLINIK DR. MED. KURT FONTHEIM","2015-11-11","260310573","00",NA,"345","3238","501","10622",NA,2014
"HELIOS Albert-Schweitzer-Klinik Northeim","2015-10-30","260310595","00",NA,"228","11315","0","15143",NA,2014
"HELIOS Klinik Herzberg/Osterode","2015-10-30","260310619","00",NA,"237","11039","0","21085",NA,2014
"Klinikum Peine gGmbH","2015-11-09","260310642","00",NA,"312","14709","0","9925",NA,2014
"Asklepios Fachklinikum Tiefenbrunn","2015-11-10","260310653","00",NA,"176","873","0","1503",NA,2014
"St. Elisabeth-Krankenhaus Salzgitter gGmbH","2015-11-13","260310664","00",NA,"123","6548","0","7272",NA,2014
"[NEU] Klinikum Salzgitter GmbH","2015-10-30","260310686","00",NA,"340","16872","0","21039",NA,2014
"Helios Klinik Wittingen GmbH","2015-10-30","260310733","00",NA,"50","2257","0","3774",NA,2014
"Städtisches Klinikum Wolfenbüttel gGmbH","2015-11-11","260310744","00",NA,"283","14543","0","15986",NA,2014
"Klinikum Wolfsburg","2015-11-12","260310766","00",NA,"632","30212","377","83483",NA,2014
"Venenzentrum Braunschweig","2015-11-09","260310959","00",NA,"19","2168","0","533",NA,2014
"Asklepios Kliniken Schildautal","2015-11-10","260311006","00",NA,"312","11851","0","12789",NA,2014
"Krankenhaus Neu-Mariahilf gGmbH","2015-12-14","260311051","00",NA,"104","6255","0","0",NA,2014
"Augenklinik Dr. Hoffmann","2015-11-13","260311197","00",NA,"21","2109","1151","0",NA,2014
"AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH","2015-11-03","260311302","00",NA,"100","8621","0","308",NA,2014
"AMEOS Klinikum Alfeld","2015-11-12","260320018","00",NA,"145","6161","0","4851",NA,2014
"Alexianer Kliniken Landkreis Diepholz GmbH, Klinik Bassum","2015-11-10","260320212","00",NA,"116","4668","0","11175",NA,2014
"Krankenhaus Lindenbrunn","2015-11-13","260320267","00",NA,"106","1431","1","0",NA,2014
"HELIOS Lungenklinik Diekholzen","2015-10-26","260320278","00",NA,"66","2208","0","2543",NA,2014
"Alexianer Kliniken Landkreis Diepholz GmbH, Klinik Diepholz","2015-11-10","260320289","00",NA,"130","7045","0","11776",NA,2014
"Johanniter-Krankenhaus Gronau GmbH","2015-10-19","260320303","00",NA,"117","4481","0","7620",NA,2014
"Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont","2015-11-16","260320336","00",NA,"428","21852","0","41570",NA,2014
"Sophien-Klinik Vahrenwald","2015-11-10","260320370","00",NA,"11","919","0","0",NA,2014
"Sophien-Klinik Hannover","2015-11-09","260320450","00",NA,"90","4580","0","0",NA,2014
"DRK-Krankenhaus Clementinenhaus","2015-11-11","260320494","00",NA,"195","11142","0","7692",NA,2014
"Kinder- und Jugendkrankenhaus AUF DER BULT","2015-11-12","260320508","00",NA,"277","10506","2464","37795",NA,2014
"Diakoniekrankenhaus Henriettenstiftung gGmbH","2015-11-13","260320520","00",NA,"514","21253","0","13180",NA,2014
"Diakoniekrankenhaus Friederikenstift gGmbH","2015-11-27","260320531","00",NA,"608","22588","0","29103",NA,2014
"KRH Klinikum Nordstadt","2015-12-15","260320586","00",NA,"495","24512","0","2142",NA,2014
"Medizinische Hochschule Hannover","2015-11-12","260320597","00",NA,"1454","59967","3748","438201",NA,2014
"Vinzenzkrankenhaus Hannover gGmbH","2015-10-16","260320600","00",NA,"345","18163","0","18206",NA,2014
"BDH-Klinik Hessisch Oldendorf gGmbH","2015-11-12","260320611","00",NA,"113","1105","0","0",NA,2014
"St. Bernward Krankenhaus","2015-11-04","260320622","00",NA,"517","26704","753","0",NA,2014
"HELIOS Klinikum Hildesheim GmbH","2015-10-30","260320633","00",NA,"541","24676","0","76965",NA,2014
"Klinikum Region Hannover Psychiatrie GmbH","2015-12-14","260320688","00",NA,"184","2423","298","0",NA,2014
"Paracelsus-Klinik am Silbersee","2015-11-09","260320699","00",NA,"90","4750","0","0",NA,2014
"Burghof-Klinik GmbH & Co. KG","2015-11-09","260320757","00",NA,"166","1911","543","6527",NA,2014
"Klinikum Wahrendorff","2015-11-09","260320780","00",NA,"493","4710","2045","10682",NA,2014
"Augenklinik Stadthagen","2015-11-04","260320804","00",NA,"3","512","0","0",NA,2014
"Alexianer Kliniken Landkreis Diepholz GmbH, Klinik Sulingen","2015-11-10","260320859","00",NA,"133","6134","0","13411",NA,2014
"Alexianer Kliniken Landkreis Diepholz GmbH, Klinik Twistringen","2015-11-10","260320860","00",NA,"115","1195","193","4697",NA,2014
"Lister Krankenhaus gGmbH","2015-11-12","260320940","00",NA,"27","2127","0","0",NA,2014
"Nephrologisches Zentrum Niedersachsen","2015-11-10","260321020","00",NA,"120","4891","130","0",NA,2014
"Diakoniekrankenhaus Annastift gGmbH - Orthopädische Klinik der MHH","2015-11-12","260321111","00",NA,"187","6137","0","28217",NA,2014
"Deister-Süntel-Klinik","2015-11-10","260321199","00",NA,"58","2046","22","0",NA,2014
"KRH Geriatrie Langenhagen (Akut-Geriatrie)","2015-12-14","260321224","00",NA,"40","896","0","0",NA,2014
"Helios Kliniken Mittelweser","2015-10-30","260321304","00",NA,"249","14165","0","30988",NA,2014
"Helios Kliniken Mittelweser","2015-10-30","260321315","00",NA,"64","2332","0","4029",NA,2014
"KRH Klinikum Robert Koch Gehrden","2015-12-15","260321451","00",NA,"299","18522","0","1389",NA,2014
"KRH Klinikum Agnes Karll Laatzen","2015-12-14","260321484","00",NA,"240","12187","0","3249",NA,2014
"KRH Klinikum Großburgwedel","2015-12-14","260321495","00",NA,"223","12593","0","2797",NA,2014
"AMEOS Klinikum Hildesheim","2015-11-12","260321509","00",NA,"316","4698","569","7351",NA,2014
"KRH Klinikum Neustadt am Rübenberge","2015-12-15","260321510","00",NA,"283","16620","0","1403",NA,2014
"KRH Klinikum Lehrte","2015-12-14","260321521","00",NA,"169","8237","0","0",NA,2014
"KRH Klinikum Springe","2015-12-15","260321532","00",NA,"96","5281","0","0",NA,2014
"KRH Psychiatrie Wunstorf","2015-12-14","260321587","00",NA,"392","5056","711","0",NA,2014
"AHG Fachkrankenhaus für Psychosomatische Medizin und Psychotherapie","2015-11-13","260321623","00",NA,"62","537","0","0",NA,2014
"AMEOS Klinikum Hameln","2015-11-12","260321634","00",NA,"32","302","140","2196",NA,2014
"MediClin Klinik für Akutpsychosomatik und Psychotherapie","2015-11-09","260321656","00",NA,"25","248","0","0",NA,2014
"AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH","2015-11-03","260321703","00",NA,"263","11351","0","10045",NA,2014
"AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN gemeinnützige GmbH ","2015-11-11","260321714","00",NA,"183","9198","0","9170",NA,2014
"AGAPLESION EV. KRANKENHAUS BETHEL Bückeburg gGmbH","2015-11-12","260321725","00",NA,"166","9551","0","14394",NA,2014
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln","2015-11-12","260321747","00",NA,"89","3517","0","4935",NA,2014
"Klinikum Schaumburg, Kreiskrankenhaus Stadthagen","2015-11-12","260321758","00",NA,"183","8993","0","11774",NA,2014
"KRH Klinikum Siloah Oststadt Heidehaus","2015-12-15","260321781","00",NA,"530","7784","1","197",NA,2014
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","2015-11-13","260330010","00",NA,"131","7432","0","12259",NA,2014
"Diana Krankenhausbetriebsgesellschaft mbH","2015-11-12","260330021","00",NA,"43","515","0","0",NA,2014
"Caduceus Klinik","2015-11-06","260330054","00",NA,"30","270","0","193",NA,2014
"OsteMed Klinik Bremervörde","2015-11-13","260330098","00",NA,"110","5856","0","0",NA,2014
"Krankenhaus Buchholz","2015-11-09","260330112","00",NA,"275","16075","0","17777",NA,2014
"Elbe Klinikum Buxtehude","2015-11-12","260330123","00",NA,"265","13081","672","42199",NA,2014
"ALLGEMEINES KRANKENHAUS CELLE","2015-12-11","260330134","00",NA,"648","29696","0","41101",NA,2014
"Helios Klinik Cuxhaven GmbH","2015-10-30","260330167","00",NA,"238","10886","0","27412",NA,2014
"Capio Elbe-Jeetzel-Klinik Dannenberg","2015-11-04","260330190","00",NA,"110","5821","0","11269",NA,2014
"Heidekreis-Klinikum GmbH Krankenhaus Walsrode","2015-11-30","260330203","00",NA,"279","11289","198","0",NA,2014
"Waldklinik Jesteburg Zentrum für Rehabilitation","2015-11-11","260330247","00",NA,"50","389","0","0",NA,2014
"Klinik Lilienthal","2015-11-24","260330269","00",NA,"76","4905","0","0",NA,2014
"Psychiatrische Klinik Uelzen","2015-11-09","260330281","00",NA,"116","1377","308","7202",NA,2014
"Klinik Dr.Havemann","2015-10-25","260330327","00",NA,"14","443","0","0",NA,2014
"Psychiatrische Klinik Lüneburg gemeinnützige GmbH","2015-11-06","260330350","00",NA,"386","3492","711","17107",NA,2014
"Städtisches Klinikum Lüneburg gemeinnützige GmbH","2015-11-06","260330361","00",NA,"472","28340","0","51367",NA,2014
"Kreiskrankenhaus Osterholz","2015-11-09","260330394","00",NA,"129","6425","0","0",NA,2014
"Capio Krankenhaus Land Hadeln","2015-11-12","260330407","00",NA,"91","4816","0","24400",NA,2014
"AGAPLESION DIAKONIEKLINIKUM ROTENBURG gemeinnützige GmbH","2015-11-04","260330452","00",NA,"708","30072","537","197753",NA,2014
"Krankenhaus Scharnebeck","2015-11-04","260330474","00",NA,"0","312","0","0",NA,2014
"Heidekreis-Klinikum GmbH Krankenhaus Soltau","2015-11-30","260330485","00",NA,"156","7492","0","20122",NA,2014
"Elbe Klinikum Stade","2015-11-12","260330500","00",NA,"573","25295","113","55326",NA,2014
"Klinik Veerßen GmbH","2015-11-06","260330555","00",NA,"18","1057","0","0",NA,2014
"Aller-Weser-Klinik gGmbH, Krankenhaus Verden","2015-11-13","260330566","00",NA,"131","7423","0","0",NA,2014
"Krankenhaus Winsen ( Luhe )","2015-11-09","260330599","00",NA,"235","13382","0","24669",NA,2014
"OsteMed Martin-luther Krankenhaus","2015-11-13","260330602","00",NA,"87","3690","0","0",NA,2014
"Flüggenhofseeklinik Munster","2015-11-04","260330613","00",NA,"1","68","0","0",NA,2014
"Klinik Fallingbostel von Graevemeyer GmbH & Co. KG","2015-11-09","260330624","00",NA,"21","822","0","0",NA,2014
"Herz- und Gefäßzentrum Bad Bevensen","2015-11-12","260330646","00",NA,"150","6993","0","2378",NA,2014
"Orthoklinik Lüneburg GmbH","2015-11-16","260330680","00",NA,"40","1356","0","0",NA,2014
"MediClin Klinikum Soltau","2015-11-02","260330691","00",NA,"55","936","0","849",NA,2014
