Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Bettenzahl,Vollstationaere_Fallzahl,Teilstationaere_Fallzahl,Ambulante_Fallzahl,StaeB_Fallzahl,year
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik (stationäre Angebote),2017-12-11,260100546,99,NA,99,1987,75,5262,NA,2016
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,2017-12-11,260100546,99,NA,0,0,187,0,NA,2016
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,2017-12-11,260100546,99,NA,0,0,146,7663,NA,2016
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,2017-12-11,260100546,99,NA,0,0,74,1857,NA,2016
DIAKO Nordfriesland gGmbH,2017-12-11,260100546,99,NA,99,1987,482,14782,NA,2016
Asklepios Nordseeklinik Westerland/Sylt,2017-12-13,260100557,00,NA,112,4452,0,12188,NA,2016
Klinik Dr. Winkler,2017-11-08,260100580,00,NA,21,868,0,0,NA,2016
Sana Kliniken Inselklinik Fehmarn - Sana Kliniken Ostholstein GmbH,2017-12-13,260100615,99,NA,30,1232,0,6021,NA,2016
Sana Kliniken Ostholstein GmbH,2017-12-13,260100626,99,NA,228,12691,5005,20993,NA,2016
Sana Kliniken Ostholstein GmbH,2017-12-13,260100626,99,NA,380,20347,1688,4201,NA,2016
Sana Klinik Oldenburg - Sana Kliniken Ostholstein GmbH,2017-12-13,260100637,99,NA,137,6424,266,15745,NA,2016
AMEOS Klinikum Neustadt,2017-11-10,260100659,99,NA,247,2168,0,2110,NA,2016
AMEOS Klinikum Neustadt,2017-11-10,260100659,99,NA,84,841,146,2107,NA,2016
AMEOS Klinikum Neustadt,2017-11-10,260100659,99,NA,18,0,145,1259,NA,2016
AMEOS Klinikum Neustadt,2017-11-10,260100659,99,NA,349,3009,291,5476,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-14,260100660,99,NA,222,2150,89,2125,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-10,260100660,99,NA,24,561,13,1739,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-10,260100660,99,NA,22,288,13,1758,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-10,260100660,99,NA,15,0,81,1493,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-10,260100660,99,NA,25,1129,0,427,NA,2016
AMEOS Klinikum Heiligenhafen,2017-11-10,260100660,99,NA,308,4128,196,7542,NA,2016
Sankt Elisabet Krankenhaus Eutin,2017-12-12,260100682,00,NA,105,1784,195,0,NA,2016
HELIOS Agnes Karll Krankenhaus Bad Schwartau,2017-11-07,260100693,00,NA,72,4420,71,0,NA,2016
AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,2017-11-29,260100706,00,NA,50,844,0,0,NA,2016
DRK Krankenhaus Middelburg,2017-11-15,260100717,00,NA,100,1309,0,9,NA,2016
Regio Kliniken GmbH,2017-11-10,260100739,99,NA,344,18175,131,27840,NA,2016
Regio Kliniken GmbH,2017-11-10,260100739,99,NA,457,13196,593,22049,NA,2016
Regio Kliniken GmbH,2017-11-10,260100739,99,NA,178,4201,164,1612,NA,2016
Regio Kliniken GmbH,2017-11-10,260100739,99,NA,15,0,60,365,NA,2016
Regio Kliniken GmbH,2017-11-13,260100739,99,NA,994,35572,948,51866,NA,2016
Klinik Preetz,2017-12-06,260100820,00,NA,169,9324,0,0,NA,2016
Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,2017-12-14,260100831,00,NA,44,1536,0,0,NA,2016
imland Klinik Rendsburg-Eckernförde,2017-11-24,260100875,99,NA,194,9348,180,17420,NA,2016
imland Klinik Rendsburg-Eckernförde,2017-11-24,260100875,99,NA,590,25957,777,43459,NA,2016
imland Klinik Rendsburg-Eckernförde,2017-12-05,260100875,99,NA,784,35305,957,60879,NA,2016
HELIOS Klinik Schleswig GmbH,2017-11-14,260100911,01,NA,376,14738,20,47472,NA,2016
HELIOS Klinik Schleswig GmbH,2017-11-15,260100911,99,NA,1604,17787,433,71093,NA,2016
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2017-11-07,260100922,02,NA,307,1915,173,23621,NA,2016
HELIOS Tagesklinik Psychiatrie (Erwachsene),2017-11-08,260100922,03,NA,307,0,121,0,NA,2016
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie
Tagesklinik Baumhaus Schleswig",2017-11-07,260100922,04,NA,307,1134,81,0,NA,2016
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie,
Tagesklinik Baumhaus Husum",2017-11-07,260100922,05,NA,307,0,38,0,NA,2016
Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie,2017-12-06,260101002,00,NA,36,193,63,980,NA,2016
Diakonissenkrankenhaus Flensburg,2017-11-09,260101024,99,NA,23,1020,0,0,NA,2016
Medizinische Klinik Borstel,2017-10-24,260101079,00,NA,71,2889,511,5437,NA,2016
Psychiatrisches Krankenhaus Rickling,2017-12-14,260101091,99,NA,316,3767,0,4558,NA,2016
Psychiatrisches Krankenhaus Rickling,2017-12-14,260101091,99,NA,406,3767,965,9703,NA,2016
Klinikum Bad Bramstedt GmbH,2017-10-17,260101104,00,NA,202,4507,0,5068,NA,2016
"SEGEBERGER KLINIKEN GMBH
Zentralverwaltung",2017-10-16,260101126,01,NA,269,10009,0,4114,NA,2016
SEGEBERGER KLINIKEN GMBH   Zentralverwaltung                                                      ,2017-10-16,260101126,02,NA,24,1414,0,180,NA,2016
"SEGEBERGER KLINIKEN GMBH
Zentralverwaltung",2017-10-16,260101126,03,NA,182,9063,73,13464,NA,2016
"SEGEBERGER KLINIKEN GMBH
Standort Psychosomatische Tagesklinik",2017-10-16,260101126,04,NA,0,148,148,0,NA,2016
"SEGEBERGER KLINIKEN GMBH  
Zentralverwaltung",2017-11-10,260101126,99,NA,475,20634,221,17758,NA,2016
Klinikum Itzehoe,2017-11-08,260101137,00,NA,708,30200,3206,36245,NA,2016
Krankenhaus Reinbek St. Adolf-Stift GmbH,2017-12-15,260101193,00,NA,346,17979,0,24318,NA,2016
Schwentinental,2017-12-12,260101320,00,NA,12,581,0,104,NA,2016
"Helios Ostseeklinik Damp
",2017-11-07,260101331,00,NA,164,6232,328,7387,NA,2016
Kinderzentrum Pelzerhaken,2017-12-06,260101386,00,NA,35,453,0,0,NA,2016
Paracelsus-Nordseeklinik Helgoland,2017-12-11,260101444,00,NA,34,512,0,1701,NA,2016
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,2017-11-08,260101488,00,NA,606,25282,705,60276,NA,2016
CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,2017-10-19,260101525,00,NA,30,162,0,148,NA,2016
stationärer Bereich,2017-12-05,260101547,99,NA,50,451,0,2127,NA,2016
Tagesklinik Lübeck,2017-12-05,260101547,99,NA,8,0,34,0,NA,2016
Tagesklinik Büchen,2017-12-05,260101547,99,NA,10,0,38,1537,NA,2016
Tagesklinik Eutin,2017-12-05,260101547,99,NA,10,0,45,1136,NA,2016
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie",2017-12-12,260101547,99,NA,75,451,117,4800,NA,2016
Schön Klinik Neustadt,2017-11-14,260101809,00,NA,324,14618,66,32454,NA,2016
Westküstenkliniken Brunsbüttel und Heide gGmbH,2017-12-15,260101865,99,NA,665,24864,1579,37039,NA,2016
Westküstenkliniken Brunsbüttel und Heide gGmbH,2017-12-15,260101865,99,NA,136,5758,653,6709,NA,2016
Westküstenkliniken Brunsbüttel und Heide gGmbH,2017-12-15,260101865,99,NA,0,0,103,538,NA,2016
Westküstenkliniken Brunsbüttel und Heide gGmbH,2017-12-15,260101865,99,NA,801,30622,2335,44286,NA,2016
Schmerzklinik Kiel,2017-12-14,260101923,00,NA,80,1656,0,5212,NA,2016
Praxisklinik Kronshagen,2017-12-12,260101990,00,NA,3,618,0,3215,NA,2016
Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,2017-12-12,260102014,00,NA,164,2838,739,142,NA,2016
Asklepios Klinik Bad Oldesloe,2017-11-13,260102036,00,NA,182,6727,75,8954,NA,2016
Schön Klinik Bad Bramstedt SE & Co. KG,2017-11-07,260102047,00,NA,321,2757,0,160,NA,2016
Klinik für Geriatrie Ratzeburg GmbH,2017-11-03,260102058,00,NA,69,1054,183,0,NA,2016
Diakonissenkrankenhaus Flensburg,2017-11-09,260102069,99,NA,23,474,0,733,NA,2016
Henstedt-Ulzburg,2017-12-15,260102081,00,NA,184,9724,0,21541,NA,2016
Curtius Klinik,2017-12-05,260102149,00,NA,126,980,0,0,NA,2016
Park-Klinik Manhagen,2017-11-15,260102150,00,NA,212,21057,0,0,NA,2016
Geesthacht,2017-11-21,260102229,00,NA,100,1182,434,456,NA,2016
HELIOS Klinik Kiel,2017-11-07,260102230,00,NA,38,2835,0,0,NA,2016
"HELIOS Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",2017-11-07,260102252,00,NA,55,590,0,0,NA,2016
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",2017-12-14,260102343,00,NA,1098,51343,2705,161940,NA,2016
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",2017-12-14,260102354,00,NA,1098,54438,988,140323,NA,2016
"Zentrum für Integrative Psychiatrie, Campus Kiel",2017-09-15,260102376,00,NA,267,2067,679,14156,NA,2016
Median Klinik Lübeck,2017-11-15,260102412,00,NA,27,707,0,0,NA,2016
Sana Kliniken Lübeck GmbH,2017-11-10,260102423,00,NA,378,18958,5,12782,NA,2016
Zentrum für Integrative Psychiatrie - ZIP gGmbH Campus Lübeck,2017-09-15,260102537,00,NA,170,1494,355,7802,NA,2016
Psychiatrische Tagesklinik Neumünster gGmbH,2017-11-09,260102582,00,NA,34,1,308,1584,NA,2016
Psychiatrisches Krankenhaus Rickling,2017-12-14,260102662,99,NA,30,0,340,903,NA,2016
Klinik Klosterstraße GmbH,2017-11-14,260102673,00,NA,11,332,0,0,NA,2016
nordBLICK Augenklinik Bellevue GmbH,2017-11-08,260102695,00,NA,35,3333,7211,0,NA,2016
Universitätsklinikum Hamburg-Eppendorf,2017-11-14,260200013,00,NA,1436,61996,6400,337455,NA,2016
Asklepios Klinik St. Georg,2017-11-10,260200024,00,NA,665,29550,3295,83082,NA,2016
Asklepios Klinik Barmbek,2017-11-08,260200035,00,NA,656,36700,15,73253,NA,2016
Schön Klinik Hamburg Eilbek,2017-11-13,260200046,00,NA,754,20192,693,31613,NA,2016
Asklepios Klinik Altona,2017-11-10,260200068,00,NA,657,36501,39,46425,NA,2016
Asklepios Klinikum Harburg,2017-12-15,260200079,99,NA,857,32967,844,52092,NA,2016
Asklepios Klinikum Harburg,2017-12-15,260200079,99,NA,0,0,134,0,NA,2016
Asklepios Klinikum Harburg,2017-12-15,260200079,99,NA,0,0,28,0,NA,2016
Asklepios Klinikum Harburg,2017-12-15,260200079,99,NA,0,0,48,0,NA,2016
Asklepios Klinikum Harburg,2017-12-15,260200079,99,NA,857,32967,1054,52490,NA,2016
Asklepios  Westklinikum Hamburg GmbH,2017-12-15,260200091,00,NA,517,15416,1720,13854,NA,2016
Asklepios Klinik Wandsbek,2017-12-11,260200104,00,NA,475,19409,379,21535,NA,2016
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2017-12-15,260200171,99,NA,569,30682,0,41401,NA,2016
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2017-12-15,260200171,99,NA,127,2250,950,843,NA,2016
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2017-12-15,260200171,99,NA,696,30682,950,41401,NA,2016
AKK Altonaer Kinderkrankenhaus gGmbH,2017-11-14,260200193,00,NA,233,12271,2398,43755,NA,2016
Ev. Amalie Sieveking - Krankenhaus,2017-12-15,260200206,00,NA,302,15515,269,14589,NA,2016
BG Klinikum Hamburg gGmbH,2017-11-13,260200217,00,NA,271,9306,0,28139,NA,2016
Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,2017-11-27,260200240,00,NA,252,5654,697,6115,NA,2016
Heinrich Sengelmann Krankenhaus (Bargfeld-Stegen),2017-11-15,260200273,01,NA,220,2829,0,5393,NA,2016
Heinrich Sengelmann Krankenhaus,2017-11-15,260200273,02,NA,0,0,153,0,NA,2016
Heinrich Sengelmann Krankenhaus,2017-11-15,260200273,03,NA,0,0,183,0,NA,2016
Heinrich Sengelmann Krankenhaus,2017-11-14,260200273,04,NA,0,0,178,0,NA,2016
Heinrich Sengelmann Krankenhaus (Bargfeld-Stegen),2017-11-15,260200273,99,NA,220,2829,514,5393,NA,2016
Israelitisches Krankenhaus in Hamburg,2017-10-27,260200284,00,NA,138,8142,0,3153,NA,2016
Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2017-12-06,260200319,00,NA,247,8610,2628,47197,NA,2016
HELIOS ENDO-Klinik Hamburg,2017-11-07,260200320,00,NA,203,6935,0,0,NA,2016
Krankenhaus Jerusalem,2017-11-14,260200375,00,NA,21,2025,0,0,NA,2016
HELIOS Mariahilf Klinik Hamburg,2017-11-07,260200386,00,NA,168,13578,0,27811,NA,2016
Kath. Marienkrankenhaus gemeinnützige GmbH,2017-10-16,260200400,00,NA,605,32162,368,73635,NA,2016
Wilhelmsburger Krankenhaus Groß-Sand ,2017-11-15,260200422,00,NA,208,6362,343,399,NA,2016
KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG,2017-10-19,260200547,00,NA,100,2651,0,3458,NA,2016
Krankenhaus Tabea,2017-11-01,260200570,00,NA,155,7411,0,778,NA,2016
PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG,2017-10-19,260200581,00,NA,0,0,233,0,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,734,34082,151,42129,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,598,8922,646,15045,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,110,1668,0,2628,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,30,0,53,1239,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,25,0,455,996,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,25,0,250,1152,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,24,0,228,0,NA,2016
Asklepios Klinik Nord,2017-12-13,260200865,99,NA,1546,44672,1783,63189,NA,2016
Praxis-Klinik Bergedorf,2017-11-14,260200898,00,NA,17,1724,0,0,NA,2016
Bethesda Krankenhaus Bergedorf gemeinnützige GmbH,2017-11-14,260200901,00,NA,329,15221,612,21282,NA,2016
Universitäres Herzzentrum Hamburg GmbH,2017-11-13,260200990,00,NA,242,10214,0,10391,NA,2016
Martini-Klinik am UKE GmbH,2017-11-13,260201025,00,NA,58,2055,0,0,NA,2016
Facharztklinik Hamburg,2017-11-15,260201036,00,NA,90,5784,0,542,NA,2016
AGAPLESION DIAKONIEKLINIKUM HAMBURG,2017-11-07,260201194,00,NA,370,20218,284,28060,NA,2016
Hamburg,2017-11-14,260201229,00,NA,0,0,0,0,NA,2016
Klinik Fleetinsel Hamburg GmbH & Co. KG,2017-12-12,260201296,00,NA,75,3171,0,0,NA,2016
SKH Stadtteilklinik Hamburg,2017-12-05,260201309,00,NA,15,813,0,0,NA,2016
Psychosomatische Tagesklinik Falkenried,2017-11-14,260201321,00,NA,12,0,209,0,NA,2016
Deister Süntel Klinik,2017-11-14,260300069,00,NA,58,1789,16,129,NA,2016
Klinikum Hann. Münden,2017-11-14,260300070,00,NA,120,6233,84,181,NA,2016
Josef-Hospital Delmenhorst Krankenhaus gGmbH,2017-11-14,260300081,00,NA,340,7786,0,22548,NA,2016
HELIOS Klinik Bad Gandersheim,2017-11-07,260310027,00,NA,100,4503,0,6052,NA,2016
Asklepios Harzklinik Bad Harzburg,2017-11-15,260310038,00,NA,78,2678,0,8702,NA,2016
Klinik Dr. Muschinsky,2017-12-07,260310107,00,NA,34,969,0,0,NA,2016
Diabeteszentrum Bad Lauterberg,2017-12-11,260310130,00,NA,80,1786,0,134,NA,2016
Städtisches Klinikum Braunschweig gGmbH,2017-11-07,260310209,00,NA,1428,61875,1102,0,NA,2016
Krankenhaus Marienstift,2017-11-29,260310221,00,NA,154,8838,0,5750,NA,2016
Herzogin Elisabeth Hospital,2017-12-08,260310243,00,NA,205,9870,0,28140,NA,2016
Kirchberg-Klinik Bad Lauterberg,2017-11-10,260310265,00,NA,35,1086,0,0,NA,2016
Asklepios Harzklinik Clausthal-Zellerfeld,2017-11-15,260310323,00,NA,54,792,0,1463,NA,2016
St. Martini gGmbH Krankenhaus Duderstadt,2017-12-13,260310334,00,NA,126,7010,0,0,NA,2016
Einbecker BürgerSpital gGmbH,2017-12-01,260310345,00,NA,103,5044,0,8928,NA,2016
HELIOS Klinikum Gifhorn GmbH,2017-11-07,260310367,00,NA,366,21267,0,25205,NA,2016
Universitätsmedizin Göttingen,2017-11-02,260310378,00,NA,1554,54173,6254,214921,NA,2016
Asklepios Fachklinikum Göttingen,2017-11-15,260310425,00,NA,428,5378,529,9794,NA,2016
Evangelisches Krankenhaus Göttingen-Weende gGmbH,2017-11-08,260310447,00,NA,433,18912,0,0,NA,2016
Asklepios Harzklinik Goslar,2017-11-15,260310469,00,NA,310,15597,0,21529,NA,2016
HELIOS St. Marienberg Klinik Helmstedt,2017-11-07,260310539,00,NA,229,15157,0,20615,NA,2016
AWO Psychiatriezentrum,2017-12-12,260310562,00,NA,664,7474,785,8564,NA,2016
"DR. FONTHEIM, Klinik für Psychiatrie, Psychotherapie und Psychosomatik",2017-12-06,260310573,00,NA,345,3354,492,12576,NA,2016
HELIOS Albert-Schweitzer-Klinik Northeim,2017-11-07,260310595,00,NA,210,13669,0,26804,NA,2016
HELIOS Klinik Herzberg/Osterode,2017-11-07,260310619,00,NA,214,11066,0,20527,NA,2016
Klinikum Peine gGmbH,2017-12-13,260310642,00,NA,312,14526,0,15492,NA,2016
Asklepios Fachklinikum Tiefenbrunn,2017-11-15,260310653,00,NA,182,911,0,1860,NA,2016
St. Elisabeth Krankenhaus Salzgitter gGmbH,2017-12-14,260310664,00,NA,115,6498,0,8524,NA,2016
HELIOS Klinikum Salzgitter GmbH,2017-11-07,260310686,00,NA,329,16627,0,32170,NA,2016
Helios Klinik Wittingen GmbH,2017-11-07,260310733,00,NA,39,2272,0,3337,NA,2016
Städtisches Klinikum Wolfenbüttel gGmbH,2017-11-09,260310744,00,NA,283,15060,0,14721,NA,2016
Klinikum Wolfsburg,2017-11-14,260310766,00,NA,547,31287,25,2974,NA,2016
Venenzentrum Braunschweig,2017-11-13,260310959,00,NA,19,2143,0,778,NA,2016
Asklepios Kliniken Schildautal,2017-11-05,260311006,00,NA,304,12861,0,10374,NA,2016
Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf,2017-11-08,260311051,00,NA,104,6078,0,0,NA,2016
Augenklinik Dr. Hoffmann,2017-12-01,260311197,00,NA,21,1649,1550,0,NA,2016
AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH,2017-11-07,260311302,00,NA,100,8896,0,336,NA,2016
AMEOS Klinikum Alfeld,2017-11-07,260320018,00,NA,133,5744,0,4780,NA,2016
"Alexianer Kliniken Landkreis Diepholz GmbH, Klinik Bassum",2017-12-11,260320212,00,NA,290,6183,162,16724,NA,2016
Krankenhaus Lindenbrunn,2017-11-14,260320267,00,NA,106,1466,0,0,NA,2016
HELIOS Lungenklinik Diekholzen,2017-11-07,260320278,00,NA,66,2244,0,0,NA,2016
"Alexianer Landkreis Diepholz GmbH, Klinik Diepholz",2017-12-04,260320289,00,NA,130,6883,0,13578,NA,2016
Johanniter-Krankenhaus Gronau GmbH,2017-11-10,260320303,00,NA,117,4998,0,9673,NA,2016
Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont,2017-12-05,260320336,00,NA,428,22858,0,42057,NA,2016
Sophienklinik GmbH,2017-12-14,260320370,00,NA,28,1514,0,0,NA,2016
Sophienklinik GmbH,2017-12-14,260320450,00,NA,88,4538,0,0,NA,2016
DRK-Krankenhaus Clementinenhaus,2017-11-01,260320494,00,NA,195,11340,0,8622,NA,2016
Kinder- und Jugendkrankenhaus AUF DER BULT,2017-12-08,260320508,00,NA,272,10827,2597,44362,NA,2016
DIAKOVERE Henriettenstift ,2017-11-28,260320520,00,NA,511,21846,169,27157,NA,2016
DIAKOVERE Friederikenstift ,2017-10-25,260320531,00,NA,562,23735,0,32099,NA,2016
KRH Klinikum Nordstadt,2017-11-13,260320586,00,NA,442,21954,1,48091,NA,2016
Medizinische Hochschule Hannover,2017-12-01,260320597,00,NA,1520,63165,3819,459719,NA,2016
Vinzenzkrankenhaus Hannover,2017-12-12,260320600,00,NA,345,21228,0,16849,NA,2016
BDH-Klinik Hessisch Oldendorf gGmbH,2017-11-14,260320611,00,NA,113,1237,0,0,NA,2016
St. Bernward Krankenhaus,2017-12-11,260320622,00,NA,511,27387,800,42804,NA,2016
HELIOS Klinikum Hildesheim GmbH,2017-11-07,260320633,00,NA,566,25819,0,76350,NA,2016
KRH Psychiatrie Langenhagen,2017-11-30,260320688,00,NA,184,2712,334,15385,NA,2016
Paracelsus-Klinik am Silbersee,2017-12-14,260320699,00,NA,90,4846,0,3748,NA,2016
Burghof-Klinik,2017-12-07,260320757,00,NA,166,2018,623,8685,NA,2016
Klinikum Wahrendorff,2017-12-08,260320780,00,NA,254,4133,2293,12544,NA,2016
Augenklinik Stadthagen,2017-11-08,260320804,00,NA,3,519,0,0,NA,2016
"Alexianer Landkreis Diepholz GmbH, Klinik Sulingen",2017-12-04,260320859,00,NA,133,5972,0,12404,NA,2016
DIAKOVERE Annastift  ,2017-10-25,260321111,00,NA,178,6253,0,26833,NA,2016
KRH Geriatrie Langenhagen (Akut-Geriatrie),2017-11-14,260321224,00,NA,40,847,0,0,NA,2016
Helios Kliniken Mittelweser,2017-11-07,260321304,00,NA,249,15472,0,24709,NA,2016
Helios Kliniken Mittelweser,2017-11-07,260321315,00,NA,63,2219,0,1961,NA,2016
KRH Klinikum Robert Koch Gehrden,2017-11-14,260321451,00,NA,358,22000,0,41600,NA,2016
KRH Klinikum Agnes Karll Laatzen,2017-11-09,260321484,00,NA,260,11777,0,21089,NA,2016
KRH Klinikum Großburgwedel,2017-11-09,260321495,00,NA,223,13245,0,31018,NA,2016
AMEOS Klinikum Hildesheim,2017-11-08,260321509,00,NA,353,4871,578,9047,NA,2016
KRH Klinikum Neustadt am Rübenberge,2017-11-13,260321510,00,NA,283,16852,229,30111,NA,2016
KRH Klinikum Lehrte,2017-11-09,260321521,00,NA,169,8568,0,33612,NA,2016
KRH Psychiatrie Wunstorf,2017-11-14,260321587,00,NA,392,4965,778,38262,NA,2016
MEDIAN Zentrum für Verhaltensmedizin Bad Pyrmont - Fachkrankenhaus,2017-11-14,260321623,00,NA,68,543,0,0,NA,2016
AMEOS Klinikum Hameln,2017-11-08,260321634,00,NA,32,283,116,2563,NA,2016
MediClin Klinik für Akutpsychosomatik und Psychotherapie,2017-10-26,260321656,00,NA,35,284,0,0,NA,2016
AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH,2017-10-23,260321703,00,NA,257,11920,0,10431,NA,2016
AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN,2017-11-13,260321714,00,NA,183,9008,0,12242,NA,2016
AGAPLESION EV. KRANKENHAUS BETHEL Bückeburg gGmbH,2017-10-27,260321725,00,NA,166,9319,0,12514,NA,2016
"Klinikum Schaumburg, Kreiskrankenhaus Rinteln",2017-10-27,260321747,00,NA,63,924,0,913,NA,2016
"Klinikum Schaumburg, Kreiskrankenhaus Stadthagen",2017-10-27,260321758,00,NA,191,10566,0,15031,NA,2016
KRH Klinikum Siloah ,2017-11-13,260321781,00,NA,555,27281,260,0,NA,2016
Psychiatrisch-Psychosomatische Klinik Celle,2017-12-05,260321805,00,NA,56,1047,342,758,NA,2016
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim",2017-12-05,260330010,00,NA,131,6517,0,16205,NA,2016
Diana Krankenhausbetriebsgesellschaft mbH,2017-12-01,260330021,00,NA,43,378,0,0,NA,2016
Caduceus Klinik,2017-12-07,260330054,00,NA,33,268,0,0,NA,2016
OsteMed Klinik Bremervörde,2017-11-14,260330098,00,NA,102,5912,0,9487,NA,2016
