Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Bettenzahl,Vollstationaere_Fallzahl,Teilstationaere_Fallzahl,Ambulante_Fallzahl,StaeB_Fallzahl,year
AMEOS Klinikum Kiel,2018-11-12,260100660,02,NA,306,594,18,1389,NA,2017
AMEOS Klinikum Preetz,2018-11-12,260100660,03,NA,306,558,60,1555,NA,2017
AMEOS Klinikum Oldenburg,2018-11-12,260100660,04,NA,15,0,77,1430,NA,2017
AMEOS Klinikum Oldenburg,2018-11-08,260100660,05,NA,25,1134,0,507,NA,2017
AMEOS Klinikum Heiligenhafen,2018-11-12,260100660,99,NA,958,4331,247,9032,NA,2017
Sankt Elisabeth Krankenhaus Eutin,2018-11-14,260100682,00,NA,110,1851,226,0,NA,2017
Helios Agnes Karll Krankenhaus Bad Schwartau,2018-10-31,260100693,00,NA,77,4570,0,0,NA,2017
AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,2018-11-08,260100706,00,NA,50,800,0,0,NA,2017
"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",2018-11-08,260100717,04,NA,100,1425,300,90,NA,2017
Regio Kliniken GmbH - Klinikum Pinneberg,2018-10-25,260100739,01,NA,322,16613,88,24463,NA,2017
Regio Kliniken GmbH - Klinikum Elmshorn,2018-10-25,260100739,02,NA,476,14240,529,19893,NA,2017
Regio Kliniken GmbH - Klinikum Wedel,2018-10-25,260100739,03,NA,106,2718,199,495,NA,2017
Regio Kliniken GmbH - TK Norderstedt,2018-10-25,260100739,04,NA,15,0,75,385,NA,2017
Regio Kliniken GmbH,2018-10-25,260100739,99,NA,919,33571,891,45236,NA,2017
Klinik Preetz,2018-11-05,260100820,00,NA,171,9877,0,9432,NA,2017
Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,2018-12-06,260100831,00,NA,44,1629,0,0,NA,2017
imland GmbH - imland Klinik Eckernförde,2018-11-28,260100875,01,NA,194,8699,168,17853,NA,2017
imland GmbH - imland Klinik Rendsburg,2018-11-28,260100875,02,NA,590,26204,783,43115,NA,2017
imland Klinik Rendsburg-Eckernförde,2018-11-28,260100875,99,NA,784,34903,951,60968,NA,2017
HELIOS Klinik Schleswig GmbH,2018-10-31,260100911,00,NA,376,15723,20,47564,NA,2017
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2018-10-31,260100922,01,NA,307,1874,190,24834,NA,2017
HELIOS Tagesklinik Psychiatrie (Erwachsene),2018-10-31,260100922,02,NA,307,0,222,0,NA,2017
HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie Tagesklinik Baumhaus Schleswig,2018-10-31,260100922,03,NA,307,1148,94,0,NA,2017
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum",2018-10-31,260100922,04,NA,307,0,39,0,NA,2017
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2018-10-31,260100922,99,NA,1228,3022,545,24834,NA,2017
Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie,2018-10-24,260101002,00,NA,36,185,88,1030,NA,2017
Margarethen Klinik gemeinnützige GmbH,2018-12-11,260101024,03,NA,16,987,0,0,NA,2017
Medizinische Klinik Borstel,2018-11-15,260101079,00,NA,83,2729,615,5692,NA,2017
Psychiatrisches Krankenhaus Rickling,2018-12-06,260101091,01,NA,316,3930,0,4850,NA,2017
Psychiatrisches Krankenhaus Rickling,2018-12-06,260101091,99,NA,406,3930,1020,10921,NA,2017
Klinikum Bad Bramstedt GmbH,2018-10-23,260101104,00,NA,202,4651,0,4096,NA,2017
SEGEBERGER KLINIKEN GMBH Am Kurpark,2018-10-19,260101126,01,NA,230,8118,0,4193,NA,2017
PRAXISKLINIK NORDERSTEDT,2018-10-04,260101126,02,NA,19,1363,0,146,NA,2017
AK SEGEBERGER KLINIKEN GMBH,2018-10-04,260101126,03,NA,192,10719,85,13478,NA,2017
Psychosomatische Tagesklinik,2018-10-04,260101126,04,NA,0,135,135,0,NA,2017
Neurologisches Zentrum,2018-10-04,260101126,05,NA,101,1118,0,0,NA,2017
"SEGEBERGER KLINIKEN GMBH
Zentralverwaltung",2018-10-24,260101126,99,NA,542,21453,220,17817,NA,2017
Klinikum Itzehoe,2018-11-07,260101137,00,NA,708,28202,2949,40447,NA,2017
Krankenhaus Reinbek St. Adolf-Stift GmbH,2018-11-14,260101193,00,NA,351,18455,0,23509,NA,2017
DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,2018-11-13,260101320,00,NA,12,594,0,101,NA,2017
"Helios Ostseeklinik Damp
",2018-10-31,260101331,00,NA,164,6416,358,6167,NA,2017
Kinderzentrum Pelzerhaken,2018-11-07,260101386,00,NA,36,450,0,2122,NA,2017
Paracelsus-Nordseeklinik Helgoland,2018-11-12,260101444,00,NA,34,514,0,1630,NA,2017
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,2018-11-08,260101488,00,NA,638,25490,753,59830,NA,2017
CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,2018-10-23,260101525,00,NA,30,51,0,146,NA,2017
Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),2018-11-01,260101547,01,NA,47,481,0,1771,NA,2017
Vorwerker Fachklinik (Tagesklinik Lübeck),2018-11-01,260101547,02,NA,9,0,36,0,NA,2017
Vorwerker Fachklinik (Tagesklinik Büchen),2018-11-01,260101547,03,NA,10,0,41,1630,NA,2017
Vorwerker Fachklinik (Tagesklinik Eutin),2018-11-01,260101547,04,NA,10,0,42,1233,NA,2017
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie",2018-11-01,260101547,99,NA,76,481,119,4634,NA,2017
Schön Klinik Neustadt,2018-11-13,260101809,00,NA,357,15295,0,31369,NA,2017
Westküstenklinikum Heide,2018-12-14,260101865,01,NA,630,24333,729,1000,NA,2017
Westküstenklinikum Brunsbüttel,2018-12-14,260101865,02,NA,117,5643,922,5173,NA,2017
Tagesklinik für Psychiatrie und Psychosomatik,2018-12-14,260101865,03,NA,0,0,105,0,NA,2017
Westküstenkliniken Brunsbüttel und Heide gGmbH,2018-12-14,260101865,99,NA,747,29976,1756,39147,NA,2017
Schmerzklinik Kiel,2018-11-05,260101923,00,NA,80,1683,0,5628,NA,2017
Praxisklinik Kronshagen,2018-11-06,260101990,00,NA,3,407,0,0,NA,2017
Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,2018-11-08,260102014,00,NA,164,2824,658,138,NA,2017
Asklepios Klinik Bad Oldesloe,2018-11-15,260102036,00,NA,173,6404,147,9102,NA,2017
Schön Klinik Bad Bramstedt SE & Co. KG,2018-11-09,260102047,00,NA,321,2621,0,0,NA,2017
Klinik für Geriatrie Ratzeburg GmbH,2018-11-13,260102058,00,NA,69,1096,199,0,NA,2017
Förde-Klinik ein Haus der Diako Flensburg,2018-11-10,260102069,02,NA,23,533,0,896,NA,2017
Henstedt-Ulzburg,2018-11-15,260102081,00,NA,184,9476,0,22973,NA,2017
Curtius Klinik,2018-08-29,260102149,00,NA,126,1024,0,0,NA,2017
Parkklinik Manhagen GmbH & Co. KG,2018-12-05,260102150,00,NA,127,17834,0,0,NA,2017
Geesthacht,2018-12-05,260102229,00,NA,100,1189,425,332,NA,2017
HELIOS Klinik Kiel,2018-10-31,260102230,00,NA,38,2853,0,0,NA,2017
"HELIOS Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",2018-10-31,260102252,00,NA,65,654,0,0,NA,2017
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",2018-12-13,260102343,00,NA,1107,51613,2826,156762,NA,2017
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",2018-12-13,260102354,00,NA,1049,54988,1173,143001,NA,2017
"Zentrum für Integrative Psychiatrie, Campus Kiel",2018-10-30,260102376,00,NA,293,2154,680,15404,NA,2017
Median Klinik Lübeck,2018-11-14,260102412,00,NA,27,0,0,0,NA,2017
"Sana Kliniken Lübeck GmbH, Krankenhaus Süd",2018-11-12,260102423,01,NA,389,17550,0,11728,NA,2017
"Sana Kliniken Lübeck GmbH, Praxisklinik Travemünde",2018-11-12,260102423,02,NA,28,1288,0,677,NA,2017
Sana Kliniken Lübeck GmbH,2018-11-12,260102423,99,NA,417,18838,0,12405,NA,2017
Zentrum für Integrative Psychiatrie - ZIP gGmbH Campus Lübeck,2018-10-25,260102537,00,NA,153,1552,246,9879,NA,2017
Psychiatrische Tagesklinik Neumünster gGmbH,2018-11-13,260102582,00,NA,34,0,315,1441,NA,2017
Psychiatrisches Krankenhaus Rickling (TK Norderstedt),2018-12-06,260102662,04,NA,30,0,405,1323,NA,2017
Klinik Klosterstraße GmbH,2018-11-12,260102673,00,NA,6,286,0,815,NA,2017
nordBLICK Augenklinik Bellevue GmbH,2018-10-24,260102695,00,NA,30,2727,8206,0,NA,2017
Universitätsklinikum Hamburg-Eppendorf,2018-11-08,260200013,00,NA,1436,63711,6914,338739,NA,2017
Asklepios Klinik St. Georg,2018-11-02,260200024,00,NA,707,28804,3230,53768,NA,2017
Asklepios Klinik Barmbek,2018-11-08,260200035,00,NA,656,35498,27,34819,NA,2017
Schön Klinik Hamburg Eilbek,2018-11-09,260200046,00,NA,754,18922,596,32320,NA,2017
Asklepios Klinik Altona,2018-12-14,260200068,00,NA,657,34841,0,45591,NA,2017
Asklepios Klinikum Harburg,2018-11-13,260200079,01,NA,868,31626,1209,49376,NA,2017
Asklepios Klinikum Harburg - Psychiatrische Stadtteiltagesklinik am Standort Wilhelmsburg,2018-11-13,260200079,02,NA,0,0,193,0,NA,2017
Asklepios Klinikum Harburg - Tagesklinik Neugraben,2018-11-13,260200079,03,NA,0,0,24,0,NA,2017
"Asklepios Klinikum Harburg - Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik- Institutsambulanz und Tagesklinik am Standort Osdorf",2018-11-13,260200079,04,NA,0,0,84,0,NA,2017
Asklepios Klinikum Harburg,2018-11-13,260200079,99,NA,868,31626,1510,49376,NA,2017
Asklepios  Westklinikum Hamburg GmbH,2018-12-12,260200091,00,NA,517,15325,1204,12196,NA,2017
Asklepios Klinik Wandsbek,2018-11-07,260200104,00,NA,475,19769,425,26144,NA,2017
Albertinen-Krankenhaus,2018-12-13,260200171,01,NA,569,28393,0,35069,NA,2017
Albertinen-Haus,2018-12-13,260200171,02,NA,127,2004,814,810,NA,2017
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2018-12-13,260200171,99,NA,696,30397,814,35879,NA,2017
AKK Altonaer Kinderkrankenhaus gGmbH,2018-11-14,260200193,00,NA,238,11890,2846,43755,NA,2017
Ev. Amalie Sieveking - Krankenhaus,2018-11-30,260200206,00,NA,328,15729,267,0,NA,2017
BG Klinikum Hamburg gGmbH,2018-11-09,260200217,00,NA,271,9724,0,27965,NA,2017
Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,2018-11-13,260200240,00,NA,252,5514,547,6561,NA,2017
Heinrich Sengelmann Krankenhaus,2018-11-12,260200273,01,NA,220,2866,0,5987,NA,2017
Heinrich Sengelmann Tagesklinik Ahrensburg,2018-11-09,260200273,02,NA,0,0,189,0,NA,2017
Heinrich Sengelmann Tagesklinik Reinbek,2018-11-12,260200273,03,NA,0,0,189,0,NA,2017
Heinrich Sengelmann Tagesklinik Bargteheide,2018-11-12,260200273,04,NA,0,0,161,0,NA,2017
Heinrich Sengelmann Kliniken ,2018-11-12,260200273,99,NA,220,2866,539,5987,NA,2017
Israelitisches Krankenhaus in Hamburg,2018-11-08,260200284,00,NA,138,8784,0,3205,NA,2017
Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2018-11-13,260200319,00,NA,247,8500,2559,45481,NA,2017
Helios ENDO-Klinik Hamburg,2018-10-31,260200320,00,NA,203,7443,0,0,NA,2017
Krankenhaus Jerusalem,2018-11-08,260200375,00,NA,21,2070,0,0,NA,2017
HELIOS Mariahilf Klinik Hamburg,2018-10-31,260200386,00,NA,168,13542,0,26108,NA,2017
Kath. Marienkrankenhaus gmeinnützige GmbH,2018-10-15,260200400,00,NA,605,31106,408,69807,NA,2017
Wilhelmsburger Krankenhaus Groß-Sand ,2018-11-12,260200422,00,NA,208,6371,345,18264,NA,2017
KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG,2018-10-23,260200547,00,NA,100,2542,0,4565,NA,2017
Krankenhaus Tabea,2018-10-18,260200570,00,NA,123,7576,0,586,NA,2017
PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG,2018-10-23,260200581,00,NA,30,0,240,0,NA,2017
"Asklepios Klinik Nord, Heidberg",2018-12-13,260200865,01,NA,734,32515,585,40113,NA,2017
"Asklepios Klinik Nord, Ochsenzoll",2018-12-13,260200865,02,NA,598,9419,536,22817,NA,2017
"Asklepios Klinik Nord, Wandsbek Psychiatrie",2018-12-13,260200865,03,NA,110,1787,301,2658,NA,2017
"Asklepios Klinik Nord, Tagesklinik Volksdorf",2018-12-13,260200865,04,NA,30,0,276,1742,NA,2017
"Asklepios Klinik Nord, Tagesklinik Steilshoop",2018-12-13,260200865,05,NA,25,0,250,1742,NA,2017
"Asklepios Klinik Nord, Tagesklinik Wandsbek-Horn",2018-12-13,260200865,06,NA,25,0,233,1335,NA,2017
"Asklepios Klinik Nord, Tagesklinik Alstertor",2018-12-13,260200865,07,NA,24,0,225,2670,NA,2017
Asklepios Klinik Nord,2018-12-13,260200865,99,NA,1546,43721,2406,73077,NA,2017
Praxis-Klinik Bergedorf,2018-11-13,260200898,00,NA,17,1731,0,0,NA,2017
"Bethesda - Allgemeines Krankenhaus gGmbH, Bergedor",2018-11-13,260200901,00,NA,329,15061,457,21282,NA,2017
Universitäres Herzzentrum Hamburg GmbH,2018-11-08,260200990,00,NA,242,9780,0,27938,NA,2017
Martini-Klinik am UKE GmbH,2018-11-08,260201025,00,NA,58,2046,0,6027,NA,2017
Facharztklinik Hamburg,2018-11-13,260201036,00,NA,90,5579,0,164,NA,2017
AGAPLESION DIAKONIEKLINIKUM HAMBURG,2018-10-16,260201194,00,NA,386,19269,300,28867,NA,2017
Bundeswehrkrankenhaus Hamburg,2018-11-09,260201229,00,NA,307,11016,0,84301,NA,2017
ATOS Klinik Fleetinsel GmbH & Co. KG,2018-11-12,260201296,00,NA,49,3840,0,0,NA,2017
SKH Stadtteilklinik Hamburg,2018-11-07,260201309,00,NA,15,746,0,0,NA,2017
Psychosomatische Tagesklinik Falkenried,2018-11-06,260201321,00,NA,12,0,249,0,NA,2017
Deister Süntel Klinik,2018-11-14,260300069,00,NA,58,1930,13,99,NA,2017
Klinikum Hann. Münden,2018-11-14,260300070,00,NA,158,6604,74,16021,NA,2017
Klinik für Psychosomatische Medizin und Psychotherapie,2018-11-12,260300105,00,NA,40,33,0,0,NA,2017
AGAPLESION EV. KLINIKUM SCHAUMBURG gemeinnützige GmbH,2018-11-13,260300229,00,NA,437,1257,0,1958,NA,2017
HELIOS Klinik Bad Gandersheim,2018-10-31,260310027,00,NA,100,3673,0,6213,NA,2017
Asklepios Harzklinik Bad Harzburg,2018-10-24,260310038,00,NA,78,2488,0,9843,NA,2017
Klinik Dr. Muschinsky,2018-11-12,260310107,00,NA,34,971,0,0,NA,2017
Diabeteszentrum Bad Lauterberg,2018-11-06,260310130,00,NA,80,1812,0,108,NA,2017
Städtisches Klinikum Braunschweig gGmbH,2018-11-09,260310209,00,NA,1499,62433,1085,0,NA,2017
Krankenhaus Marienstift,2018-11-14,260310221,00,NA,162,9119,0,6000,NA,2017
Herzogin Elisabeth Hospital,2018-10-29,260310243,00,NA,205,10151,0,27001,NA,2017
Kirchberg-Klinik Bad Lauterberg,2018-10-15,260310265,00,NA,35,1121,0,0,NA,2017
Asklepios Harzklinik Clausthal-Zellerfeld,2018-10-24,260310323,00,NA,54,693,0,982,NA,2017
St. Martini gGmbH Krankenhaus Duderstadt,2018-11-14,260310334,00,NA,140,6832,0,14730,NA,2017
Einbecker BürgerSpital GmbH,2018-11-12,260310345,00,NA,103,4934,0,6817,NA,2017
HELIOS Klinikum Gifhorn GmbH,2018-10-31,260310367,00,NA,370,21250,0,23767,NA,2017
Universitätsmedizin Göttingen,2018-11-07,260310378,00,NA,1563,55159,6397,222303,NA,2017
Asklepios Fachklinikum Göttingen,2018-11-14,260310425,00,NA,428,5339,589,10197,NA,2017
Evangelisches Krankenhaus Göttingen-Weende gGmbH,2018-11-12,260310447,00,NA,433,19288,0,0,NA,2017
Asklepios Harzklinik Goslar,2018-10-24,260310469,00,NA,310,16077,0,21460,NA,2017
HELIOS St. Marienberg Klinik Helmstedt,2018-10-31,260310539,00,NA,283,16154,0,18920,NA,2017
AWO Psychiatriezentrum,2018-11-15,260310562,00,NA,672,7505,820,9342,NA,2017
"DR. FONTHEIM, Klinik für Psychiatrie, Psychotherapie und Psychosomatik",2018-11-15,260310573,00,NA,345,3418,514,13274,NA,2017
HELIOS Albert-Schweitzer-Klinik Northeim,2018-10-31,260310595,00,NA,210,13226,0,18900,NA,2017
Helios Klinik Herzberg/Osterode,2018-10-31,260310619,00,NA,214,10654,0,18979,NA,2017
Klinikum Peine gGmbH,2018-12-13,260310642,00,NA,312,13886,0,14824,NA,2017
Asklepios Fachklinikum Tiefenbrunn,2018-11-14,260310653,00,NA,182,962,0,1705,NA,2017
St. Elisabeth Krankenhaus Salzgitter gGmbH,2018-10-15,260310664,00,NA,115,6501,0,7371,NA,2017
HELIOS Klinikum Salzgitter GmbH,2018-10-31,260310686,00,NA,321,16652,0,28621,NA,2017
Helios Klinik Wittingen GmbH,2018-10-31,260310733,00,NA,35,2303,0,5081,NA,2017
Städtisches Klinikum Wolfenbüttel gGmbH,2018-11-12,260310744,00,NA,283,15051,0,18043,NA,2017
Klinikum Wolfsburg,2018-11-14,260310766,00,NA,547,31646,0,54076,NA,2017
Venenzentrum Braunschweig,2018-11-13,260310959,00,NA,19,2676,0,588,NA,2017
Asklepios Kliniken Schildautal,2018-11-14,260311006,00,NA,304,12111,0,10781,NA,2017
Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf,2018-11-12,260311051,00,NA,104,5880,0,0,NA,2017
Augenklinik Dr. Hoffmann,2018-11-14,260311197,00,NA,21,1702,1656,0,NA,2017
AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH,2018-11-12,260311302,00,NA,100,8804,0,539,NA,2017
AMEOS Klinikum Alfeld,2018-11-02,260320018,00,NA,133,5538,0,2881,NA,2017
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum",2018-11-07,260320212,00,NA,290,6204,160,14706,NA,2017
Krankenhaus Lindenbrunn,2018-11-14,260320267,00,NA,106,1467,0,0,NA,2017
Helios Lungenklinik Diekholzen,2018-10-31,260320278,00,NA,66,2313,0,1701,NA,2017
"Kliniken Landkreis Diepholz gGmbH, Klinik Diepholz",2018-11-07,260320289,00,NA,130,7090,0,8616,NA,2017
Johanniter-Krankenhaus Gronau GmbH,2018-11-06,260320303,00,NA,117,5050,0,8281,NA,2017
Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont,2018-11-12,260320336,00,NA,402,23023,0,40313,NA,2017
Sophienklinik Vahrenwald,2018-11-08,260320370,00,NA,28,1516,0,0,NA,2017
Sophienklinik GmbH,2018-11-08,260320450,00,NA,117,5613,0,0,NA,2017
DRK-Krankenhaus Clementinenhaus,2018-11-07,260320494,00,NA,195,11215,0,9132,NA,2017
Kinder- und Jugendkrankenhaus AUF DER BULT,2018-11-05,260320508,00,NA,272,10233,2758,45365,NA,2017
DIAKOVERE Henriettenstift ,2018-11-08,260320520,00,NA,511,21450,187,27106,NA,2017
DIAKOVERE Friederikenstift ,2018-11-08,260320531,00,NA,562,24856,0,34633,NA,2017
KRH Klinikum Nordstadt,2018-11-12,260320586,00,NA,428,20565,0,43095,NA,2017
Medizinische Hochschule Hannover,2018-11-14,260320597,00,NA,1520,62891,3784,472645,NA,2017
Vinzenzkrankenhaus Hannover,2018-11-13,260320600,00,NA,345,21391,0,16546,NA,2017
BDH-Klinik Hessisch Oldendorf gGmbH,2018-11-02,260320611,00,NA,113,1351,0,0,NA,2017
St. Bernward Krankenhaus,2018-11-13,260320622,00,NA,502,26525,809,42848,NA,2017
Helios Klinikum Hildesheim GmbH,2018-10-31,260320633,00,NA,566,25423,0,76828,NA,2017
KRH Psychiatrie Langenhagen,2018-11-13,260320688,00,NA,184,2284,270,16911,NA,2017
Paracelsus-Klinik am Silbersee,2018-12-07,260320699,00,NA,90,4814,0,790,NA,2017
Burghof-Klinik,2018-10-16,260320757,00,NA,182,1761,573,9622,NA,2017
Klinikum Wahrendorff,2018-10-17,260320780,00,NA,281,4055,2346,12569,NA,2017
Augenklinik Stadthagen,2018-11-12,260320804,00,NA,3,704,0,0,NA,2017
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen",2018-11-08,260320859,00,NA,133,6198,0,11308,NA,2017
DIAKOVERE Annastift  ,2018-11-08,260321111,00,NA,171,6249,0,32142,NA,2017
KRH Geriatrie Langenhagen (Akut-Geriatrie),2018-11-14,260321224,00,NA,40,1101,0,0,NA,2017
Helios Kliniken Mittelweser,2018-10-31,260321304,00,NA,249,16078,0,27815,NA,2017
Helios Kliniken Mittelweser,2018-10-31,260321315,00,NA,63,1991,0,1685,NA,2017
KRH Klinikum Robert Koch Gehrden,2018-11-09,260321451,00,NA,358,21842,0,37004,NA,2017
KRH Klinikum Agnes Karll Laatzen,2018-11-13,260321484,00,NA,250,11497,0,19853,NA,2017
KRH Klinikum Großburgwedel,2018-11-12,260321495,00,NA,223,13171,0,26569,NA,2017
AMEOS Klinikum Hildesheim,2018-11-12,260321509,00,NA,475,4751,560,9075,NA,2017
KRH Klinikum Neustadt am Rübenberge,2018-11-09,260321510,00,NA,280,16204,0,27000,NA,2017
KRH Klinikum Lehrte,2018-11-13,260321521,00,NA,169,8601,0,33311,NA,2017
KRH Psychiatrie Wunstorf,2018-11-08,260321587,00,NA,486,4281,666,39086,NA,2017
MEDIAN Zentrum für Verhaltensmedizin Bad Pyrmont - Fachkrankenhaus,2018-11-14,260321623,00,NA,68,561,0,0,NA,2017
AMEOS Klinikum Hameln,2018-11-06,260321634,00,NA,38,296,136,2404,NA,2017
MediClin Klinik für Akutpsychosomatik und Psychotherapie,2018-10-04,260321656,00,NA,43,278,0,0,NA,2017
AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH,2018-10-15,260321703,00,NA,280,12018,0,10578,NA,2017
