Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Bettenzahl,Vollstationaere_Fallzahl,Teilstationaere_Fallzahl,Ambulante_Fallzahl,StaeB_Fallzahl,year
DIAKO Nordfriesland gGmbH (Tagesklinik Breklum),2019-09-20,260100546,02,NA,0,0,104,0,NA,2018
DIAKO Nordfriesland gGmbH (Tagesklinik Husum),2019-09-20,260100546,03,NA,0,0,162,0,NA,2018
DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),2019-09-20,260100546,04,NA,0,0,79,0,NA,2018
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,2019-10-10,260100546,99,NA,99,1877,597,17976,NA,2018
Asklepios Nordseeklinik Westerland/Sylt,2019-12-11,260100557,00,NA,95,4388,0,12648,NA,2018
Klinik Dr. Winkler,2019-11-05,260100580,00,NA,21,879,0,0,NA,2018
Sana Kliniken Ostholstein GmbH - Klinik Eutin,2019-11-13,260100626,01,NA,197,11190,3186,19645,NA,2018
Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,2019-11-13,260100626,02,NA,151,6011,443,12948,NA,2018
Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,2019-11-13,260100626,03,NA,28,1021,0,6149,NA,2018
"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",2019-11-13,260100626,04,NA,100,1387,302,0,NA,2018
Sana Kliniken Ostholstein GmbH,2019-11-13,260100626,99,NA,476,19609,3931,38742,NA,2018
AMEOS Klinikum Neustadt,2019-11-06,260100659,01,NA,276,1981,0,3451,NA,2018
AMEOS Klinikum Lübeck,2019-11-06,260100659,02,NA,276,778,128,2439,NA,2018
AMEOS Klinikum Eutin,2019-11-06,260100659,03,NA,276,0,216,1648,NA,2018
AMEOS Klinikum Neustadt,2019-11-06,260100659,99,NA,828,2759,344,7538,NA,2018
AMEOS Klinikum Heiligenhafen,2019-11-06,260100660,01,NA,332,1999,81,4143,NA,2018
AMEOS Klinikum Kiel,2019-11-06,260100660,02,NA,332,598,11,1443,NA,2018
AMEOS Klinikum Preetz,2019-11-06,260100660,03,NA,332,738,132,1593,NA,2018
AMEOS Klinikum Oldenburg,2019-11-06,260100660,04,NA,332,0,83,1028,NA,2018
AMEOS Klinikum Oldenburg,2019-11-06,260100660,05,NA,332,1121,0,464,NA,2018
AMEOS Klinikum Heiligenhafen,2019-11-06,260100660,99,NA,1660,4456,307,8671,NA,2018
Sankt Elisabeth Krankenhaus Eutin,2019-11-12,260100682,00,NA,110,1923,226,0,NA,2018
Helios Agnes Karll Krankenhaus Bad Schwartau,2019-10-29,260100693,00,NA,77,4676,0,0,NA,2018
AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,2019-11-11,260100706,00,NA,50,741,0,0,NA,2018
Regio Kliniken GmbH - Klinikum Pinneberg,2019-10-15,260100739,01,NA,322,16938,134,25463,NA,2018
Regio Kliniken GmbH - Klinikum Elmshorn,2019-10-17,260100739,02,NA,476,14282,513,22688,NA,2018
Regio Kliniken GmbH - Klinikum Wedel,2019-10-15,260100739,03,NA,106,2848,263,422,NA,2018
Regio Kliniken GmbH - Tagesklinik Norderstedt,2019-10-15,260100739,04,NA,17,0,68,411,NA,2018
Regio Kliniken GmbH,2019-10-18,260100739,99,NA,921,34068,978,48984,NA,2018
Klinik Preetz,2019-10-21,260100820,00,NA,171,10147,0,9035,NA,2018
Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,2019-11-13,260100831,00,NA,45,1432,0,0,NA,2018
imland GmbH - imland Klinik Eckernförde,2019-11-11,260100875,01,NA,226,9086,162,20455,NA,2018
imland GmbH - imland Klinik Rendsburg,2019-11-11,260100875,02,NA,582,24462,797,53575,NA,2018
imland Klinik Rendsburg-Eckernförde,2019-11-11,260100875,99,NA,808,33548,959,74030,NA,2018
HELIOS Klinik Schleswig GmbH,2019-10-29,260100911,00,NA,327,15118,24,28480,NA,2018
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2019-10-29,260100922,01,NA,327,1927,2,14053,NA,2018
HELIOS Tagesklinik Psychiatrie (Erwachsene),2019-10-29,260100922,02,NA,20,0,128,0,NA,2018
HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie Tagesklinik Baumhaus Schleswig,2019-10-29,260100922,03,NA,307,1126,40,0,NA,2018
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum",2019-10-29,260100922,04,NA,25,0,36,0,NA,2018
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2019-10-29,260100922,99,NA,679,3053,206,14053,NA,2018
Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie,2019-11-08,260101002,00,NA,36,223,66,1014,NA,2018
Margarethen Klinik gemeinnützige GmbH,2019-11-08,260101024,03,NA,16,963,0,0,NA,2018
Medizinische Klinik Borstel,2019-10-15,260101079,00,NA,83,2839,244,5345,NA,2018
Psychiatrisches Krankenhaus Rickling,2019-11-13,260101091,01,NA,327,3698,0,11385,NA,2018
Psychiatrisches Krankenhaus Rickling,2019-11-14,260101091,99,NA,432,3698,936,11385,NA,2018
Klinikum Bad Bramstedt GmbH,2019-11-05,260101104,00,NA,213,4288,0,4833,NA,2018
SEGEBERGER KLINIKEN GMBH Am Kurpark,2019-10-24,260101126,01,NA,230,8006,0,3834,NA,2018
PRAXISKLINIK NORDERSTEDT,2019-10-24,260101126,02,NA,19,1213,0,162,NA,2018
AK SEGEBERGER KLINIKEN GMBH,2019-10-24,260101126,03,NA,192,10894,102,13156,NA,2018
Psychosomatische Tagesklinik,2019-11-08,260101126,04,NA,0,0,138,0,NA,2018
Neurologisches Zentrum,2019-11-08,260101126,05,NA,101,1123,0,270,NA,2018
"SEGEBERGER KLINIKEN GMBH
Zentralverwaltung",2019-11-08,260101126,99,NA,542,21236,240,17422,NA,2018
Klinikum Itzehoe,2019-11-11,260101137,00,NA,600,28512,2653,44161,NA,2018
Krankenhaus Reinbek St. Adolf-Stift GmbH,2019-11-15,260101193,00,NA,351,17434,3,0,NA,2018
DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,2019-11-12,260101320,00,NA,12,573,0,94,NA,2018
"Helios Ostseeklinik Damp
",2019-10-29,260101331,00,NA,164,6424,385,4977,NA,2018
Kinderzentrum Pelzerhaken,2019-11-08,260101386,00,NA,36,435,0,2125,NA,2018
Paracelsus-Nordseeklinik Helgoland,2019-11-14,260101444,00,NA,34,444,0,1772,NA,2018
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,2019-11-13,260101488,00,NA,640,26361,783,61414,NA,2018
CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,2019-10-08,260101525,00,NA,30,71,0,181,NA,2018
Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),2019-09-19,260101547,01,NA,47,425,0,1819,NA,2018
Vorwerker Fachklinik (Tagesklinik Lübeck),2019-09-19,260101547,02,NA,9,0,39,0,NA,2018
Vorwerker Fachklinik (Tagesklinik Büchen),2019-09-19,260101547,03,NA,10,0,43,1581,NA,2018
Vorwerker Fachklinik (Tagesklinik Eutin),2019-09-19,260101547,04,NA,10,0,43,1746,NA,2018
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie",2019-11-01,260101547,99,NA,76,425,125,5146,NA,2018
Schön Klinik Neustadt,2019-11-13,260101809,00,NA,357,16629,0,35406,NA,2018
Westküstenklinikum Heide,2019-12-06,260101865,01,NA,630,24733,1127,29886,NA,2018
Westküstenklinikum Brunsbüttel,2019-12-06,260101865,02,NA,117,4632,451,5053,NA,2018
Tagesklinik für Psychiatrie und Psychosomatik,2019-12-06,260101865,03,NA,0,0,186,0,NA,2018
Westküstenkliniken Brunsbüttel und Heide gGmbH,2019-12-06,260101865,99,NA,747,29365,1764,34939,NA,2018
Schmerzklinik Kiel,2019-11-07,260101923,00,NA,80,1700,0,5864,NA,2018
Praxisklinik Kronshagen,2019-10-30,260101990,00,NA,3,704,0,3440,NA,2018
Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,2019-11-14,260102014,00,NA,164,2763,641,146,NA,2018
Asklepios Klinik Bad Oldesloe,2019-12-06,260102036,00,NA,173,6046,151,9395,NA,2018
Schön Klinik Bad Bramstedt SE & Co. KG,2019-11-08,260102047,00,NA,321,2477,0,0,NA,2018
Klinik für Geriatrie Ratzeburg GmbH,2019-10-18,260102058,00,NA,69,1063,202,0,NA,2018
Förde-Klinik ein Haus der Diako Flensburg,2019-11-08,260102069,02,NA,23,288,0,1584,NA,2018
Henstedt-Ulzburg,2019-12-02,260102081,00,NA,184,8281,0,17936,NA,2018
Curtius Klinik,2019-10-16,260102149,00,NA,126,887,0,0,NA,2018
Parkklinik Manhagen GmbH & Co. KG,2019-12-12,260102150,00,NA,127,13918,0,0,NA,2018
Geesthacht,2019-11-04,260102229,00,NA,95,1100,414,0,NA,2018
HELIOS Klinik Kiel,2019-10-29,260102230,00,NA,34,2780,0,947,NA,2018
"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",2019-10-29,260102252,00,NA,65,651,0,0,NA,2018
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",2019-12-11,260102343,01,NA,1095,50771,3763,162362,NA,2018
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",2019-12-11,260102343,02,NA,1035,54733,1360,149021,NA,2018
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Standort WKK Heide",2019-12-10,260102343,03,NA,1,57,0,0,NA,2018
UNIVERSITÄTSKLINIKUM Schleswig-Holstein,2019-12-11,260102343,99,NA,2131,105561,5123,311383,NA,2018
Zentrum für Integrative Psychiatrie Kiel,2019-11-12,260102376,01,NA,234,2089,320,17037,NA,2018
"Psychiatrische Tagesklinik ""Villa Karlstal""",2019-11-07,260102376,03,NA,25,0,193,0,NA,2018
Tagesklinik Klaus Groth Platz,2019-11-12,260102376,04,NA,20,0,165,0,NA,2018
Zentrum für Integrative Psychiatrie - ZIP gGmbH,2019-11-13,260102376,99,NA,446,3607,980,32441,NA,2018
Median Klinik Lübeck,2019-11-06,260102412,00,NA,27,523,0,374,NA,2018
"Sana Kliniken Lübeck GmbH, Krankenhaus Süd",2019-11-12,260102423,01,NA,389,17840,3,23173,NA,2018
"Sana Kliniken Lübeck GmbH, Praxisklinik Travemünde",2019-11-12,260102423,02,NA,28,1196,0,42,NA,2018
Sana Kliniken Lübeck GmbH,2019-11-13,260102423,99,NA,417,19036,3,23215,NA,2018
Augenklinik Rendsburg GmbH,2019-10-22,260102467,00,NA,20,1797,0,0,NA,2018
Zentrum für Integrative Psychiatrie ,2019-11-12,260102537,02,NA,167,1518,302,15404,NA,2018
Psychiatrische Tagesklinik Neumünster gGmbH,2019-11-15,260102582,00,NA,34,0,304,1541,NA,2018
Psychiatrisches Krankenhaus Rickling (TK Norderstedt),2019-11-13,260102662,04,NA,45,0,376,0,NA,2018
Klinik Klosterstraße GmbH,2019-11-14,260102673,00,NA,6,169,0,0,NA,2018
nordBLICK Augenklinik Bellevue GmbH,2019-11-14,260102695,00,NA,18,2733,7921,3106,NA,2018
Universitätsklinikum Hamburg-Eppendorf,2019-11-07,260200013,00,NA,1417,64432,7348,413816,NA,2018
Asklepios Klinik St. Georg,2019-11-12,260200024,00,NA,695,26268,3250,48152,NA,2018
Asklepios Klinik Barmbek,2019-11-07,260200035,00,NA,640,35246,25,48285,NA,2018
Schön Klinik Hamburg Eilbek,2019-11-12,260200046,00,NA,761,19709,487,36107,NA,2018
Asklepios Klinik Altona,2019-11-15,260200068,00,NA,657,34372,0,45591,NA,2018
Asklepios Klinikum Harburg,2019-11-13,260200079,01,NA,868,31223,1341,54103,NA,2018
Asklepios Klinikum Harburg - Wilhelmsburg,2019-11-13,260200079,02,NA,0,0,124,1950,NA,2018
Asklepios Klinikum Harburg - Neugraben,2019-11-13,260200079,03,NA,0,0,23,1066,NA,2018
Asklepios Klinikum Harburg - Osdorf,2019-11-13,260200079,04,NA,0,0,44,412,NA,2018
Asklepios Klinikum Harburg,2019-11-13,260200079,99,NA,868,31223,1642,54103,NA,2018
Asklepios  Westklinikum Hamburg GmbH,2019-12-11,260200091,00,NA,517,14676,1196,13168,NA,2018
Asklepios Klinik Wandsbek,2019-11-15,260200104,00,NA,553,20094,417,38918,NA,2018
Albertinen Krankenhaus,2019-12-13,260200171,01,NA,605,30725,0,43077,NA,2018
Albertinen Haus,2019-12-13,260200171,02,NA,127,1963,600,1572,NA,2018
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2019-12-13,260200171,99,NA,732,32688,600,44649,NA,2018
AKK Altonaer Kinderkrankenhaus gGmbH,2019-11-15,260200193,00,NA,236,12021,3394,45176,NA,2018
Ev. Amalie Sieveking - Krankenhaus,2019-11-29,260200206,00,NA,328,15701,309,1314,NA,2018
BG Klinikum Hamburg gGmbH,2019-11-05,260200217,00,NA,733,10203,0,27512,NA,2018
Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,2019-11-14,260200240,00,NA,252,5408,486,6618,NA,2018
Heinrich Sengelmann Krankenhaus,2019-11-15,260200273,01,NA,220,2897,0,2380,NA,2018
Heinrich Sengelmann Tagesklinik Ahrensburg,2019-11-15,260200273,02,NA,0,0,176,2219,NA,2018
Heinrich Sengelmann Tagesklinik Reinbek,2019-11-15,260200273,03,NA,0,0,205,853,NA,2018
Heinrich Sengelmann Tagesklinik Bargteheide,2019-11-15,260200273,04,NA,0,0,187,1257,NA,2018
Heinrich Sengelmann Tagesklinik Uhlenhosrt,2019-11-15,260200273,05,NA,0,0,138,0,NA,2018
Heinrich Sengelmann Kliniken ,2019-11-15,260200273,99,NA,220,2897,706,6709,NA,2018
Israelitisches Krankenhaus in Hamburg,2019-10-21,260200284,00,NA,147,8575,0,3219,NA,2018
Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2019-11-13,260200319,00,NA,247,8755,2362,41344,NA,2018
Helios ENDO-Klinik Hamburg,2019-10-29,260200320,00,NA,204,7509,0,0,NA,2018
Krankenhaus Jerusalem,2019-11-11,260200375,00,NA,20,2161,0,0,NA,2018
HELIOS Mariahilf Klinik Hamburg,2019-10-29,260200386,00,NA,176,13436,0,31405,NA,2018
Kath. Marienkrankenhaus gemeinnützige GmbH,2019-09-30,260200400,00,NA,585,30628,427,79025,NA,2018
Wilhelmsburger Krankenhaus Groß-Sand ,2019-11-15,260200422,00,NA,208,6455,354,11830,NA,2018
KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG,2019-10-17,260200547,00,NA,100,2468,0,5071,NA,2018
Krankenhaus Tabea,2019-10-24,260200570,00,NA,153,8306,0,20573,NA,2018
PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG,2019-10-11,260200581,00,NA,30,0,242,0,NA,2018
Asklepios Klinik Nord - Heidberg,2019-11-13,260200865,01,NA,664,31667,2296,83910,NA,2018
Asklepios Klinik Nord - Ochsenzoll,2019-11-13,260200865,02,NA,624,9563,1090,15828,NA,2018
Asklepios Klinik Nord - Wandsbek,2019-11-06,260200865,03,NA,130,1840,230,2562,NA,2018
Asklepios Klinik Nord - TK Volksd.,2019-11-06,260200865,04,NA,30,0,283,1941,NA,2018
Asklepios Klinik Nord - TK Steilshoop,2019-11-06,260200865,05,NA,25,0,248,1383,NA,2018
Asklepios Klinik Nord - TK Horn,2019-11-06,260200865,06,NA,25,0,297,1537,NA,2018
Asklepios Klinik Nord - TK Alsteror,2019-11-06,260200865,07,NA,24,0,219,0,NA,2018
Asklepios Klinik Nord,2019-11-13,260200865,99,NA,1418,43070,4663,107161,NA,2018
Praxis-Klinik Bergedorf,2019-11-12,260200898,00,NA,18,1553,0,0,NA,2018
"Bethesda - Allgemeines Krankenhaus gGmbH, Bergedor",2019-11-14,260200901,00,NA,352,14891,466,21282,NA,2018
Universitäres Herz- und Gefäßzentrum UKE Hamburg GmbH,2019-11-04,260200990,00,NA,270,9404,0,6042,NA,2018
Martini-Klinik am UKE GmbH,2019-11-04,260201025,00,NA,68,2148,0,5720,NA,2018
Facharztklinik Hamburg,2019-11-08,260201036,00,NA,90,5130,0,456,NA,2018
AGAPLESION DIAKONIEKLINIKUM HAMBURG,2019-10-28,260201194,00,NA,388,19120,271,29006,NA,2018
Bundeswehrkrankenhaus Hamburg,2019-11-07,260201229,00,NA,307,10700,58,67832,NA,2018
ATOS Klinik Fleetinsel GmbH & Co. KG,2019-11-12,260201296,00,NA,49,3898,0,0,NA,2018
SKH Stadtteilklinik Hamburg,2019-11-08,260201309,00,NA,15,752,0,0,NA,2018
Psychosomatische Tagesklinik Falkenried,2019-11-13,260201321,00,NA,17,0,216,0,NA,2018
Deister Süntel Klinik,2019-11-13,260300069,00,NA,50,2052,3,0,NA,2018
Klinikum Hann. Münden,2019-11-13,260300070,00,NA,158,7548,87,14875,NA,2018
Klinik für Psychosomatische Medizin und Psychotherapie,2019-11-11,260300105,00,NA,40,282,0,0,NA,2018
AGAPLESION EV. KLINIKUM SCHAUMBURG ,2019-11-14,260300229,00,NA,437,18071,0,23317,NA,2018
Stadtkrankenhaus Delmenhorst GmbH,2019-11-15,260300332,00,NA,289,10079,0,17032,NA,2018
HELIOS Klinik Bad Gandersheim,2019-10-29,260310027,00,NA,93,2807,0,4802,NA,2018
Asklepios Harzklinik Bad Harzburg,2019-11-13,260310038,00,NA,66,2418,0,10228,NA,2018
Klinik Dr. Muschinsky,2019-11-13,260310107,00,NA,32,1147,0,0,NA,2018
Diabeteszentrum Bad Lauterberg,2019-11-01,260310130,00,NA,62,1744,0,119,NA,2018
Städtisches Klinikum Braunschweig gGmbH,2019-11-11,260310209,00,NA,1499,63616,1068,0,NA,2018
Krankenhaus Marienstift,2019-11-08,260310221,00,NA,147,8950,0,0,NA,2018
Herzogin Elisabeth Hospital,2019-11-12,260310243,00,NA,205,10406,0,26580,NA,2018
Kirchberg-Klinik Bad Lauterberg,2019-11-06,260310265,00,NA,35,1095,0,0,NA,2018
Asklepios Harzklinik Clausthal-Zellerfeld,2019-11-13,260310323,00,NA,54,512,0,883,NA,2018
St. Martini gGmbH Krankenhaus Duderstadt,2019-11-14,260310334,00,NA,140,6564,0,14401,NA,2018
Einbecker BürgerSpital GmbH,2019-11-10,260310345,00,NA,103,4489,0,6498,NA,2018
HELIOS Klinikum Gifhorn GmbH,2019-10-29,260310367,00,NA,370,20662,0,22703,NA,2018
Universitätsmedizin Göttingen,2019-10-29,260310378,00,NA,1563,55298,6295,224385,NA,2018
Asklepios Fachklinikum Göttingen,2019-12-11,260310425,01,NA,436,5172,365,10466,NA,2018
Asklepios Fachklinikum Göttingen - TK Seesen,2019-12-11,260310425,02,NA,16,0,112,0,NA,2018
Asklepios Fachklinikum Göttingen - TK Friedländer Weg,2019-12-11,260310425,03,NA,20,0,161,0,NA,2018
Asklepios Fachklinikum Göttingen,2019-11-06,260310425,99,NA,472,5172,638,10466,NA,2018
Evangelisches Krankenhaus Göttingen-Weende gGmbH,2019-11-05,260310447,00,NA,433,19099,0,0,NA,2018
Asklepios Harzklinik Goslar,2019-12-11,260310469,00,NA,269,15152,0,21753,NA,2018
HELIOS St. Marienberg Klinik Helmstedt,2019-10-29,260310539,00,NA,315,15178,0,18074,NA,2018
AWO Psychiatriezentrum,2019-10-17,260310562,00,NA,705,7919,850,10870,NA,2018
"DR. FONTHEIM, Klinik für Psychiatrie, Psychotherapie und Psychosomatik",2019-11-13,260310573,00,NA,345,3242,477,12690,NA,2018
HELIOS Albert-Schweitzer-Klinik Northeim,2019-10-29,260310595,00,NA,210,10745,0,14689,NA,2018
Helios Klinik Herzberg/Osterode,2019-10-29,260310619,00,NA,214,10663,0,14975,NA,2018
Klinikum Peine gGmbH,2019-12-11,260310642,00,NA,287,13778,0,16377,NA,2018
Asklepios Fachklinikum Tiefenbrunn,2019-12-11,260310653,00,NA,211,992,0,0,NA,2018
St. Elisabeth Krankenhaus Salzgitter gGmbH,2019-11-15,260310664,00,NA,108,6967,0,7272,NA,2018
Helios Klinikum Salzgitter GmbH,2019-10-29,260310686,00,NA,307,16531,0,31286,NA,2018
Helios Klinik Wittingen GmbH,2019-10-30,260310733,00,NA,35,2207,0,5623,NA,2018
Städtisches Klinikum Wolfenbüttel gGmbH,2019-11-14,260310744,00,NA,283,15483,0,17142,NA,2018
Klinikum Wolfsburg,2019-11-14,260310766,00,NA,547,31239,0,56364,NA,2018
Venenzentrum Braunschweig,2019-11-20,260310959,00,NA,21,2207,0,709,NA,2018
Asklepios Kliniken Schildautal,2019-11-14,260311006,00,NA,319,10468,0,6584,NA,2018
Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf,2019-11-06,260311051,00,NA,104,5758,0,0,NA,2018
Augenklinik Dr. Hoffmann,2019-10-24,260311197,00,NA,21,1765,1623,0,NA,2018
AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH,2019-11-06,260311302,00,NA,100,9128,0,457,NA,2018
AMEOS Klinikum Alfeld,2019-11-14,260320018,00,NA,133,5252,0,7785,NA,2018
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum",2019-11-13,260320212,00,NA,290,5956,166,10371,NA,2018
Krankenhaus Lindenbrunn,2019-11-15,260320267,00,NA,106,1422,0,0,NA,2018
"Kliniken Landkreis Diepholz gGmbH, Klinik Diepholz",2019-11-14,260320289,00,NA,130,6905,0,8802,NA,2018
Johanniter-Krankenhaus Gronau GmbH,2019-11-07,260320303,00,NA,111,5047,0,8281,NA,2018
Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont,2019-11-04,260320336,00,NA,402,22257,0,41212,NA,2018
Sophienklinik GmbH,2019-11-13,260320450,00,NA,117,7700,0,0,NA,2018
DRK-Krankenhaus Clementinenhaus,2019-11-14,260320494,00,NA,195,11531,0,9302,NA,2018
Kinder- und Jugendkrankenhaus AUF DER BULT ,2019-11-01,260320508,01,NA,272,10023,2488,42488,NA,2018
"Kinder- und Jugendkrankenhaus AUF DER BULT, Tagesklinik und Ambulanz Celle",2019-11-01,260320508,02,NA,12,0,69,155,NA,2018
Kinder- und Jugendkrankenhaus AUF DER BULT,2019-11-01,260320508,99,NA,284,10023,2557,42643,NA,2018
DIAKOVERE Henriettenstift ,2019-11-06,260320520,00,NA,485,21483,159,27937,NA,2018
DIAKOVERE Friederikenstift ,2019-11-27,260320531,00,NA,428,24800,0,30362,NA,2018
KRH Klinikum Nordstadt,2019-11-15,260320586,00,NA,428,18667,0,47084,NA,2018
Medizinische Hochschule Hannover,2019-12-02,260320597,00,NA,1520,62185,3964,492700,NA,2018
Vinzenzkrankenhaus Hannover,2019-11-15,260320600,00,NA,345,21781,0,19223,NA,2018
BDH-Klinik Hessisch Oldendorf gGmbH,2019-11-11,260320611,00,NA,113,1326,0,0,NA,2018
St. Bernward Krankenhaus,2019-11-04,260320622,00,NA,508,26668,820,36535,NA,2018
Helios Klinikum Hildesheim GmbH,2019-10-29,260320633,00,NA,579,26758,0,79776,NA,2018
KRH Psychiatrie Langenhagen,2019-12-10,260320688,00,NA,184,2300,257,14519,NA,2018
Paracelsus-Klinik am Silbersee,2019-12-09,260320699,00,NA,90,4536,0,328,NA,2018
Burghof-Klinik,2019-11-11,260320757,00,NA,182,1673,569,11808,NA,2018
Klinikum Wahrendorff,2019-11-01,260320780,00,NA,281,3649,2465,12579,NA,2018
Augenklinik Stadthagen,2019-11-11,260320804,00,NA,3,575,0,0,NA,2018
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen",2019-11-13,260320859,00,NA,133,6121,0,12686,NA,2018
DIAKOVERE Annastift  ,2019-11-06,260321111,00,NA,161,6356,0,32877,NA,2018
KRH Geriatrie Langenhagen (Akut-Geriatrie),2019-12-12,260321224,00,NA,40,1005,0,0,NA,2018
Helios Kliniken Mittelweser,2019-10-29,260321304,00,NA,285,15734,0,24691,NA,2018
Helios Kliniken Mittelweser,2019-10-29,260321315,00,NA,63,1904,0,1381,NA,2018
KRH Klinikum Robert Koch Gehrden,2019-11-07,260321451,00,NA,358,21275,0,32206,NA,2018
