Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Adresse,Strasse,Hausnummer,Postleitzahl,Ort,URL_Zugang,Traegername,Traegerart,POC_Vorname,POC_Nachname,POC_Funktion_Arbeitsschwerpunkt,POC_Telefon_Vorwahl,POC_Telefon_Rufnummer,POC_Telefon_Durchwahl,POC_Fax_Vorwahl,POC_Fax_Rufnummer,POC_Fax_Durchwahl,POC_Email,year
Ameos Krankenhausgesellschaft Holstein mbH,2011-11-22,260100659,99,NA,"Wiesenhof, NA, 23724, Neustadt",Wiesenhof,NA,23724,Neustadt,http://www.ameos.eu,AMEOS Krankenhausgesellschaft Holstein mbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Ameos Krankenhausgesellschaft Holstein mbH,2011-11-22,260100660,99,NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen",Friedrich-Ebert-Straße,100,23774,Heiligenhafen,http://www.ameos.eu,AMEOS Krankenhausgesellschaft Holstein mbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Sankt-Elisabeth-Krankenhaus Eutin,2011-07-05,260100682,00,NA,"Plöner Str., 42, 23701, Eutin",Plöner Str.,42,23701,Eutin,http://www.sekeutin.de,Kath. Wohltätigkeitsanstalt zur heiligen Elisabeth Reinbek,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
HELIOS Agnes-Karll Krankenhaus Bad Schwartau,2011-07-12,260100693,00,NA,"Am Hochkamp, 21, 23611, Bad Schwartau",Am Hochkamp,21,23611,Bad Schwartau,http://www.helios-kliniken.de/klinik/bad-schwartau.html,HELIOS Agnes-Karll-Krankenhaus GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"AUGUST-BIER-KLINIK, Fachklinik für Neurologie, Neurotraumatologie und Rehabilitation",2011-07-13,260100706,00,NA,"Diekseepromenade, 7-11, 23714, Bad Malente-Gremsmühlen",Diekseepromenade,7-11,23714,Bad Malente-Gremsmühlen,http://www.august-bier-klinik.de,"Stiftung AUGUST-BIER-KLINIK, Fachklinik für Neurologie, Neurotraumatologie und Rehabilitation",freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Regio Kliniken GmbH - Klinikum Elmshorn,2011-06-27,260100739,02,NA,"Agnes-Karll-Allee, 2, 25337, Elmshorn",Agnes-Karll-Allee,2,25337,Elmshorn,http://www.regiokliniken.de,Regio Kliniken GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Regio Kliniken GmbH - Klinikum Pinneberg,2011-06-27,260100739,01,NA,"Fahltskamp , 74, 25421, Pinneberg",Fahltskamp ,74,25421,Pinneberg,http://www.regiokliniken.de,Regio Kliniken GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Regio Kliniken GmbH Klinikum Wedel,2011-06-27,260100739,03,NA,"Holmer Straße, 155, 22880, Wedel",Holmer Straße,155,22880,Wedel,http://www.regiokliniken.de,Regio Kliniken GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Klinik Preetz, Einrichtung der Gesundheits- u. Pflegeeinrichtungen gGmbH u. Dienstleistungsgesellschaft des Kreises Plön",2011-07-15,260100820,00,NA,"Am Krankenhaus 5, NA, 24211, Preetz",Am Krankenhaus 5,NA,24211,Preetz,http://klinik-preetz.de,Kreis Plön,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Fachklinik Freudenholm-Ruhleben,2011-07-15,260100831,00,NA,"Missionsweg, 3, 24306, Plön",Missionsweg,3,24306,Plön,http://www.fachklinik-freudenholm-ruhleben.de/,Landesverein für Innere Mission in Schleswig-Holstein,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
imland GmbH - Klinik Rendsburg,2011-06-29,260100875,01,NA,"Lilienstr. , 20-28, 24768, Rendsburg",Lilienstr. ,20-28,24768,Rendsburg,http://www.imland.de,imland GmbH,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
imland GmbH - imland Klinik Eckernförde,2011-06-30,260100875,02,NA,"Schleswiger Str. , 114-116, 24340, Eckernförde",Schleswiger Str. ,114-116,24340,Eckernförde,http://www.imland.de,imland GmbH,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
SCHLEI-Klinikum Schleswig MLK,2011-07-11,260100911,00,NA,"Lutherstrasse, 22, 24837, Schleswig",Lutherstrasse,22,24837,Schleswig,http://www.SCHLEI-Klinikum-Schleswig-mlk.de,SCHLEI-Klinikum Schleswig MLK GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
SCHLEI-Klinikum Schleswig FKSL GmbH,2011-07-11,260100922,00,NA,"Am Damm, 1, 24837, Schleswig",Am Damm,1,24837,Schleswig,http://www.SCHLEI-Klinikum-Schleswig-fksl.de,SCHLEI-Klinikum Schleswig FKSL GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Margarethen Klinik gemeinnützige GmbH,2011-07-15,260101024,01,NA,"Konsul-Lorentzen-Straße, 3, 24376, Kappeln / Schlei",Konsul-Lorentzen-Straße,3,24376,Kappeln / Schlei,http://www.margarethen-klinik.de,Margarethen Klinik gGmbH,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Psychiatrisches Krankenhaus Rickling,2011-07-15,"260101091, 512104145, 510106882",00,NA,"Daldorfer Straße, 2, 24635, Rickling",Daldorfer Straße,2,24635,Rickling,http://pkh-rickling.de,Landesverein für Innere Mission in Schleswig-Holstein,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Klinikum Bad Bramstedt,2011-12-19,260101104,00,NA,"Oskar-Alexander-Straße, 26, 24576, Bad Bramstedt",Oskar-Alexander-Straße,26,24576,Bad Bramstedt,http://www.klinikumbadbramstedt.de,"DRV Nord 85%, Stadt Bad Bramstedt 11,75%, AOK Rheinland/Hamburg 3,25%",freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
SEGEBERGER KLINIKEN GMBH,2011-07-11,260101126,00,NA,"Am Kurpark, 1, 23795, Bad Segeberg",Am Kurpark,1,23795,Bad Segeberg,http://www.segebergerkliniken.de,SEGEBERGER KLINIKEN GMBH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Klinikum Itzehoe,2011-07-08,"260101137, 260101137",99,NA,"Robert-Koch-Str., 2, 25524, Itzehoe",Robert-Koch-Str.,2,25524,Itzehoe,http://www.klinikum-itzehoe.de,Zweckverband des Kreises Steinburg und der Stadt Itzehoe,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Krankenhaus Reinbek St. Adolf-Stift,2011-07-05,260101193,00,NA,"Hamburger Straße, 41, 21465, Reinbek",Hamburger Straße,41,21465,Reinbek,http://www.krankenhaus-reinbek.de,Katholische Wohltätigkeitsanstalt zur heiligen Elisabeth,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Norddeutsches Epilepsiezentrum für Kinder und Jugendliche    DRK-Landesverband Schleswig-Holstein e. V.,2011-07-14,260101320,00,NA,"Henry-Dunant-Straße, 6-10, 24223, Schwentinental",Henry-Dunant-Straße,6-10,24223,Schwentinental,http://www.drk-epilepsiezentrum.de,"Deutsches Rotes Kreuz Landesverband Schleswig-Holstein e.V., Sitz: Kiel",freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Ostseeklinik Damp GmbH,2011-07-11,260101331,00,NA,"Seute-Deern-Ring, 20, 24351, Ostseebad Damp",Seute-Deern-Ring,20,24351,Ostseebad Damp,http://www.ostseeklinik-damp.de,Ostseeklinik Damp GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH",2011-07-04,260101386,00,NA,"Zum Leuchtturm 4, NA, 23730, Neustadt",Zum Leuchtturm 4,NA,23730,Neustadt,http://www.kinderzentrum-pelzerhaken.de/,"Der Paritätische Wohlfahrtsverband, Landesverband Schleswig-Holstein e.V.",freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Paracelsus-Nordseeklinik,2011-07-11,260101444,00,NA,"Invasorenpfad, 1040, 27498, Helgoland",Invasorenpfad,1040,27498,Helgoland,http://www.paracelsus-kliniken.de/helgoland,Park-Hospital GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Friedrich-Ebert-Krankenhaus Neumünster GmbH,2011-07-14,260101488,00,NA,"Friesenstraße 11, NA, 24534, Neumünster",Friesenstraße 11,NA,24534,Neumünster,http://www.fek.de,Stadt Neumünster,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Curschmann Klinik,2011-07-06,260101525,00,NA,"Saunaring, 6, 23669, Timmendorfer Strand",Saunaring,6,23669,Timmendorfer Strand,http://www.curschmann-klinik.de,Klinikgruppe Dr. Guth GmbH & Co. KG,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Vorwerker Fachklinik Kinder- und Jugendpsychiatrie,2011-07-07,260101547,00,NA,"Triftstraße, 139, 23554, Lübeck",Triftstraße,139,23554,Lübeck,http://www.vorwerker-diakonie.de,Vorwerker Heime - Diakonische Einrichtungen e.V. (Vorwerker Diakonie),freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Schön Klinik Neustadt,2011-07-13,260101809,00,NA,"Am Kiebitzberg, 10, 23730, Neustadt in Holstein",Am Kiebitzberg,10,23730,Neustadt in Holstein,http://www.schoen-kliniken.de/neu,Schön Klinik Neustadt GmbH & KG,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Westküstenkliniken Brunsbüttel und Heide gGmbH,2011-07-07,"260101865, 260101865",99,NA,"Esmarchstraße, 50, 25746, Heide",Esmarchstraße,50,25746,Heide,http://www.westkuestenklinikum.de,Westküstenkliniken Brunsbüttel und Heide gGmbH,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik Bad Oldesloe,2011-07-05,260102036,00,NA,"Schützenstaße, 55, 23843, Bad Oldesloe",Schützenstaße,55,23843,Bad Oldesloe,http://www.asklepios.com/badoldesloe,Asklepios Kliniken Verwaltungsgesellschaft mbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Schön Klinik Bad Bramstedt,2011-07-01,260102047,00,NA,"Birkenweg, 10, 24576, Bad Bramstedt",Birkenweg,10,24576,Bad Bramstedt,http://www.schoen-kliniken.de,Schön Klinik Bad Bramstedt GmbH & Co. Betriebs KG,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Klinik für Geriatrie Ratzeburg GmbH,2011-07-13,260102058,00,NA,"Röpersberg 47, NA, 23909, Ratzeburg",Röpersberg 47,NA,23909,Ratzeburg,http://www.geriatrie-ratzeburg.de,Klinik für Geriatrie Ratzeburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Förde-Klinik ein Haus der Diako Flensburg,2011-12-22,260102069,00,NA,"Mürwiker Str., 115, 24943, Flensburg",Mürwiker Str.,115,24943,Flensburg,http://www.foerdeklinik.de,Ev. - Luth. Diakonissenanstalt zu Flensburg,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Paracelsus-Klinik Henstedt-Ulzburg,2011-07-15,260102081,00,NA,"Wilstedter Straße, 134, 24558, Henstedt-Ulzburg",Wilstedter Straße,134,24558,Henstedt-Ulzburg,http://www.paracelsus-kliniken.de/henstedt,Paracelsus-Kliniken Deutschland GmbH & Co. KGaA,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Curtius Klinik Bad Malente,2011-07-07,"260102149, 510100330",00,NA,"Neue Kampstr. 2, NA, 23714, Bad Malente",Neue Kampstr. 2,NA,23714,Bad Malente,http://www.curtius-klinik.de,Curtius Klinik GmbH & Co. KG,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Park-Klinik Manhagen (Klinik für Orthopädie, Klinik für Augenheilkunde)",2011-07-14,260102150,00,NA,"Sieker Landstraße, 19, 22927, Großhansdorf",Sieker Landstraße,19,22927,Großhansdorf,http://www.manhagen.de,Gesellschaft für Systemberatung im Gesundheitswesen Gsbg mbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Ostseeklinik Kiel GmbH,2011-07-11,260102230,00,NA,"Hamburger Chaussee, 77, 24113, Kiel",Hamburger Chaussee,77,24113,Kiel,http://www.ostseeklinik-kiel.de,Ostseeklinik Kiel GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
HELIOS Klinik Geesthacht,2011-07-14,260102252,00,NA,"Johannes-Ritter-Straße, 100, 21502, Geesthacht",Johannes-Ritter-Straße,100,21502,Geesthacht,http://www.helios-kliniken.de/klinik/geesthacht.html,HELIOS Klinik Geesthacht GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",2011-07-13,260102343,00,NA,"Arnold-Heller-Straße, 3, 24105, Kiel",Arnold-Heller-Straße,3,24105,Kiel,http://www.uksh.de,Das Land Schleswig-Holstein,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",2011-07-13,260102354,00,NA,"Ratzeburger Allee, 160, 23538, Lübeck",Ratzeburger Allee,160,23538,Lübeck,http://www.uksh.de,Das Land Schleswig-Holstein,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Zentrum für Integrative Psychiatrie -ZIP gGmbH-,2011-07-12,260102376,00,NA,"Niemannsweg, 147, 24105, Kiel",Niemannsweg,147,24105,Kiel,http://www.zip-kiel.de,Universitätsklinikum Schleswig-Holstein (UKSH),öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Sana Kliniken Lübeck GmbH,2011-06-28,260102423,99,NA,"Kronsforder Allee , 71-73, 23560, Lübeck",Kronsforder Allee ,71-73,23560,Lübeck,http://www.sana-luebeck.de,Sana Kliniken AG,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Universitätsklinikum Hamburg-Eppendorf,2011-12-21,260200013,01,NA,"Martinistraße, 52, 20246, Hamburg",Martinistraße,52,20246,Hamburg,http://www.uke.de,Freie und Hansestadt Hamburg,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik St. Georg,2010-06-03,260200024,00,NA,"Lohmühlenstr., 5, 20099, Hamburg",Lohmühlenstr.,5,20099,Hamburg,http://www.asklepios.com/sanktgeorg,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik Barmbek,2011-07-14,260200035,00,NA,"Rübenkamp, 220, 22291, Hamburg",Rübenkamp,220,22291,Hamburg,http://www.asklepios.com/barmbek/,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Schön Klinik Hamburg Eilbek,2011-07-14,"260200046, 260201070",00,NA,"Dehnhaide, 120, 22081, Hamburg",Dehnhaide,120,22081,Hamburg,http://www.schoen-kliniken.de/eil,Schön Kliniken,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik Altona,2011-12-14,260200068,00,NA,"Paul-Ehrlich-Straße, 1, 22763, Hamburg",Paul-Ehrlich-Straße,1,22763,Hamburg,http://www.asklepios.com/altona,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik Harburg,2011-07-14,"260200079, 260200079",99,NA,"Eißendorfer Pferdeweg, 52, 21075, Hamburg",Eißendorfer Pferdeweg,52,21075,Hamburg,http://www.asklepios.com/harburg,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios  Westklinikum Hamburg GmbH,2011-12-22,260200091,00,NA,"Suurheid, 20, 22559, Hamburg",Suurheid,20,22559,Hamburg,http://www.asklepios.com/HamburgRissen/,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Asklepios Klinik Wandsbek,2011-07-14,260200104,00,NA,"Alphonsstraße, 14, 22043, Hamburg",Alphonsstraße,14,22043,Hamburg,http://www.asklepios.com/wandsbek/,Asklepios Kliniken Hamburg GmbH,privat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Bundeswehrkrankenhaus Hamburg,2011-07-15,260200159,00,NA,"Lesserstraße, 180, 22049, Hamburg",Lesserstraße,180,22049,Hamburg,http://www.bundeswehrkrankenhaus-hamburg.de,Bundesrepublik Deutschland,öffentlich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2011-07-11,"260200171, 260200171",00,NA,"Süntelstraße, 11A, 22457, Hamburg",Süntelstraße,11A,22457,Hamburg,http://www.albertinen-krankenhaus.de,Albertinen Diakoniewerk e.V.,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Altonaer Kinderkrankenhaus,2011-08-04,260200193,00,NA,"Bleickenallee, 38, 22763, Hamburg",Bleickenallee,38,22763,Hamburg,http://www.kinderkrankenhaus.net,AKK Altonaer Kinderkrankenhaus gGmbH,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Ev. Amalie Sieveking-Krankenhaus gGmbH,2011-12-19,260200206,00,NA,"Haselkamp, 33, 22359, Hamburg",Haselkamp,33,22359,Hamburg,http://www.amalie.de,Ev. Amalie Sieveking-Krankenhaus gGmbH / Ein Haus der Albertinen-Gruppe,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Berufsgenossenschaftliches Unfallkrankenhaus Hamburg,2011-12-20,260200217,00,NA,"Bergedorfer Strasse, 10, 21033, Hamburg",Bergedorfer Strasse,10,21033,Hamburg,http://www.buk-hamburg.de/,Berufsgenossenschaftlicher Verein für Heilbehandlung Hamburg e.V.,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,2011-07-15,260200240,00,NA,"Bodelschwinghstraße, 24, 22337, Hamburg",Bodelschwinghstraße,24,22337,Hamburg,http://www.evangelisches-krankenhaus-alsterdorf.de,Evangelische Stiftung Alsterdorf,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Heinrich Sengelmann Krankenhaus gemeinnützige GmbH,2011-07-05,260200273,00,NA,"Kayhuder Straße, 65, 23863, Bargfeld-Stegen",Kayhuder Straße,65,23863,Bargfeld-Stegen,http://www.heinrich-sengelmann-krankenhaus.de,Evangelische Stiftung Alsterdorf,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Israelitisches Krankenhaus in Hamburg,2011-06-28,260200284,00,NA,"Orchideenstieg 14, NA, 22297, Hamburg",Orchideenstieg 14,NA,22297,Hamburg,http://www.ik-h.de,Stiftung Israelitisches Krankenhaus in Hamburg,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2011-06-14,260200319,00,NA,"Liliencronstr., 130, 22149, Hamburg",Liliencronstr.,130,22149,Hamburg,http://www.kkh-wilhelmstift.de,Katholische Kinderkrankenhaus gGmbH,freigemeinnützig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
