Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Bettenzahl,Vollstationaere_Fallzahl,Teilstationaere_Fallzahl,Ambulante_Fallzahl,StaeB_Fallzahl,year
"Klinikum Nordfriesland gGmbH, Klinik Niebüll",2020-11-09,260100476,02,NA,104,4686,226,0,NA,2019
Klinikum Nordfriesland gGmbH,2020-11-09,260100476,99,NA,397,17870,630,0,NA,2019
"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum",2020-11-09,260100498,00,NA,19,1139,0,0,NA,2019
DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote),2020-10-07,260100546,01,NA,99,1901,0,14570,NA,2019
DIAKO Nordfriesland gGmbH (Tagesklinik Breklum),2020-10-07,260100546,02,NA,0,0,102,6629,NA,2019
DIAKO Nordfriesland gGmbH (Tagesklinik Husum),2020-10-07,260100546,03,NA,0,0,161,5946,NA,2019
DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),2020-10-07,260100546,04,NA,0,0,81,1995,NA,2019
DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,2020-10-12,260100546,99,NA,99,1901,344,29140,NA,2019
Asklepios Nordseeklinik Westerland/Sylt,2020-12-15,260100557,00,NA,109,4896,0,14544,NA,2019
Klinik Dr. Winkler,2020-11-03,260100580,00,NA,21,808,0,0,NA,2019
Sana Kliniken Ostholstein GmbH - Klinik Eutin,2020-11-12,260100626,01,NA,197,10564,3160,19713,NA,2019
Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,2020-11-12,260100626,02,NA,151,6259,440,12203,NA,2019
Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,2020-11-12,260100626,03,NA,28,998,0,6275,NA,2019
"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",2020-11-12,260100626,04,NA,100,1436,287,0,NA,2019
Sana Kliniken Ostholstein GmbH,2020-11-13,260100626,99,NA,476,19257,3887,38191,NA,2019
AMEOS Klinikum Neustadt,2020-11-10,260100659,01,NA,170,2186,0,3301,NA,2019
AMEOS Klinikum Lübeck,2020-11-10,260100659,02,NA,89,925,148,2454,NA,2019
AMEOS Klinikum Eutin,2020-11-10,260100659,03,NA,24,206,206,1720,NA,2019
AMEOS Klinikum Neustadt,2020-11-10,260100659,99,NA,283,3317,354,7475,NA,2019
AMEOS Klinikum Heiligenhafen,2020-11-10,260100660,01,NA,214,2025,92,3986,NA,2019
AMEOS Klinikum Kiel,2020-11-10,260100660,02,NA,35,684,60,1464,NA,2019
AMEOS Klinikum Preetz,2020-11-10,260100660,03,NA,71,883,167,1838,NA,2019
AMEOS Klinikum Oldenburg,2020-11-10,260100660,04,NA,17,98,98,1234,NA,2019
AMEOS Klinikum Oldenburg,2020-11-10,260100660,05,NA,21,1167,0,458,NA,2019
AMEOS Klinikum Heiligenhafen,2020-11-10,260100660,99,NA,358,4857,417,8980,NA,2019
Sankt Elisabeth Krankenhaus Eutin,2020-12-11,260100682,00,NA,110,1914,248,0,NA,2019
HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC],2020-11-02,260100693,00,NA,75,4456,0,0,NA,2019
AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,2020-11-09,260100706,00,NA,51,780,0,0,NA,2019
Regio Kliniken GmbH - Klinikum Pinneberg,2020-10-27,260100739,01,NA,299,17102,0,24576,NA,2019
Regio Kliniken GmbH - Klinikum Elmshorn,2020-10-27,260100739,02,NA,447,13043,537,19682,NA,2019
Regio Kliniken GmbH - Tagesklinik Norderstedt,2020-10-27,260100739,04,NA,17,0,81,448,NA,2019
Regio Kliniken GmbH - Tagesklinik Pinneberg,2020-10-27,260100739,05,NA,23,0,131,1303,NA,2019
Regio Kliniken GmbH,2020-10-27,260100739,99,NA,786,30145,749,46009,NA,2019
Klinik Preetz,2020-10-05,260100820,00,NA,172,10561,0,8355,NA,2019
Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,2020-11-05,260100831,00,NA,45,1403,0,0,NA,2019
imland GmbH - imland Klinik Eckernförde,2020-11-12,260100875,01,NA,216,8925,161,11781,NA,2019
imland GmbH - imland Klinik Rendsburg,2020-11-12,260100875,02,NA,582,17116,695,22061,NA,2019
imland Klinik Rendsburg-Eckernförde,2020-11-12,260100875,99,NA,798,26041,856,33842,NA,2019
HELIOS Klinik Schleswig GmbH,2020-11-03,260100911,00,NA,325,15298,24,28841,NA,2019
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2020-11-03,260100922,01,NA,327,1892,2,8006,NA,2019
HELIOS Tagesklinik Psychiatrie (Erwachsene),2020-11-03,260100922,02,NA,20,0,128,0,NA,2019
HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie Tagesklinik Baumhaus Schleswig,2020-11-03,260100922,03,NA,307,1084,40,5117,NA,2019
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum",2020-11-03,260100922,04,NA,25,0,36,0,NA,2019
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",2020-11-02,260100922,99,NA,679,2976,206,13123,NA,2019
Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie,2020-11-04,260101002,00,NA,36,198,75,1079,NA,2019
Margarethen Klinik gemeinnützige GmbH,2020-11-09,260101024,03,NA,17,845,0,0,NA,2019
Medizinische Klinik Borstel,2020-10-16,260101079,00,NA,81,2934,254,4214,NA,2019
Psychiatrisches Krankenhaus Rickling,2020-11-05,260101091,01,NA,350,3680,0,12079,NA,2019
Psychiatrisches Krankenhaus Rickling,2020-11-09,260101091,99,NA,472,3680,1062,12079,NA,2019
Klinikum Bad Bramstedt GmbH,2020-11-09,260101104,00,NA,233,4028,0,0,NA,2019
SK GmbH-Standort Am Kurpark,2020-11-09,260101126,01,NA,230,8411,0,3914,NA,2019
SK GmbH-Standort Praxisklinik Norderstedt,2020-11-09,260101126,02,NA,13,1189,0,91,NA,2019
SK GmbH-Standort Allgemeine Klinik,2020-11-09,260101126,03,NA,192,10937,102,11918,NA,2019
SK GmbH-Psychosomatische Tagesklinik,2020-11-09,260101126,04,NA,0,0,140,0,NA,2019
SK GmbH-Neurologisches Zentrum,2020-11-09,260101126,05,NA,101,1073,0,293,NA,2019
SEGEBERGER KLINIKEN GMBH Zentralverwaltung,2020-11-10,260101126,99,NA,536,21610,242,16216,NA,2019
Klinikum Itzehoe,2020-11-12,260101137,00,NA,601,29341,2555,45394,NA,2019
Krankenhaus Reinbek St. Adolf-Stift GmbH,2020-11-13,260101193,00,NA,351,17740,0,0,NA,2019
DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,2020-11-11,260101320,00,NA,12,579,0,107,NA,2019
"Vamed Ostseeklinik Damp
",2020-11-02,260101331,00,NA,126,6380,385,5845,NA,2019
Kinderzentrum Pelzerhaken,2020-11-06,260101386,00,NA,35,420,0,2132,NA,2019
Paracelsus-Nordseeklinik Helgoland,2020-11-11,260101444,00,NA,24,451,0,1727,NA,2019
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,2020-11-13,260101488,00,NA,645,25393,760,63665,NA,2019
CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,2020-10-21,260101525,00,NA,30,35,0,0,NA,2019
Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),2020-11-02,260101547,01,NA,47,486,0,2236,NA,2019
Vorwerker Fachklinik (Tagesklinik Lübeck),2020-11-02,260101547,02,NA,9,0,42,0,NA,2019
Vorwerker Fachklinik (Tagesklinik Büchen),2020-11-02,260101547,03,NA,12,0,53,1914,NA,2019
Vorwerker Fachklinik (Tagesklinik Eutin),2020-11-02,260101547,04,NA,15,0,51,2292,NA,2019
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie",2020-11-04,260101547,99,NA,83,486,146,6442,NA,2019
Schön Klinik Neustadt,2020-11-11,260101809,00,NA,327,18706,0,32527,NA,2019
Westküstenklinikum Heide,2020-12-03,260101865,01,NA,630,24426,1219,39445,NA,2019
Westküstenklinikum Brunsbüttel,2020-12-03,260101865,02,NA,117,4581,442,6518,NA,2019
Tagesklinik für Psychiatrie und Psychosomatik,2020-12-03,260101865,03,NA,0,0,216,0,NA,2019
Westküstenkliniken Brunsbüttel und Heide gGmbH,2020-12-14,260101865,99,NA,747,29007,1877,45963,NA,2019
Schmerzklinik Kiel,2020-11-15,260101923,00,NA,82,1694,0,5963,NA,2019
Praxisklinik Kronshagen,2020-10-09,260101990,00,NA,3,436,0,0,NA,2019
Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,2020-11-09,260102014,00,NA,164,2814,712,118,NA,2019
Asklepios Klinik Bad Oldesloe,2020-11-04,260102036,00,NA,136,5267,167,8400,NA,2019
Schön Klinik Bad Bramstedt,2020-11-06,260102047,00,NA,321,2522,0,0,NA,2019
Klinik für Geriatrie Ratzeburg GmbH,2020-11-06,260102058,00,NA,69,1031,247,0,NA,2019
Henstedt-Ulzburg,2020-11-13,260102081,00,NA,167,8206,0,16689,NA,2019
Curtius Klinik,2020-10-19,260102149,00,NA,126,889,0,0,NA,2019
Klinik Manhagen,2020-12-11,260102150,00,NA,124,13753,0,0,NA,2019
Johanniter Klinik für Geriatrie Geesthacht,2020-11-11,260102229,00,NA,93,1158,419,0,NA,2019
HELIOS Klinik Kiel,2020-11-03,260102230,00,NA,35,2832,0,950,NA,2019
"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",2020-11-02,260102252,00,NA,70,681,0,0,NA,2019
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",2020-12-15,260102343,01,NA,1092,50035,4249,165600,NA,2019
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",2020-12-15,260102343,02,NA,1039,54589,1665,154665,NA,2019
"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Standort WKK Heide",2020-12-15,260102343,03,NA,1,68,0,0,NA,2019
UNIVERSITÄTSKLINIKUM Schleswig-Holstein,2020-12-15,260102343,99,NA,2132,104692,5914,320265,NA,2019
Zentrum für Integrative Psychiatrie - ZIP gGmbH,2020-12-10,260102376,01,NA,282,2013,685,19347,NA,2019
"Psychiatrische Tagesklinik ""Villa Karlstal""",2020-12-10,260102376,03,NA,26,0,207,0,NA,2019
Tagesklinik Klaus Groth Platz,2020-12-10,260102376,04,NA,20,0,170,0,NA,2019
Zentrum für Integrative Psychiatrie - ZIP gGmbH,2020-12-10,260102376,99,NA,498,3660,1344,29697,NA,2019
Ameos Klinika Lübeck,2020-11-10,260102412,00,NA,26,578,0,186,NA,2019
"Sana Kliniken Lübeck GmbH, Krankenhaus Süd",2020-11-12,260102423,01,NA,400,17931,1,24090,NA,2019
"Sana Kliniken Lübeck GmbH, Praxisklinik Travemünde",2020-11-12,260102423,02,NA,27,1300,0,126,NA,2019
Sana Kliniken Lübeck GmbH,2020-11-12,260102423,99,NA,427,19231,1,24216,NA,2019
Städtisches Krankenhaus Kiel GmbH,2020-11-06,260102434,00,NA,599,27095,421,52093,NA,2019
Augenklinik Rendsburg GmbH,2020-11-03,260102467,00,NA,9,1715,0,0,NA,2019
Zentrum für Integratrive Psychiatrie - ZIP gGmbH,2020-12-09,260102537,02,NA,170,1647,282,10350,NA,2019
Psychiatrische Tagesklinik Neumünster gGmbH,2020-11-12,260102582,00,NA,35,0,308,942,NA,2019
Psychiatrisches Krankenhaus Rickling (TK Norderstedt),2020-11-05,260102662,04,NA,52,0,432,0,NA,2019
Klinik Klosterstraße GmbH,2020-11-11,260102673,00,NA,3,287,0,0,NA,2019
nordBLICK Augenklinik Bellevue GmbH,2020-12-15,260102695,00,NA,30,2432,7264,0,NA,2019
Universitätsklinikum Hamburg-Eppendorf,2020-11-04,260200013,00,NA,1417,65097,7991,431444,NA,2019
Asklepios Klinik St. Georg,2020-11-03,260200024,00,NA,691,25145,3631,48563,NA,2019
Asklepios Klinik Barmbek,2020-11-05,260200035,00,NA,640,34678,61,60851,NA,2019
Schön Klinik Hamburg Eilbek,2020-11-13,260200046,00,NA,743,19124,491,827,NA,2019
Asklepios Klinik Altona,2020-12-08,260200068,00,NA,629,33961,0,46341,NA,2019
Asklepios Klinikum Harburg,2020-12-07,260200079,01,NA,868,31002,1580,54020,NA,2019
Asklepios Klinikum Harburg - Wilhelmsburg,2020-11-13,260200079,02,NA,0,0,108,4981,NA,2019
Asklepios Klinikum Harburg - Neugraben,2020-11-13,260200079,03,NA,0,0,30,4105,NA,2019
Asklepios Klinikum Harburg - Osdorf,2020-11-13,260200079,04,NA,0,0,48,1167,NA,2019
Asklepios Klinikum Harburg,2020-12-07,260200079,99,NA,868,31002,1766,64273,NA,2019
Asklepios  Westklinikum Hamburg GmbH,2020-11-13,260200091,01,NA,517,13775,1180,13868,NA,2019
Asklepios Westklinikum Hamburg - Psychosomatische Tagesklinik Ulmenhof,2020-11-13,260200091,02,NA,33,0,496,0,NA,2019
Asklepios Westklinikum Hamburg - Tagesklinik Altona,2020-11-13,260200091,03,NA,40,0,433,0,NA,2019
Asklepios Westklinikum Hamburg - ZSG Osdorf,2020-11-13,260200091,04,NA,10,0,96,0,NA,2019
Asklepios Westklinikum Hamburg GmbH,2020-11-13,260200091,99,NA,517,13775,1567,13868,NA,2019
Asklepios Klinik Wandsbek,2020-12-15,260200104,00,NA,553,19825,322,28580,NA,2019
Albertinen Krankenhaus / Albertinen Haus gemeinnützige GmbH,2020-12-15,260200171,01,NA,605,31537,342,46528,NA,2019
Albertinen Krankenhaus / Albertinen Haus gemeinnützige GmbH,2020-12-15,260200171,02,NA,127,1951,570,118,NA,2019
Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,2020-12-15,260200171,99,NA,732,33488,912,46646,NA,2019
AKK Altonaer Kinderkrankenhaus gGmbH,2020-11-13,260200193,00,NA,237,12244,3653,40163,NA,2019
Ev. Amalie Sieveking - Krankenhaus,2020-11-15,260200206,00,NA,328,16816,336,2332,NA,2019
BG Klinikum Hamburg gGmbH,2020-12-08,260200217,00,NA,733,9959,2,25374,NA,2019
Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,2020-11-09,260200240,00,NA,291,5394,489,6618,NA,2019
Heinrich Sengelmann Krankenhaus,2020-11-13,260200273,01,NA,229,2736,0,2501,NA,2019
Heinrich Sengelmann Tagesklinik Ahrensburg,2020-11-13,260200273,02,NA,0,0,186,1957,NA,2019
Heinrich Sengelmann Tagesklinik Reinbek,2020-11-13,260200273,03,NA,0,0,178,876,NA,2019
Heinrich Sengelmann Tagesklinik Bargteheide,2020-11-13,260200273,04,NA,0,0,179,1324,NA,2019
Heinrich Sengelmann Kliniken ,2020-11-13,260200273,99,NA,229,2736,739,6658,NA,2019
Israelitisches Krankenhaus in Hamburg,2020-11-10,260200284,00,NA,147,9001,0,3687,NA,2019
Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2020-11-03,260200319,00,NA,247,9718,2266,40896,NA,2019
Helios ENDO-Klinik Hamburg,2020-11-02,260200320,00,NA,204,8064,0,0,NA,2019
Krankenhaus Jerusalem,2020-11-09,260200375,00,NA,21,2252,0,0,NA,2019
HELIOS Mariahilf Klinik Hamburg,2020-11-02,260200386,00,NA,176,12038,0,27654,NA,2019
Kath. Marienkrankenhaus gemeinnützige GmbH,2020-10-16,260200400,00,NA,586,30471,441,70993,NA,2019
Wilhelmsburger Krankenhaus Groß-Sand,2020-11-10,260200422,00,NA,208,6328,330,18912,NA,2019
KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG,2020-11-02,260200547,00,NA,100,2729,0,1387,NA,2019
Krankenhaus Tabea,2020-10-19,260200570,00,NA,130,8638,197,17772,NA,2019
PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG,2020-10-13,260200581,00,NA,30,0,222,0,NA,2019
Asklepios Klinik Nord - Heidberg,2020-11-12,260200865,01,NA,691,30602,1011,56583,NA,2019
Asklepios Klinik Nord - Ochsenzoll,2020-11-12,260200865,02,NA,727,8902,1012,25382,NA,2019
Asklepios Klinik Nord - Wandsbek,2020-11-12,260200865,03,NA,130,1825,219,2509,NA,2019
Asklepios Klinik Nord - TK Volksd.,2020-11-12,260200865,04,NA,30,0,269,1933,NA,2019
Asklepios Klinik Nord - TK Steilshoop,2020-11-13,260200865,05,NA,25,0,280,1607,NA,2019
Asklepios Klinik Nord - TK Horn,2020-11-13,260200865,06,NA,25,0,297,1799,NA,2019
Asklepios Klinik Nord - TK Alstertor,2020-11-13,260200865,07,NA,24,0,240,0,NA,2019
Asklepios Klinik Nord,2020-11-12,260200865,99,NA,1652,41329,3328,89813,NA,2019
Praxis-Klinik Bergedorf,2020-11-04,260200898,00,NA,18,1438,0,0,NA,2019
Bethesda Krankenhaus Bergedorf gGmbH,2020-11-04,260200901,00,NA,352,15210,452,21282,NA,2019
Universitäres Herz- und Gefäßzentrum UKE Hamburg GmbH,2020-11-04,260200990,00,NA,257,9325,0,18392,NA,2019
Martini-Klinik am UKE GmbH,2020-10-28,260201025,00,NA,72,2198,0,6179,NA,2019
Facharztklinik Hamburg,2020-11-12,260201036,00,NA,90,5076,0,0,NA,2019
AGAPLESION DIAKONIEKLINIKUM HAMBURG,2020-10-13,260201194,00,NA,388,18603,214,29667,NA,2019
Bundeswehrkrankenhaus Hamburg,2020-11-11,260201229,00,NA,307,10647,0,66739,NA,2019
ATOS Klinik Fleetinsel GmbH &amp; Co. KG,2020-11-05,260201296,00,NA,49,3863,0,0,NA,2019
SKH Stadtteilklinik Hamburg GmbH,2020-11-12,260201309,00,NA,15,978,0,0,NA,2019
Psychosomatische Tagesklinik Falkenried,2020-11-11,260201321,00,NA,17,0,254,0,NA,2019
Deister Süntel Klinik,2020-11-10,260300069,00,NA,55,1869,0,70,NA,2019
Klinikum Hann. Münden,2020-11-12,260300070,00,NA,158,7994,111,11408,NA,2019
Klinik für Psychosomatische Medizin und Psychotherapie,2020-11-06,260300105,00,NA,30,193,0,0,NA,2019
AGAPLESION EV. KLINIKUM SCHAUMBURG ,2020-11-13,260300229,00,NA,437,18557,0,23839,NA,2019
Stadtkrankenhaus Delmenhorst GmbH,2020-11-13,260300332,00,NA,289,15929,0,34041,NA,2019
Helios Klinik Bad Gandersheim,2020-11-02,260310027,00,NA,89,2313,0,3873,NA,2019
Asklepios Harzklinik Bad Harzburg,2020-11-10,260310038,00,NA,66,2504,0,10097,NA,2019
Klinik Dr. Muschinsky,2020-11-05,260310107,00,NA,32,1187,0,0,NA,2019
Diabeteszentrum Bad Lauterberg,2020-10-20,260310130,00,NA,62,1605,0,105,NA,2019
Städtisches Klinikum Braunschweig gGmbH,2020-11-12,260310209,00,NA,1499,62713,1102,0,NA,2019
Krankenhaus Marienstift,2020-11-12,260310221,00,NA,147,9819,0,7266,NA,2019
Stiftung Herzogin Elisabeth Hospital,2020-11-13,260310243,00,NA,205,10400,0,27270,NA,2019
Kirchberg-Klinik Bad Lauterberg,2020-10-26,260310265,00,NA,35,1082,0,0,NA,2019
Asklepios Harzklinik Clausthal-Zellerfeld,2020-11-10,260310323,00,NA,54,338,0,0,NA,2019
St. Martini GmbH Krankenhaus Duderstadt,2020-11-05,260310334,00,NA,140,6647,0,15810,NA,2019
Einbecker BürgerSpital GmbH,2020-11-13,260310345,00,NA,103,4350,0,6613,NA,2019
HELIOS Klinikum Gifhorn GmbH,2020-11-02,260310367,00,NA,344,20355,0,22987,NA,2019
Universitätsmedizin Göttingen,2020-11-03,260310378,00,NA,1563,55416,5572,232609,NA,2019
Asklepios Fachklinikum Göttingen,2020-11-11,260310425,01,NA,494,5182,542,10885,NA,2019
Asklepios Fachklinikum Göttingen - TK Seesen,2020-11-11,260310425,02,NA,16,0,120,656,NA,2019
Asklepios Fachklinikum Göttingen,2020-11-11,260310425,99,NA,510,5182,662,11541,NA,2019
Evangelisches Krankenhaus Göttingen-Weende gGmbH,2020-11-03,260310447,00,NA,433,19224,0,0,NA,2019
Asklepios Harzklinik Goslar,2020-11-11,260310469,00,NA,269,15278,0,20732,NA,2019
HELIOS St. Marienberg Klinik Helmstedt,2020-11-02,260310539,00,NA,263,17798,0,24241,NA,2019
AWO Psychiatriezentrum,2020-10-28,260310562,00,NA,705,8437,836,9937,NA,2019
"DR. FONTHEIM, Klinik für Psychiatrie, Psychotherapie und Psychosomatik",2020-11-11,260310573,00,NA,345,3168,528,13309,NA,2019
HELIOS Albert-Schweitzer-Klinik Northeim [NOM],2020-11-02,260310595,00,NA,210,10196,0,13656,NA,2019
Helios Klinik Herzberg/Osterode,2020-11-02,260310619,00,NA,214,11370,0,14678,NA,2019
Klinikum Peine gGmbH,2020-12-10,260310642,00,NA,275,12025,0,14543,NA,2019
Asklepios Fachklinikum Tiefenbrunn,2020-11-11,260310653,00,NA,210,947,0,1549,NA,2019
St. Elisabeth-Krankenhaus Salzgitter,2020-11-13,260310664,00,NA,108,6962,0,6889,NA,2019
Helios Klinikum Salzgitter GmbH,2020-11-03,260310686,00,NA,296,16331,0,27584,NA,2019
Helios Klinik Wittingen GmbH,2020-11-02,260310733,00,NA,35,1880,0,5230,NA,2019
Städtisches Klinikum Wolfenbüttel gGmbH,2020-11-11,260310744,00,NA,283,15409,0,17507,NA,2019
Klinikum Wolfsburg,2020-12-01,260310766,00,NA,547,32503,0,58273,NA,2019
Venenzentrum Braunschweig,2020-11-11,260310959,00,NA,21,2083,0,846,NA,2019
Asklepios Kliniken Schildautal,2020-11-12,260311006,00,NA,334,10232,0,6559,NA,2019
Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf,2020-11-03,260311051,00,NA,109,5474,0,0,NA,2019
Augenklinik Dr. Hoffmann,2020-11-13,260311197,00,NA,19,1726,1805,0,NA,2019
AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH,2020-11-10,260311302,00,NA,100,8912,0,672,NA,2019
AMEOS Klinikum Alfeld,2020-10-21,260320018,00,NA,125,5299,0,8743,NA,2019
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum",2020-11-11,260320212,00,NA,278,5614,192,29298,NA,2019
Krankenhaus Lindenbrunn,2020-11-13,260320267,00,NA,106,1547,0,0,NA,2019
"Kliniken Landkreis Diepholz gGmbH, Klinik Diepholz",2020-11-12,260320289,00,NA,116,6873,0,11532,NA,2019
Johanniter-Krankenhaus Gronau GmbH,2020-11-12,260320303,00,NA,111,5373,0,8281,NA,2019
Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont,2020-10-30,260320336,00,NA,402,22456,0,44844,NA,2019
Sophienklinik GmbH,2020-11-12,260320450,00,NA,117,7980,0,0,NA,2019
DRK-Krankenhaus Clementinenhaus,2020-11-12,260320494,00,NA,195,11066,0,9614,NA,2019
Kinder- und Jugendkrankenhaus AUF DER BULT ,2020-10-29,260320508,01,NA,272,10337,2462,44457,NA,2019
"Kinder- und Jugendkrankenhaus AUF DER BULT, Tagesklinik und Ambulanz Celle",2020-10-27,260320508,02,NA,12,0,62,130,NA,2019
Kinder- und Jugendkrankenhaus AUF DER BULT,2020-10-29,260320508,99,NA,284,10337,2524,44587,NA,2019
DIAKOVERE Henriettenstift ,2020-11-04,260320520,00,NA,470,21200,187,30459,NA,2019
DIAKOVERE Friederikenstift ,2020-11-04,260320531,00,NA,428,23524,0,38983,NA,2019
KRH Klinikum Nordstadt,2020-11-05,260320586,00,NA,408,19059,0,47020,NA,2019
Medizinische Hochschule Hannover,2020-12-01,260320597,00,NA,1520,61798,3729,502637,NA,2019
Vinzenzkrankenhaus Hannover,2020-11-10,260320600,00,NA,345,21854,0,19271,NA,2019
BDH-Klinik Hessisch Oldendorf gGmbH,2020-11-04,260320611,00,NA,113,1347,0,0,NA,2019
St. Bernward Krankenhaus,2020-11-02,260320622,00,NA,508,26187,627,35225,NA,2019
Helios Klinikum Hildesheim GmbH,2020-11-02,260320633,00,NA,579,29347,0,80106,NA,2019
KRH Psychiatrie Langenhagen,2020-12-01,260320688,00,NA,184,2498,246,14033,NA,2019
Paracelsus-Klinik am Silbersee,2020-11-10,260320699,00,NA,90,4958,0,1526,NA,2019
Burghof-Klinik,2020-11-05,260320757,00,NA,182,1678,540,10468,NA,2019
Klinikum Wahrendorff,2020-10-26,260320780,00,NA,284,3810,304,12281,NA,2019
Augenklinik Stadthagen,2020-11-06,260320804,00,NA,3,593,0,0,NA,2019
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen",2020-11-12,260320859,00,NA,127,6005,0,18038,NA,2019
DIAKOVERE Annastift  ,2020-11-04,260321111,00,NA,161,6103,0,33857,NA,2019
KRH Geriatrie Langenhagen (Akut-Geriatrie),2020-11-10,260321224,00,NA,40,1000,0,0,NA,2019
Helios Kliniken Mittelweser,2020-11-03,260321304,00,NA,294,15371,0,27005,NA,2019
